Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID
1055,55,24.0,Darragh Close,http://games.crossfit.com/athlete/116377,1,,1055 (8365),8365,0,,1949 (268),993 (343),3013 (110),1683 (239),727 (09:39),16,,CrossFit Berserk,,,,,,,,,,,,,1055,1949,268,993,343,3013,110,1683,239,727,579,116377
1056,56,21.0,Jonatan Betancur,http://games.crossfit.com/athlete/823203,1,,1057 (8378),8378,0,,2532 (263),1785 (341),2463 (113),811 (251),787 (09:42),16,Colombia,Fuerza CrossFit,,,,,,,,,,,,,1057,2532,263,1785,341,2463,113,811,251,787,582,823203
1057,57,31.0,Ryan Rapenport,http://games.crossfit.com/athlete/105178,1,,1058 (8379),8379,0,175.0,476 (293),286 (423),308 (127),813 (251),6496 (11:56),16,South Loop Strength and Conditioning,South Loop CrossFit,,,,,,,,305.0,245.0,,490.0,,1058,476,293,286,423,308,127,813,251,6496,716,105178
1058,58,25.0,Nils Engelhardt,http://games.crossfit.com/athlete/218868,1,70.87,1059 (8383),8383,0,178.0,672 (288),2425 (339),1927 (114),1108 (246),2251 (10:37),16,,CrossFit Celle,,,,,,,,300.0,245.0,465.0,375.0,,1059,672,288,2425,339,1927,114,1108,246,2251,637,218868
1059,59,23.0,Scott Tetlow,http://games.crossfit.com/athlete/534247,1,,1060 (8399),8399,0,173.0,896 (285),2085 (340),1164 (116),3899 (216),355 (09:11),16,Finish Strong CrossFit,Finish Strong CrossFit,,,,,,,,,,,,,1060,896,285,2085,340,1164,116,3899,216,355,551,534247
1060,60,26.0,Finley Johnson,http://games.crossfit.com/athlete/107308,1,65.75,1061 (8403),8403,0,169.76,2869 (260),949 (343),1498 (115),2252 (232),835 (09:45),16,Southern CrossFit,Southern CrossFit,,,,,,,,297.62,238.1,462.97,401.24,0,1061,2869,260,949,343,1498,115,2252,232,835,585,107308
1061,61,35.0,Travis Turnage,http://games.crossfit.com/athlete/66784,1,68.0,1062 (8414),8414,0,175.0,3663 (252),754 (344),647 (121),1275 (244),2075 (10:32),16,CROSSFIT TIER 1,CrossFit Tier1,,,,,,,,305.0,240.0,505.0,440.0,60,1062,3663,252,754,344,647,121,1275,244,2075,632,66784
1062,62,28.0,Justin Tamane,http://games.crossfit.com/athlete/75359,1,67.0,1063 (8419),8419,0,175.0,1372 (273),520 (346),1361 (116),2874 (225),2292 (10:38),16,CrossFit Solid Ground,CrossFit Solid Ground,,,,,364,,,315.0,265.0,465.0,435.0,,1063,1372,273,520,346,1361,116,2874,225,2292,638,75359
1063,63,28.0,Stefano Orsini,http://games.crossfit.com/athlete/303819,1,68.5,1064 (8454),8454,0,167.0,2271 (265),2015 (340),1104 (117),1771 (238),1293 (10:05),16,,Pilot CrossFit,,,,,,,,,,,,,1064,2271,265,2015,340,1104,117,1771,238,1293,605,303819
1064,64,26.0,Chip Phillips,http://games.crossfit.com/athlete/138072,1,70.0,1065 (8459),8459,0,210.0,1240 (275),798 (344),2834 (111),2249 (232),1338 (10:07),16,DEEP,CrossFit Deep,,,,,,,,325.0,260.0,450.0,440.0,,1065,1240,275,798,344,2834,111,2249,232,1338,607,138072
1065,65,26.0,Kenny Nugent,http://games.crossfit.com/athlete/205098,1,73.0,1066 (8463),8463,0,205.0,1372 (273),1663 (341),1843 (114),435 (260),3150 (10:58),16,Northstate CrossFit,Northstate CrossFit,,,,,,,,315.0,255.0,485.0,425.0,,1066,1372,273,1663,341,1843,114,435,260,3150,658,205098
1066,66,24.0,Paolo Eras,http://games.crossfit.com/athlete/132053,1,68.5,1067 (8468),8468,0,178.0,2449 (264),1656 (341),2469 (112),1143 (246),751 (09:40),16,,CrossFit Amatsu,,,,,,,,,,,,,1067,2449,264,1656,341,2469,112,1143,246,751,580,132053
1067,67,27.0,Nathan Hoiland,http://games.crossfit.com/athlete/5187,1,71.0,1068 (8470),8470,0,180.0,1294 (274),2557 (339),1927 (114),1399 (242),1293 (10:05),16,Sport of Fitness CrossFit,Sport of Fitness CrossFit,,,,,401,,,300.0,245.0,440.0,410.0,51,1068,1294,274,2557,339,1927,114,1399,242,1293,605,5187
1068,68,28.0,Nicholas Rocco,http://games.crossfit.com/athlete/46731,1,72.0,1069 (8486),8486,0,205.0,1372 (273),646 (345),2416 (113),1130 (246),2922 (10:53),16,Lakeside CrossFit,Lakeside CrossFit,,,,,,,,355.0,285.0,545.0,435.0,42,1069,1372,273,646,345,2416,113,1130,246,2922,653,46731
1069,69,29.0,John Sansbury,http://games.crossfit.com/athlete/167619,1,69.0,1070 (8492),8492,0,195.0,1772 (270),150 (425),1897 (114),4259 (214),414 (09:16),16,Friendship CrossFit,Friendship CrossFit,,,,,,,,305.0,225.0,500.0,425.0,,1070,1772,270,150,425,1897,114,4259,214,414,556,167619
1070,70,26.0,Przemyslaw Strumian,http://games.crossfit.com/athlete/256418,1,69.29,1071 (8496),8496,0,198.42,1682 (271),1106 (343),983 (117),1803 (237),2922 (10:53),16,,Reebok CrossFit Mokotow,,,,,,,,330.69,242.51,529.11,407.85,40,1071,1682,271,1106,343,983,117,1803,237,2922,653,256418
1071,71,33.0,Chuck Brehm,http://games.crossfit.com/athlete/475549,1,71.0,1071 (8496),8496,0,205.0,1057 (278),1576 (341),2269 (114),1958 (235),1636 (10:19),16,CrossFit Green Bay,CrossFit Green Bay,,,,,,,,305.0,225.0,435.0,445.0,,1071,1057,278,1576,341,2269,114,1958,235,1636,619,475549
1072,72,22.0,Jonathan Mancini,http://games.crossfit.com/athlete/158632,1,69.0,1073 (8505),8505,0,176.0,285 (299),2513 (339),3154 (110),1241 (245),1312 (10:06),16,,CrossFit Steam,,,,,,,,275.0,210.0,425.0,355.0,,1073,285,299,2513,339,3154,110,1241,245,1312,606,158632
1073,73,35.0,Chris Beery,http://games.crossfit.com/athlete/40574,1,68.0,1074 (8513),8513,0,180.0,2158 (266),2639 (339),566 (122),1988 (235),1162 (09:59),16,New Era CF,New Era CrossFit,,,,,,,,,210.0,460.0,420.0,77,1074,2158,266,2639,339,566,122,1988,235,1162,599,40574
1074,74,26.0,Mitch Heady,http://games.crossfit.com/athlete/232948,1,73.0,1075 (8514),8514,0,216.0,1372 (273),1050 (343),983 (117),659 (254),4450 (11:25),16,CrossFit Ofallon,CrossFit O'Fallon,,,,,396,,,365.0,310.0,535.0,455.0,,1075,1372,273,1050,343,983,117,659,254,4450,685,232948
1075,75,29.0,Tyler Krueger,http://games.crossfit.com/athlete/176133,1,70.0,1076 (8515),8515,0,198.0,1372 (273),607 (345),1254 (116),4065 (215),1217 (10:01),16,CrossFit Green Bay,CrossFit Green Bay,,,,,0,,,355.0,275.0,525.0,455.0,45,1076,1372,273,607,345,1254,116,4065,215,1217,601,176133
1076,76,25.0,Dayton Elsey,http://games.crossfit.com/athlete/128217,1,65.0,1077 (8516),8516,0,152.0,996 (280),2404 (339),1521 (115),2786 (226),809 (09:43),16,CrossFit Driven,CrossFit Driven,,,,,,,,285.0,235.0,425.0,405.0,,1077,996,280,2404,339,1521,115,2786,226,809,583,128217
1077,77,27.0,Joe Craig,http://games.crossfit.com/athlete/10287,1,69.0,1078 (8519),8519,0,173.0,2651 (262),1874 (340),1508 (115),1822 (237),664 (09:35),16,CrossFit East County,CrossFit East County,,,,,414,,,295.0,240.0,425.0,375.0,70,1078,2651,262,1874,340,1508,115,1822,237,664,575,10287
1078,78,24.0,Brandon Arndt,http://games.crossfit.com/athlete/288372,1,67.0,1079 (8530),8530,0,188.0,1860 (269),943 (343),1444 (115),3511 (218),772 (09:41),16,CrossFit 1847,CrossFit 1847,,,,,404,,,305.0,255.0,500.0,410.0,50,1079,1860,269,943,343,1444,115,3511,218,772,581,288372
1079,79,29.0,Chad Powlovich,http://games.crossfit.com/athlete/259623,1,75.0,1080 (8532),8532,0,223.0,507 (292),3109 (339),2144 (114),2135 (233),637 (09:33),16,CrossFit Charlottesville,CrossFit Charlottesville,,,,,,,,310.0,250.0,475.0,435.0,,1080,507,292,3109,339,2144,114,2135,233,637,573,259623
1080,80,27.0,Nathan Hammock,http://games.crossfit.com/athlete/245229,1,72.0,1081 (8534),8534,0,210.0,340 (298),2344 (340),1194 (116),832 (250),3824 (11:13),16,,CrossFit Clash,,,,,,,,365.0,300.0,500.0,475.0,,1081,340,298,2344,340,1194,116,832,250,3824,673,245229
1081,81,24.0,Colby Thomason,http://games.crossfit.com/athlete/697133,1,,1082 (8536),8536,0,,1860 (269),2316 (340),1269 (116),2414 (230),677 (09:36),16,Koda CrossFit,Koda CrossFit,,,,,,,,,,,,,1082,1860,269,2316,340,1269,116,2414,230,677,576,697133
1082,82,24.0,Seth Matlock,http://games.crossfit.com/athlete/42174,1,72.0,1083 (8540),8540,0,185.0,672 (288),1366 (342),1059 (117),1532 (241),3911 (11:15),16,CrossFit 417,CrossFit 417,,,,,,,,315.0,255.0,445.0,435.0,60,1083,672,288,1366,342,1059,117,1532,241,3911,675,42174
1083,83,31.0,Dustin Virgil,http://games.crossfit.com/athlete/19602,1,72.0,1084 (8546),8546,0,195.0,1860 (269),1270 (342),1589 (115),905 (249),2922 (10:53),16,ACF STRONG,Atascadero CrossFit,,,,,,,,,,,,,1084,1860,269,1270,342,1589,115,905,249,2922,653,19602
1084,84,26.0,Ryan Starkey,http://games.crossfit.com/athlete/304006,1,70.0,1085 (8581),8581,0,212.0,4344 (247),679 (345),1897 (114),239 (266),1422 (10:11),16,Crossfit Bowmanville,CrossFit Bowmanville,,,,,,,,355.0,285.0,530.0,505.0,60,1085,4344,247,679,345,1897,114,239,266,1422,611,304006
1085,85,20.0,Ryan Reeves,http://games.crossfit.com/athlete/315419,1,72.0,1086 (8587),8587,0,205.0,2760 (261),497 (346),1468 (115),846 (250),3016 (10:55),16,CrossFit Midlo,CrossFit Midlo,,,,,,,,335.0,290.0,500.0,450.0,32,1086,2760,261,497,346,1468,115,846,250,3016,655,315419
1086,86,29.0,Aaron Martin,http://games.crossfit.com/athlete/101611,1,72.0,1087 (8599),8599,0,195.0,1187 (276),2223 (340),3095 (110),644 (254),1450 (10:12),16,CrossFit Vector United,CrossFit Vector,,,,,407,,,325.0,255.0,505.0,435.0,30,1087,1187,276,2223,340,3095,110,644,254,1450,612,101611
1087,87,30.0,Vincent Lipsey,http://games.crossfit.com/athlete/482308,1,,1088 (8601),8601,0,161.0,2869 (260),500 (346),2568 (112),1549 (241),1115 (09:57),16,Crossfit Parallax,CrossFit Parallax,,,,,,,,,,,,,1088,2869,260,500,346,2568,112,1549,241,1115,597,482308
1088,88,27.0,Gregg Martino,http://games.crossfit.com/athlete/99848,1,,1089 (8603),8603,0,,2158 (266),1212 (342),2568 (112),1503 (241),1162 (09:59),16,ONE Nation,CrossFit ONE Nation,,,,,,,,,,,,,1089,2158,266,1212,342,2568,112,1503,241,1162,599,99848
1089,89,27.0,Zachary Kramer,http://games.crossfit.com/athlete/130407,1,74.0,1090 (8606),8606,0,205.0,719 (287),1368 (342),1254 (116),2063 (234),3202 (10:59),16,,Scruffy City CrossFit,,,,,,,,,,,,,1090,719,287,1368,342,1254,116,2063,234,3202,659,130407
1090,90,29.0,Cole Holman,http://games.crossfit.com/athlete/59860,1,72.0,1091 (8610),8610,0,205.0,1294 (274),1906 (340),2790 (111),1222 (245),1398 (10:10),16,CF Dūrātus,CrossFit Duratus,,,,,,,,270.0,200.0,405.0,345.0,,1091,1294,274,1906,340,2790,111,1222,245,1398,610,59860
1091,91,25.0,Yonatan Restrepo,http://games.crossfit.com/athlete/556716,1,,1092 (8618),8618,0,149.0,2058 (267),1705 (341),2453 (113),1240 (245),1162 (09:59),16,Colombia,Fuerza CrossFit,,,,,,,,,,,,,1092,2058,267,1705,341,2453,113,1240,245,1162,599,556716
1092,92,29.0,Jordan Behler,http://games.crossfit.com/athlete/89457,1,72.0,1093 (8623),8623,0,195.0,1057 (278),352 (423),145 (129),1828 (237),5241 (11:38),16,Visium CrossFit,Visium CrossFit,,,,,0,,,355.0,280.0,0.0,0.0,0,1093,1057,278,352,423,145,129,1828,237,5241,698,89457
1093,93,34.0,Sam Joraslafsky,http://games.crossfit.com/athlete/20073,1,75.2,1093 (8623),8623,0,229.28,755 (286),1069 (343),2716 (111),2051 (234),2032 (10:31),16,CrossFit Loaded,CrossFit Loaded,,,,,429,,,319.67,253.53,551.15,396.83,40,1093,755,286,1069,343,2716,111,2051,234,2032,631,20073
1094,94,27.0,Nolan Gouveia,http://games.crossfit.com/athlete/723305,1,70.0,1095 (8624),8624,0,195.0,476 (293),1562 (341),2122 (114),392 (261),4072 (11:18),16,,CrossFit Kindle,,,,,,,,295.0,245.0,495.0,415.0,,1095,476,293,1562,341,2122,114,392,261,4072,678,723305
1095,95,32.0,Coltt Valentine,http://games.crossfit.com/athlete/119376,1,66.0,1096 (8625),8625,0,155.0,2869 (260),2179 (340),1483 (115),249 (266),1845 (10:26),16,CrossFit Hyperion,CrossFit Hyperion,,,,,,,,245.0,220.0,425.0,405.0,,1096,2869,260,2179,340,1483,115,249,266,1845,626,119376
1096,96,24.0,Matias Friz,http://games.crossfit.com/athlete/500010,1,69.0,1097 (8630),8630,0,170.0,1772 (270),2456 (339),805 (119),2147 (233),1450 (10:12),16,San Francisco CrossFit,San Francisco CrossFit,,,,,,,,265.0,205.0,,,,1097,1772,270,2456,339,805,119,2147,233,1450,612,500010
1097,97,21.0,Todd Smith,http://games.crossfit.com/athlete/252903,1,,1098 (8631),8631,0,193.0,975 (281),3436 (313),2810 (111),422 (260),988 (09:52),16,Team Soul,CrossFit Soul Miami,,,,,,,,,,,,,1098,975,281,3436,313,2810,111,422,260,988,592,252903
1098,98,29.0,Nathan Goldhardt,http://games.crossfit.com/athlete/2012,1,71.0,1098 (8631),8631,0,190.0,672 (288),1075 (343),2347 (113),2692 (227),1845 (10:26),16,TEKTON,Tekton CrossFit,,,,,498,,,305.0,255.0,515.0,415.0,78,1098,672,288,1075,343,2347,113,2692,227,1845,626,2012
1099,99,20.0,Owen Bernstein,http://games.crossfit.com/athlete/117785,1,68.0,1100 (8634),8634,0,178.0,1617 (272),220 (424),212 (127),5908 (208),677 (09:36),16,Team Back Bay,Reebok CrossFit Back Bay,,,,,,,,300.0,245.0,485.0,420.0,,1100,1617,272,220,424,212,127,5908,208,677,576,117785
1100,0,29.0,Ryan Poroznik,http://games.crossfit.com/athlete/99504,1,70.0,1101 (8663),8663,0,185.0,1187 (276),561 (345),4073 (106),1504 (241),1338 (10:07),16,Tidal Crossfit North,Tidal CrossFit North,,,,,,,,325.0,245.0,475.0,435.0,,1101,1187,276,561,345,4073,106,1504,241,1338,607,99504
1101,1,37.0,Jacob Rule,http://games.crossfit.com/athlete/287418,1,69.0,1102 (8671),8671,0,185.0,2449 (264),1543 (341),2144 (114),1341 (243),1194 (10:00),16,CrossFit Reflexion,CrossFit Reflexion,,,,,,,,,,,,,1102,2449,264,1543,341,2144,114,1341,243,1194,600,287418
1102,2,22.0,Connor Nellans,http://games.crossfit.com/athlete/160128,1,,1103 (8676),8676,0,194.0,672 (288),3182 (339),488 (123),3525 (218),809 (09:43),16,,CrossFit Connex,,,,,,,,,,,,,1103,672,288,3182,339,488,123,3525,218,809,583,160128
1103,3,29.0,Robert Flanagan,http://games.crossfit.com/athlete/233937,1,,1104 (8678),8678,0,205.0,2158 (266),2577 (339),592 (122),1179 (245),2172 (10:35),16,8020 Black,CrossFit 8020,,,,,,,,,,,,,1104,2158,266,2577,339,592,122,1179,245,2172,635,233937
1104,4,26.0,Maxim Bouchard,http://games.crossfit.com/athlete/129680,1,68.0,1105 (8694),8694,0,190.0,1949 (268),2137 (340),2044 (114),1967 (235),597 (09:30),16,CrossFit 2342,CrossFit 2342,,,,,,,,,,,,,1105,1949,268,2137,340,2044,114,1967,235,597,570,129680
1105,5,26.0,Joshua Marshall,http://games.crossfit.com/athlete/132540,1,72.0,1106 (8701),8701,0,180.0,755 (286),1888 (340),1015 (117),534 (256),4509 (11:26),16,Invictus Point Loma,CrossFit Invictus Point Loma,,,,,,,,,,,,,1106,755,286,1888,340,1015,117,534,256,4509,686,132540
1106,6,26.0,John GARCIA,http://games.crossfit.com/athlete/224355,1,66.0,1107 (8715),8715,0,165.0,4344 (247),1276 (342),1334 (116),363 (262),1398 (10:10),16,,CrossFit Old County,,,,,,,,290.0,200.0,460.0,380.0,55,1107,4344,247,1276,342,1334,116,363,262,1398,610,224355
1107,7,23.0,Tyler Cummings,http://games.crossfit.com/athlete/98582,1,73.0,1107 (8715),8715,0,210.0,1682 (271),906 (344),2834 (111),419 (260),2874 (10:52),16,CrossFit CSA,CrossFit CSA,,,,,,,,360.0,285.0,500.0,475.0,,1107,1682,271,906,344,2834,111,419,260,2874,652,98582
1108,8,23.0,Adam Leaney,http://games.crossfit.com/athlete/186801,1,72.44,1109 (8718),8718,0,205.03,1294 (274),1216 (342),1521 (115),4289 (214),398 (09:15),16,,CrossFit Fallen,,,,,,,,,,,,,1109,1294,274,1216,342,1521,115,4289,214,398,555,186801
1109,9,33.0,Scott Hutchison,http://games.crossfit.com/athlete/39537,1,69.29,1110 (8727),8727,0,180.0,1772 (270),1298 (342),222 (127),457 (259),4978 (11:34),16,BTS CrossFit,BTS CrossFit,,,,,0,,,313.06,246.92,551.15,462.97,67,1110,1772,270,1298,342,222,127,457,259,4978,694,39537
1110,10,29.0,Adam Swarsen,http://games.crossfit.com/athlete/253623,1,69.0,1110 (8727),8727,0,189.0,2869 (260),245 (424),1059 (117),3516 (218),1038 (09:54),16,,Cow Harbor CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,1110,2869,260,245,424,1059,117,3516,218,1038,594,253623
1111,11,26.0,Nathan Benavides,http://games.crossfit.com/athlete/176249,1,65.0,1112 (8740),8740,0,153.0,1617 (272),2559 (339),525 (123),1867 (237),2172 (10:35),16,OCF Black,Odessa Black CrossFit,,,,,,,,280.0,225.0,405.0,405.0,,1112,1617,272,2559,339,525,123,1867,237,2172,635,176249
1112,12,41.0,Jeffrey Prejean,http://games.crossfit.com/athlete/4310,1,74.0,1113 (8741),8741,0,205.0,2449 (264),988 (343),1627 (115),2588 (228),1089 (09:56),16,CrossFit SouthBank,CrossFit South Bank,,,,,418,,,292.0,220.0,500.0,390.0,40,1113,2449,264,988,343,1627,115,2588,228,1089,596,4310
1113,13,28.0,Matt Lodin,http://games.crossfit.com/athlete/18418,1,69.0,1114 (8749),8749,0,180.0,2869 (260),1562 (341),1436 (115),1612 (240),1270 (10:04),16,CrossFit 760,CrossFit 760 C,,,,,0,,,315.0,240.0,485.0,425.0,50,1114,2869,260,1562,341,1436,115,1612,240,1270,604,18418
1114,14,28.0,Brandon Berry,http://games.crossfit.com/athlete/275814,1,69.0,1115 (8756),8756,0,180.0,2271 (265),2585 (339),743 (120),2169 (233),988 (09:52),16,,CrossFit North Reston,,,,,,,,,,,,,1115,2271,265,2585,339,743,120,2169,233,988,592,275814
1115,15,30.0,Matthew Forwood,http://games.crossfit.com/athlete/22990,1,69.29,1116 (8778),8778,0,187.0,3303 (259),2254 (340),1254 (116),655 (254),1312 (10:06),16,CrossFit Athletic,CrossFit Athletic,,,,,,,,315.26,244.71,513.68,429.9,,1116,3303,259,2254,340,1254,116,655,254,1312,606,22990
1116,16,20.0,Ben Middleton,http://games.crossfit.com/athlete/176756,1,,1117 (8785),8785,0,185.0,1372 (273),1310 (342),1927 (114),1334 (243),2842 (10:51),16,Team Instinct,Thorndon CrossFit,,,,,,,,,,,,,1117,1372,273,1310,342,1927,114,1334,243,2842,651,176756
1117,17,28.0,Ruben Rodriguez,http://games.crossfit.com/athlete/787819,1,71.0,1118 (8792),8792,0,198.0,1240 (275),2765 (339),970 (117),2524 (229),1293 (10:05),16,,Certus CrossFit,,,,,,,,345.0,265.0,515.0,415.0,,1118,1240,275,2765,339,970,117,2524,229,1293,605,787819
1118,18,29.0,Renaud Belisle,http://games.crossfit.com/athlete/108253,1,69.0,1119 (8802),8802,0,220.0,2158 (266),1261 (342),2623 (112),774 (251),1986 (10:30),16,Option Crossfit,Option CrossFit,,,,,,,,325.0,255.0,530.0,425.0,51,1119,2158,266,1261,342,2623,112,774,251,1986,630,108253
1119,19,20.0,Jacob Wallis,http://games.crossfit.com/athlete/274727,1,73.0,1120 (8810),8810,0,180.0,633 (289),2559 (339),2366 (113),1881 (236),1371 (10:09),16,CrossFit Murfreesboro,CrossFit Murfreesboro,,,,,536,,,315.0,260.0,475.0,375.0,72,1120,633,289,2559,339,2366,113,1881,236,1371,609,274727
1120,20,28.0,Maxime Beland,http://games.crossfit.com/athlete/85670,1,68.9,1121 (8812),8812,0,188.0,1057 (278),1225 (342),415 (125),3193 (220),2922 (10:53),16,STADD CrossFit,STADD CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,1121,1057,278,1225,342,415,125,3193,220,2922,653,85670
1121,21,24.0,Jake Lockert,http://games.crossfit.com/athlete/31640,1,74.0,1122 (8817),8817,0,209.0,755 (286),3285 (339),2011 (114),554 (256),2212 (10:36),16,CrossFit Mayhem Freedom,CrossFit Mayhem,,,,,,,,300.0,235.0,505.0,405.0,25,1122,755,286,3285,339,2011,114,554,256,2212,636,31640
1122,22,30.0,Jon Colborn,http://games.crossfit.com/athlete/6734,1,73.0,1123 (8830),8830,0,197.0,4344 (247),1558 (341),534 (123),1880 (236),514 (09:24),16,South Loop Strength and Conditioning,South Loop CrossFit,,,,,396,,,300.0,250.0,495.0,395.0,,1123,4344,247,1558,341,534,123,1880,236,514,564,6734
1123,23,39.0,Terry Rose,http://games.crossfit.com/athlete/17342,1,71.0,1124 (8850),8850,0,210.0,7011 (236),564 (345),442 (124),260 (265),573 (09:29),16,CrossFit Olympia,CrossFit Olympia,,,,,421,,,265.0,215.0,550.0,465.0,72,1124,7011,236,564,345,442,124,260,265,573,569,17342
1124,24,19.0,Chase Popp,http://games.crossfit.com/athlete/31565,1,72.0,1125 (8851),8851,0,192.0,1949 (268),1011 (343),2589 (112),1316 (243),1986 (10:30),16,,CrossFit Battle Ready,,,,,0,,,0.0,0.0,0.0,0.0,0,1125,1949,268,1011,343,2589,112,1316,243,1986,630,31565
1125,25,32.0,John Hazdovac,http://games.crossfit.com/athlete/174276,1,67.0,1126 (8853),8853,0,194.0,2532 (263),1338 (342),970 (117),2027 (235),1986 (10:30),16,Chuckwalla,Chuckwalla CrossFit,,,,,,,,,,515.0,455.0,,1126,2532,263,1338,342,970,117,2027,235,1986,630,174276
1126,26,24.0,Richie Peckfelder,http://games.crossfit.com/athlete/136857,1,69.0,1127 (8860),8860,0,195.0,2449 (264),3687 (263),983 (117),1343 (243),398 (09:15),16,New Era CF,New Era CrossFit,,,,,303,,,325.0,265.0,505.0,460.0,,1127,2449,264,3687,263,983,117,1343,243,398,555,136857
1127,27,25.0,Martin Roy,http://games.crossfit.com/athlete/22480,1,70.0,1128 (8862),8862,0,198.0,2869 (260),3035 (339),585 (122),1696 (239),677 (09:36),16,ShopCrossfit,Shop CrossFit,,,,,0,,,305.0,240.0,450.0,365.0,50,1128,2869,260,3035,339,585,122,1696,239,677,576,22480
1128,28,29.0,Tim Leonardo,http://games.crossfit.com/athlete/108956,1,70.0,1129 (8863),8863,0,,2058 (267),1379 (342),1317 (116),1479 (241),2630 (10:46),16,CrossFit Garden City,CrossFit Garden City,,,,,390,,,305.0,230.0,455.0,415.0,40,1129,2058,267,1379,342,1317,116,1479,241,2630,646,108956
1129,29,34.0,Dan Staton,http://games.crossfit.com/athlete/6555,1,66.0,1130 (8864),8864,0,155.0,1372 (273),1473 (341),3039 (110),1668 (239),1312 (10:06),16,Spokane Valley,CrossFit Spokane Valley,,,,,410,,,285.0,215.0,475.0,375.0,66,1130,1372,273,1473,341,3039,110,1668,239,1312,606,6555
1130,30,26.0,Zac Atkins,http://games.crossfit.com/athlete/106080,1,68.0,1131 (8869),8869,0,165.0,755 (286),2624 (339),1059 (117),3883 (216),548 (09:27),16,Rejoice,CrossFit Rejoice,,,,,,,,290.0,225.0,440.0,380.0,39,1131,755,286,2624,339,1059,117,3883,216,548,567,106080
1131,31,29.0,Patrick Bishop,http://games.crossfit.com/athlete/27783,1,66.0,1132 (8870),8870,0,157.0,1682 (271),2397 (339),1760 (114),1363 (243),1668 (10:20),16,CrossFit Southie,CrossFit Southie,,,,,,,,0.0,0.0,0.0,0.0,,1132,1682,271,2397,339,1760,114,1363,243,1668,620,27783
1132,32,28.0,Ed Hurley,http://games.crossfit.com/athlete/83201,1,70.0,1133 (8871),8871,0,197.0,1372 (273),2153 (340),1239 (116),1610 (240),2497 (10:43),16,Crossfit Mt Lebanon,CrossFit Mt. Lebanon,,,,,,,,290.0,235.0,485.0,325.0,44,1133,1372,273,2153,340,1239,116,1610,240,2497,643,83201
1133,33,25.0,Olek Kubicki,http://games.crossfit.com/athlete/11213,1,70.87,1134 (8878),8878,0,198.0,2532 (263),848 (344),2144 (114),1322 (243),2032 (10:31),16,The CENTAURS,CrossFit Fraser Valley,,,,,,,,320.0,260.0,475.0,420.0,,1134,2532,263,848,344,2144,114,1322,243,2032,631,11213
1134,34,25.0,Dustin Travers,http://games.crossfit.com/athlete/113887,1,,1135 (8882),8882,0,180.0,1057 (278),1441 (342),2810 (111),1588 (240),1986 (10:30),16,CrossFit RepScheme,CrossFit RepScheme,,,,,,,,,,,,,1135,1057,278,1441,342,2810,111,1588,240,1986,630,113887
