,"Unnamed: 0",Athlete,Athlete_URL,Games_Finish,Year,Games_Score,Games_Place,Division,Event_#,Event_ID,Event_Place,Event_Points,Event_Raw_Score,Event_Score
202,26,"Gary Helmick",http://games.crossfit.com/athlete/44402,"27 (479)",2016,479,27,1,2,2016_02,17,46,"515 lb",515
203,27,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"28 (473)",2016,473,28,1,2,2016_02,17,46,"515 lb",515
204,28,"Jacob Anderson",http://games.crossfit.com/athlete/155824,"29 (441)",2016,441,29,1,2,2016_02,9,64,"535 lb",535
205,29,"Sean Sweeney",http://games.crossfit.com/athlete/134617,"30 (420)",2016,420,30,1,2,2016_02,17,46,"515 lb",515
206,30,"Logan Collins",http://games.crossfit.com/athlete/123764,"31 (420)",2016,420,31,1,2,2016_02,23,34,"505 lb",505
207,31,"Sam Dancer",http://games.crossfit.com/athlete/621610,"32 (418)",2016,418,32,1,2,2016_02,1,100,"615 lb",615
208,32,"Spencer Hendel",http://games.crossfit.com/athlete/50866,"33 (390)",2016,390,33,1,2,2016_02,4,84,"565 lb",565
209,33,"Adrian Mundwiler",http://games.crossfit.com/athlete/698182,"34 (381)",2016,381,34,1,2,2016_02,33,14,"485 lb",485
210,34,"Roy Gamboa",http://games.crossfit.com/athlete/95022,"35 (378)",2016,378,35,1,2,2016_02,7,72,"545 lb",545
211,35,"Joseph Guesnier",http://games.crossfit.com/athlete/95767,"36 (356)",2016,356,36,1,2,2016_02,9,64,"535 lb",535
212,36,"Mitchell Sinnamon",http://games.crossfit.com/athlete/284801,"37 (337)",2016,337,37,1,2,2016_02,28,24,"495 lb",495
213,37,"Khan Porter",http://games.crossfit.com/athlete/105874,"38 (328)",2016,328,38,1,2,2016_02,23,34,"505 lb",505
214,38,"Zeke Grove",http://games.crossfit.com/athlete/180106,"39 (219)",2016,219,39,1,2,2016_02,17,46,"515 lb",515
215,39,"Jonne Koski",http://games.crossfit.com/athlete/173837,"40 (142)",2016,142,40,1,2,2016_02,35,10,"475 lb",475
176,0,"Mathew Fraser",http://games.crossfit.com/athlete/153604,"1 (1096)",2016,1096,1,1,3,2016_03,2,94,00:04:20.400,260.44
177,1,"Ben Smith",http://games.crossfit.com/athlete/43761,"2 (899)",2016,899,2,1,3,2016_03,12,56,00:04:41.300,281.29
178,2,"Patrick Vellner",http://games.crossfit.com/athlete/158264,"3 (863)",2016,863,3,1,3,2016_03,3,88,00:04:22.400,262.44
179,3,"Brent Fikowski",http://games.crossfit.com/athlete/107101,"4 (861)",2016,861,4,1,3,2016_03,1,100,00:04:14.100,254.1
180,4,"Cole Sager",http://games.crossfit.com/athlete/153625,"5 (803)",2016,803,5,1,3,2016_03,4,84,00:04:29,269.05
181,5,"Scott Panchik",http://games.crossfit.com/athlete/34796,"6 (800)",2016,800,6,1,3,2016_03,18,44,00:04:50.100,290.07
182,6,"Jacob Heppner",http://games.crossfit.com/athlete/199938,"7 (797)",2016,797,7,1,3,2016_03,15,50,00:04:46.300,286.3
183,7,"Björgvin Karl Guðmundsson",http://games.crossfit.com/athlete/81616,"8 (735)",2016,735,8,1,3,2016_03,5,80,00:04:31.300,271.29
184,8,"Alex Vigneault",http://games.crossfit.com/athlete/180541,"9 (707)",2016,707,9,1,3,2016_03,25,30,00:05:07.300,307.3
185,9,"Travis Mayer",http://games.crossfit.com/athlete/1690,"10 (702)",2016,702,10,1,3,2016_03,11,58,00:04:40.500,280.49
186,10,"Alex Anderson",http://games.crossfit.com/athlete/5013,"11 (696)",2016,696,11,1,3,2016_03,13,54,00:04:41.900,281.93
187,11,"Marcus Filly",http://games.crossfit.com/athlete/13913,"12 (683)",2016,683,12,1,3,2016_03,7,72,00:04:34.900,274.93
188,12,"Josh Bridges",http://games.crossfit.com/athlete/124483,"13 (678)",2016,678,13,1,3,2016_03,9,64,00:04:35.900,275.94
189,13,"Lukas Högberg",http://games.crossfit.com/athlete/24309,"14 (640)",2016,640,14,1,3,2016_03,8,68,00:04:35.100,275.12
190,14,"Noah Ohlsen",http://games.crossfit.com/athlete/2725,"15 (608)",2016,608,15,1,3,2016_03,6,76,00:04:32.200,272.25
191,15,"Samuel Kwant",http://games.crossfit.com/athlete/74320,"16 (588)",2016,588,16,1,3,2016_03,23,34,00:05:01.300,301.29
192,16,"Rob Forte",http://games.crossfit.com/athlete/7285,"17 (573)",2016,573,17,1,3,2016_03,26,28,00:05:11.200,311.25
193,17,"Christian Lucero",http://games.crossfit.com/athlete/6122,"18 (569)",2016,569,18,1,3,2016_03,17,46,00:04:49.200,289.16
194,18,"Travis  Williams",http://games.crossfit.com/athlete/14960,"19 (535)",2016,535,19,1,3,2016_03,10,60,00:04:37.700,277.74
195,19,"Garret Fisher",http://games.crossfit.com/athlete/21292,"20 (530)",2016,530,20,1,3,2016_03,31,18,00:05:15.100,315.15
196,20,"Lukas Esslinger",http://games.crossfit.com/athlete/2766,"21 (511)",2016,511,21,1,3,2016_03,28,24,00:05:12.400,312.42
197,21,"Lucas Parker",http://games.crossfit.com/athlete/38209,"22 (507)",2016,507,22,1,3,2016_03,34,12,00:05:22,322
198,22,"Zak Carchedi",http://games.crossfit.com/athlete/96973,"23 (504)",2016,504,23,1,3,2016_03,38,4,00:05:45.700,345.7
199,23,"James Newbury",http://games.crossfit.com/athlete/16080,"24 (503)",2016,503,24,1,3,2016_03,14,52,00:04:42.800,282.76
200,24,"Rasmus Wisbech Andersen",http://games.crossfit.com/athlete/8896,"25 (497)",2016,497,25,1,3,2016_03,21,38,00:04:57.200,297.19
201,25,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"26 (489)",2016,489,26,1,3,2016_03,29,22,00:05:13.600,313.6
202,26,"Gary Helmick",http://games.crossfit.com/athlete/44402,"27 (479)",2016,479,27,1,3,2016_03,20,40,00:04:57,296.98
203,27,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"28 (473)",2016,473,28,1,3,2016_03,19,42,00:04:53.200,293.17
204,28,"Jacob Anderson",http://games.crossfit.com/athlete/155824,"29 (441)",2016,441,29,1,3,2016_03,37,6,00:05:40.800,340.78
205,29,"Sean Sweeney",http://games.crossfit.com/athlete/134617,"30 (420)",2016,420,30,1,3,2016_03,22,36,00:05:00.700,300.68
206,30,"Logan Collins",http://games.crossfit.com/athlete/123764,"31 (420)",2016,420,31,1,3,2016_03,30,20,00:05:15,315
207,31,"Sam Dancer",http://games.crossfit.com/athlete/621610,"32 (418)",2016,418,32,1,3,2016_03,16,48,00:04:48.500,288.49
208,32,"Spencer Hendel",http://games.crossfit.com/athlete/50866,"33 (390)",2016,390,33,1,3,2016_03,33,14,00:05:19.600,319.56
209,33,"Adrian Mundwiler",http://games.crossfit.com/athlete/698182,"34 (381)",2016,381,34,1,3,2016_03,27,26,00:05:12.200,312.19
210,34,"Roy Gamboa",http://games.crossfit.com/athlete/95022,"35 (378)",2016,378,35,1,3,2016_03,39,2,00:05:45.700,345.73
211,35,"Joseph Guesnier",http://games.crossfit.com/athlete/95767,"36 (356)",2016,356,36,1,3,2016_03,32,16,00:05:16.400,316.44
212,36,"Mitchell Sinnamon",http://games.crossfit.com/athlete/284801,"37 (337)",2016,337,37,1,3,2016_03,24,32,00:05:07.100,307.14
213,37,"Khan Porter",http://games.crossfit.com/athlete/105874,"38 (328)",2016,328,38,1,3,2016_03,35,10,00:05:26.700,326.65
214,38,"Zeke Grove",http://games.crossfit.com/athlete/180106,"39 (219)",2016,219,39,1,3,2016_03,36,8,00:05:32.600,332.55
215,39,"Jonne Koski",http://games.crossfit.com/athlete/173837,"40 (142)",2016,142,40,1,3,2016_03,40,0,00:05:48.100,348.12
176,0,"Mathew Fraser",http://games.crossfit.com/athlete/153604,"1 (1096)",2016,1096,1,1,4,2016_04,6,76,00:07:38,457.97
177,1,"Ben Smith",http://games.crossfit.com/athlete/43761,"2 (899)",2016,899,2,1,4,2016_04,7,72,00:07:42.500,462.51
178,2,"Patrick Vellner",http://games.crossfit.com/athlete/158264,"3 (863)",2016,863,3,1,4,2016_04,35,10,00:09:17.600,557.59
179,3,"Brent Fikowski",http://games.crossfit.com/athlete/107101,"4 (861)",2016,861,4,1,4,2016_04,3,88,00:07:18.500,438.52
180,4,"Cole Sager",http://games.crossfit.com/athlete/153625,"5 (803)",2016,803,5,1,4,2016_04,9,64,00:07:49.100,469.13
181,5,"Scott Panchik",http://games.crossfit.com/athlete/34796,"6 (800)",2016,800,6,1,4,2016_04,11,58,00:07:53.700,473.74
182,6,"Jacob Heppner",http://games.crossfit.com/athlete/199938,"7 (797)",2016,797,7,1,4,2016_04,28,24,00:08:52.800,532.83
183,7,"Björgvin Karl Guðmundsson",http://games.crossfit.com/athlete/81616,"8 (735)",2016,735,8,1,4,2016_04,17,46,00:08:12,492.01
184,8,"Alex Vigneault",http://games.crossfit.com/athlete/180541,"9 (707)",2016,707,9,1,4,2016_04,20,40,00:08:22.100,502.08
185,9,"Travis Mayer",http://games.crossfit.com/athlete/1690,"10 (702)",2016,702,10,1,4,2016_04,18,44,00:08:15.100,495.06
186,10,"Alex Anderson",http://games.crossfit.com/athlete/5013,"11 (696)",2016,696,11,1,4,2016_04,23,34,00:08:38.100,518.06
187,11,"Marcus Filly",http://games.crossfit.com/athlete/13913,"12 (683)",2016,683,12,1,4,2016_04,31,18,00:09:01.300,541.32
188,12,"Josh Bridges",http://games.crossfit.com/athlete/124483,"13 (678)",2016,678,13,1,4,2016_04,14,52,00:07:59,479.03
189,13,"Lukas Högberg",http://games.crossfit.com/athlete/24309,"14 (640)",2016,640,14,1,4,2016_04,12,56,00:07:56,475.95
190,14,"Noah Ohlsen",http://games.crossfit.com/athlete/2725,"15 (608)",2016,608,15,1,4,2016_04,8,68,00:07:44.800,464.79
191,15,"Samuel Kwant",http://games.crossfit.com/athlete/74320,"16 (588)",2016,588,16,1,4,2016_04,21,38,00:08:29.700,509.67
192,16,"Rob Forte",http://games.crossfit.com/athlete/7285,"17 (573)",2016,573,17,1,4,2016_04,38,4,00:10:13.400,613.35
193,17,"Christian Lucero",http://games.crossfit.com/athlete/6122,"18 (569)",2016,569,18,1,4,2016_04,19,42,00:08:17,496.95
194,18,"Travis  Williams",http://games.crossfit.com/athlete/14960,"19 (535)",2016,535,19,1,4,2016_04,32,16,00:09:04.300,544.27
195,19,"Garret Fisher",http://games.crossfit.com/athlete/21292,"20 (530)",2016,530,20,1,4,2016_04,10,60,00:07:51.600,471.57
196,20,"Lukas Esslinger",http://games.crossfit.com/athlete/2766,"21 (511)",2016,511,21,1,4,2016_04,13,54,00:07:56.800,476.79
197,21,"Lucas Parker",http://games.crossfit.com/athlete/38209,"22 (507)",2016,507,22,1,4,2016_04,37,6,00:09:44.800,584.83
198,22,"Zak Carchedi",http://games.crossfit.com/athlete/96973,"23 (504)",2016,504,23,1,4,2016_04,27,26,00:08:49.900,529.91
199,23,"James Newbury",http://games.crossfit.com/athlete/16080,"24 (503)",2016,503,24,1,4,2016_04,24,32,00:08:39,518.96
200,24,"Rasmus Wisbech Andersen",http://games.crossfit.com/athlete/8896,"25 (497)",2016,497,25,1,4,2016_04,4,84,00:07:20.800,440.82
201,25,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"26 (489)",2016,489,26,1,4,2016_04,29,22,00:08:55.500,535.51
202,26,"Gary Helmick",http://games.crossfit.com/athlete/44402,"27 (479)",2016,479,27,1,4,2016_04,39,2,00:10:38.200,638.21
203,27,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"28 (473)",2016,473,28,1,4,2016_04,30,20,00:08:59.100,539.11
204,28,"Jacob Anderson",http://games.crossfit.com/athlete/155824,"29 (441)",2016,441,29,1,4,2016_04,33,14,00:09:13.700,553.7
205,29,"Sean Sweeney",http://games.crossfit.com/athlete/134617,"30 (420)",2016,420,30,1,4,2016_04,5,80,00:07:35.900,455.88
206,30,"Logan Collins",http://games.crossfit.com/athlete/123764,"31 (420)",2016,420,31,1,4,2016_04,26,28,00:08:43.700,523.74
207,31,"Sam Dancer",http://games.crossfit.com/athlete/621610,"32 (418)",2016,418,32,1,4,2016_04,25,30,00:08:42.200,522.23
208,32,"Spencer Hendel",http://games.crossfit.com/athlete/50866,"33 (390)",2016,390,33,1,4,2016_04,16,48,00:08:04.900,484.85
209,33,"Adrian Mundwiler",http://games.crossfit.com/athlete/698182,"34 (381)",2016,381,34,1,4,2016_04,34,12,00:09:16.900,556.87
210,34,"Roy Gamboa",http://games.crossfit.com/athlete/95022,"35 (378)",2016,378,35,1,4,2016_04,36,8,00:09:18,558.04
211,35,"Joseph Guesnier",http://games.crossfit.com/athlete/95767,"36 (356)",2016,356,36,1,4,2016_04,40,0,00:11:01.600,661.63
212,36,"Mitchell Sinnamon",http://games.crossfit.com/athlete/284801,"37 (337)",2016,337,37,1,4,2016_04,15,50,00:07:59.500,479.48
213,37,"Khan Porter",http://games.crossfit.com/athlete/105874,"38 (328)",2016,328,38,1,4,2016_04,2,94,00:07:03.200,423.17
214,38,"Zeke Grove",http://games.crossfit.com/athlete/180106,"39 (219)",2016,219,39,1,4,2016_04,22,36,00:08:37.100,517.05
215,39,"Jonne Koski",http://games.crossfit.com/athlete/173837,"40 (142)",2016,142,40,1,4,2016_04,1,100,00:06:54.900,414.85
176,0,"Mathew Fraser",http://games.crossfit.com/athlete/153604,"1 (1096)",2016,1096,1,1,5,2016_05,2,94,00:35:47.800,2147.81
177,1,"Ben Smith",http://games.crossfit.com/athlete/43761,"2 (899)",2016,899,2,1,5,2016_05,6,76,00:38:09.300,2289.35
178,2,"Patrick Vellner",http://games.crossfit.com/athlete/158264,"3 (863)",2016,863,3,1,5,2016_05,9,64,00:39:03.500,2343.53
179,3,"Brent Fikowski",http://games.crossfit.com/athlete/107101,"4 (861)",2016,861,4,1,5,2016_05,28,24,00:43:39.800,2619.85
180,4,"Cole Sager",http://games.crossfit.com/athlete/153625,"5 (803)",2016,803,5,1,5,2016_05,18,44,00:40:43.500,2443.49
181,5,"Scott Panchik",http://games.crossfit.com/athlete/34796,"6 (800)",2016,800,6,1,5,2016_05,10,60,00:39:18.600,2358.62
182,6,"Jacob Heppner",http://games.crossfit.com/athlete/199938,"7 (797)",2016,797,7,1,5,2016_05,4,84,00:37:13.300,2233.28
183,7,"Björgvin Karl Guðmundsson",http://games.crossfit.com/athlete/81616,"8 (735)",2016,735,8,1,5,2016_05,5,80,00:38:06.800,2286.84
184,8,"Alex Vigneault",http://games.crossfit.com/athlete/180541,"9 (707)",2016,707,9,1,5,2016_05,13,54,00:39:45,2385
185,9,"Travis Mayer",http://games.crossfit.com/athlete/1690,"10 (702)",2016,702,10,1,5,2016_05,15,50,00:40:17.300,2417.29
186,10,"Alex Anderson",http://games.crossfit.com/athlete/5013,"11 (696)",2016,696,11,1,5,2016_05,8,68,00:38:56.900,2336.94
187,11,"Marcus Filly",http://games.crossfit.com/athlete/13913,"12 (683)",2016,683,12,1,5,2016_05,24,32,00:42:20.700,2540.71
188,12,"Josh Bridges",http://games.crossfit.com/athlete/124483,"13 (678)",2016,678,13,1,5,2016_05,1,100,00:34:38.800,2078.83
189,13,"Lukas Högberg",http://games.crossfit.com/athlete/24309,"14 (640)",2016,640,14,1,5,2016_05,23,34,00:42:04.300,2524.31
190,14,"Noah Ohlsen",http://games.crossfit.com/athlete/2725,"15 (608)",2016,608,15,1,5,2016_05,3,88,00:37:02.300,2222.32
191,15,"Samuel Kwant",http://games.crossfit.com/athlete/74320,"16 (588)",2016,588,16,1,5,2016_05,21,38,00:41:12.300,2472.31
192,16,"Rob Forte",http://games.crossfit.com/athlete/7285,"17 (573)",2016,573,17,1,5,2016_05,7,72,00:38:11.700,2291.71
193,17,"Christian Lucero",http://games.crossfit.com/athlete/6122,"18 (569)",2016,569,18,1,5,2016_05,14,52,00:40:00.500,2400.46
194,18,"Travis  Williams",http://games.crossfit.com/athlete/14960,"19 (535)",2016,535,19,1,5,2016_05,19,42,00:40:54.500,2454.46
195,19,"Garret Fisher",http://games.crossfit.com/athlete/21292,"20 (530)",2016,530,20,1,5,2016_05,30,20,00:44:10.800,2650.77
196,20,"Lukas Esslinger",http://games.crossfit.com/athlete/2766,"21 (511)",2016,511,21,1,5,2016_05,27,26,00:43:34.600,2614.63
197,21,"Lucas Parker",http://games.crossfit.com/athlete/38209,"22 (507)",2016,507,22,1,5,2016_05,35,10,00:48:10.200,2890.22
198,22,"Zak Carchedi",http://games.crossfit.com/athlete/96973,"23 (504)",2016,504,23,1,5,2016_05,26,28,00:42:57.900,2577.86
199,23,"James Newbury",http://games.crossfit.com/athlete/16080,"24 (503)",2016,503,24,1,5,2016_05,36,8,00:48:10.600,2890.59
200,24,"Rasmus Wisbech Andersen",http://games.crossfit.com/athlete/8896,"25 (497)",2016,497,25,1,5,2016_05,32,16,00:44:44.400,2684.37
201,25,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"26 (489)",2016,489,26,1,5,2016_05,22,36,00:41:44,2504.04
202,26,"Gary Helmick",http://games.crossfit.com/athlete/44402,"27 (479)",2016,479,27,1,5,2016_05,20,40,00:41:01.800,2461.79
203,27,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"28 (473)",2016,473,28,1,5,2016_05,11,58,00:39:30.300,2370.32
204,28,"Jacob Anderson",http://games.crossfit.com/athlete/155824,"29 (441)",2016,441,29,1,5,2016_05,12,56,00:39:40.400,2380.37
205,29,"Sean Sweeney",http://games.crossfit.com/athlete/134617,"30 (420)",2016,420,30,1,5,2016_05,33,14,00:45:53.200,2753.16
206,30,"Logan Collins",http://games.crossfit.com/athlete/123764,"31 (420)",2016,420,31,1,5,2016_05,16,48,00:40:29.200,2429.24
207,31,"Sam Dancer",http://games.crossfit.com/athlete/621610,"32 (418)",2016,418,32,1,5,2016_05,38,4,00:50:38.800,3038.82
208,32,"Spencer Hendel",http://games.crossfit.com/athlete/50866,"33 (390)",2016,390,33,1,5,2016_05,37,6,00:49:11,2950.96
209,33,"Adrian Mundwiler",http://games.crossfit.com/athlete/698182,"34 (381)",2016,381,34,1,5,2016_05,17,46,00:40:41.700,2441.69
210,34,"Roy Gamboa",http://games.crossfit.com/athlete/95022,"35 (378)",2016,378,35,1,5,2016_05,25,30,00:42:34.100,2554.14
211,35,"Joseph Guesnier",http://games.crossfit.com/athlete/95767,"36 (356)",2016,356,36,1,5,2016_05,39,2,00:51:04.300,3064.31
212,36,"Mitchell Sinnamon",http://games.crossfit.com/athlete/284801,"37 (337)",2016,337,37,1,5,2016_05,34,12,00:47:39.600,2859.61
213,37,"Khan Porter",http://games.crossfit.com/athlete/105874,"38 (328)",2016,328,38,1,5,2016_05,29,22,00:43:50,2630.04
214,38,"Zeke Grove",http://games.crossfit.com/athlete/180106,"39 (219)",2016,219,39,1,5,2016_05,31,18,00:44:24.100,2664.14
215,39,"Jonne Koski",http://games.crossfit.com/athlete/173837,"40 (142)",2016,142,40,1,5,2016_05,WD,,,
176,0,"Mathew Fraser",http://games.crossfit.com/athlete/153604,"1 (1096)",2016,1096,1,1,6,2016_06,2,94,00:05:41.600,341.57
177,1,"Ben Smith",http://games.crossfit.com/athlete/43761,"2 (899)",2016,899,2,1,6,2016_06,4,84,00:06:20.800,380.82
178,2,"Patrick Vellner",http://games.crossfit.com/athlete/158264,"3 (863)",2016,863,3,1,6,2016_06,18,44,00:08:16.600,496.63
179,3,"Brent Fikowski",http://games.crossfit.com/athlete/107101,"4 (861)",2016,861,4,1,6,2016_06,39,2,CAP+14,66014
180,4,"Cole Sager",http://games.crossfit.com/athlete/153625,"5 (803)",2016,803,5,1,6,2016_06,32,16,00:10:52.800,652.78
181,5,"Scott Panchik",http://games.crossfit.com/athlete/34796,"6 (800)",2016,800,6,1,6,2016_06,3,88,00:06:08.200,368.22
182,6,"Jacob Heppner",http://games.crossfit.com/athlete/199938,"7 (797)",2016,797,7,1,6,2016_06,27,26,00:09:16.300,556.28
183,7,"Björgvin Karl Guðmundsson",http://games.crossfit.com/athlete/81616,"8 (735)",2016,735,8,1,6,2016_06,19,42,00:08:38.600,518.58
184,8,"Alex Vigneault",http://games.crossfit.com/athlete/180541,"9 (707)",2016,707,9,1,6,2016_06,11,58,00:07:31.100,451.14
185,9,"Travis Mayer",http://games.crossfit.com/athlete/1690,"10 (702)",2016,702,10,1,6,2016_06,22,36,00:08:57.700,537.71
186,10,"Alex Anderson",http://games.crossfit.com/athlete/5013,"11 (696)",2016,696,11,1,6,2016_06,1,100,00:05:21.100,321.09
187,11,"Marcus Filly",http://games.crossfit.com/athlete/13913,"12 (683)",2016,683,12,1,6,2016_06,17,46,00:08:16,496.04
188,12,"Josh Bridges",http://games.crossfit.com/athlete/124483,"13 (678)",2016,678,13,1,6,2016_06,24,32,00:09:06.300,546.32
189,13,"Lukas Högberg",http://games.crossfit.com/athlete/24309,"14 (640)",2016,640,14,1,6,2016_06,21,38,00:08:53.600,533.57
190,14,"Noah Ohlsen",http://games.crossfit.com/athlete/2725,"15 (608)",2016,608,15,1,6,2016_06,33,14,CAP+1,6601
191,15,"Samuel Kwant",http://games.crossfit.com/athlete/74320,"16 (588)",2016,588,16,1,6,2016_06,8,68,00:07:16.200,436.22
192,16,"Rob Forte",http://games.crossfit.com/athlete/7285,"17 (573)",2016,573,17,1,6,2016_06,25,30,00:09:14.400,554.38
193,17,"Christian Lucero",http://games.crossfit.com/athlete/6122,"18 (569)",2016,569,18,1,6,2016_06,37,6,CAP+7,6607
194,18,"Travis  Williams",http://games.crossfit.com/athlete/14960,"19 (535)",2016,535,19,1,6,2016_06,10,60,00:07:28,447.98
195,19,"Garret Fisher",http://games.crossfit.com/athlete/21292,"20 (530)",2016,530,20,1,6,2016_06,6,76,00:07:01.100,421.13
196,20,"Lukas Esslinger",http://games.crossfit.com/athlete/2766,"21 (511)",2016,511,21,1,6,2016_06,23,34,00:09:02.300,542.29
197,21,"Lucas Parker",http://games.crossfit.com/athlete/38209,"22 (507)",2016,507,22,1,6,2016_06,5,80,00:06:37,396.98
198,22,"Zak Carchedi",http://games.crossfit.com/athlete/96973,"23 (504)",2016,504,23,1,6,2016_06,15,50,00:08:08.300,488.35
199,23,"James Newbury",http://games.crossfit.com/athlete/16080,"24 (503)",2016,503,24,1,6,2016_06,38,4,CAP+10,66010
200,24,"Rasmus Wisbech Andersen",http://games.crossfit.com/athlete/8896,"25 (497)",2016,497,25,1,6,2016_06,16,48,00:08:14.900,494.92
201,25,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"26 (489)",2016,489,26,1,6,2016_06,28,24,00:09:32.700,572.67
202,26,"Gary Helmick",http://games.crossfit.com/athlete/44402,"27 (479)",2016,479,27,1,6,2016_06,35,10,CAP+4,6604
203,27,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"28 (473)",2016,473,28,1,6,2016_06,20,40,00:08:49.400,529.41
204,28,"Jacob Anderson",http://games.crossfit.com/athlete/155824,"29 (441)",2016,441,29,1,6,2016_06,12,56,00:07:32.500,452.48
205,29,"Sean Sweeney",http://games.crossfit.com/athlete/134617,"30 (420)",2016,420,30,1,6,2016_06,34,12,CAP+3,6603
206,30,"Logan Collins",http://games.crossfit.com/athlete/123764,"31 (420)",2016,420,31,1,6,2016_06,31,18,00:10:23.200,623.17
207,31,"Sam Dancer",http://games.crossfit.com/athlete/621610,"32 (418)",2016,418,32,1,6,2016_06,9,64,00:07:20,440.03
208,32,"Spencer Hendel",http://games.crossfit.com/athlete/50866,"33 (390)",2016,390,33,1,6,2016_06,14,52,00:08:05.800,485.81
209,33,"Adrian Mundwiler",http://games.crossfit.com/athlete/698182,"34 (381)",2016,381,34,1,6,2016_06,29,22,00:10:10.500,610.46
210,34,"Roy Gamboa",http://games.crossfit.com/athlete/95022,"35 (378)",2016,378,35,1,6,2016_06,26,28,00:09:15.900,555.9
211,35,"Joseph Guesnier",http://games.crossfit.com/athlete/95767,"36 (356)",2016,356,36,1,6,2016_06,7,72,00:07:15.300,435.26
212,36,"Mitchell Sinnamon",http://games.crossfit.com/athlete/284801,"37 (337)",2016,337,37,1,6,2016_06,13,54,00:07:51.700,471.65
213,37,"Khan Porter",http://games.crossfit.com/athlete/105874,"38 (328)",2016,328,38,1,6,2016_06,36,8,CAP+7,6607
214,38,"Zeke Grove",http://games.crossfit.com/athlete/180106,"39 (219)",2016,219,39,1,6,2016_06,30,20,00:10:14.900,614.86
215,39,"Jonne Koski",http://games.crossfit.com/athlete/173837,"40 (142)",2016,142,40,1,6,2016_06,WD,,,
176,0,"Mathew Fraser",http://games.crossfit.com/athlete/153604,"1 (1096)",2016,1096,1,1,7,2016_07,2,94,00:11:41.600,701.59
177,1,"Ben Smith",http://games.crossfit.com/athlete/43761,"2 (899)",2016,899,2,1,7,2016_07,9,64,00:12:59.900,779.88
178,2,"Patrick Vellner",http://games.crossfit.com/athlete/158264,"3 (863)",2016,863,3,1,7,2016_07,8,68,00:12:48.400,768.42
179,3,"Brent Fikowski",http://games.crossfit.com/athlete/107101,"4 (861)",2016,861,4,1,7,2016_07,10,60,00:13:09.100,789.12
180,4,"Cole Sager",http://games.crossfit.com/athlete/153625,"5 (803)",2016,803,5,1,7,2016_07,18,44,00:13:39.500,819.53
181,5,"Scott Panchik",http://games.crossfit.com/athlete/34796,"6 (800)",2016,800,6,1,7,2016_07,5,80,00:12:06.200,726.17
182,6,"Jacob Heppner",http://games.crossfit.com/athlete/199938,"7 (797)",2016,797,7,1,7,2016_07,4,84,00:11:53,713
183,7,"Björgvin Karl Guðmundsson",http://games.crossfit.com/athlete/81616,"8 (735)",2016,735,8,1,7,2016_07,31,18,00:14:54.300,894.32
184,8,"Alex Vigneault",http://games.crossfit.com/athlete/180541,"9 (707)",2016,707,9,1,7,2016_07,14,52,00:13:18.900,798.9
185,9,"Travis Mayer",http://games.crossfit.com/athlete/1690,"10 (702)",2016,702,10,1,7,2016_07,15,50,00:13:26.300,806.34
186,10,"Alex Anderson",http://games.crossfit.com/athlete/5013,"11 (696)",2016,696,11,1,7,2016_07,19,42,00:13:43,822.97
187,11,"Marcus Filly",http://games.crossfit.com/athlete/13913,"12 (683)",2016,683,12,1,7,2016_07,21,38,00:13:57.200,837.15
188,12,"Josh Bridges",http://games.crossfit.com/athlete/124483,"13 (678)",2016,678,13,1,7,2016_07,12,56,00:13:17.300,797.34
189,13,"Lukas Högberg",http://games.crossfit.com/athlete/24309,"14 (640)",2016,640,14,1,7,2016_07,24,32,00:14:03.400,843.43
190,14,"Noah Ohlsen",http://games.crossfit.com/athlete/2725,"15 (608)",2016,608,15,1,7,2016_07,17,46,00:13:37.700,817.66
191,15,"Samuel Kwant",http://games.crossfit.com/athlete/74320,"16 (588)",2016,588,16,1,7,2016_07,1,100,00:11:37.200,697.2
192,16,"Rob Forte",http://games.crossfit.com/athlete/7285,"17 (573)",2016,573,17,1,7,2016_07,7,72,00:12:43.700,763.73
193,17,"Christian Lucero",http://games.crossfit.com/athlete/6122,"18 (569)",2016,569,18,1,7,2016_07,26,28,00:14:32.700,872.73
194,18,"Travis  Williams",http://games.crossfit.com/athlete/14960,"19 (535)",2016,535,19,1,7,2016_07,6,76,00:12:20.800,740.8
195,19,"Garret Fisher",http://games.crossfit.com/athlete/21292,"20 (530)",2016,530,20,1,7,2016_07,11,58,00:13:11.700,791.7
196,20,"Lukas Esslinger",http://games.crossfit.com/athlete/2766,"21 (511)",2016,511,21,1,7,2016_07,28,24,00:14:36.200,876.21
197,21,"Lucas Parker",http://games.crossfit.com/athlete/38209,"22 (507)",2016,507,22,1,7,2016_07,30,20,00:14:44.900,884.88
198,22,"Zak Carchedi",http://games.crossfit.com/athlete/96973,"23 (504)",2016,504,23,1,7,2016_07,23,34,00:13:59.800,839.76
