,"Unnamed: 0",Athlete,Athlete_URL,Games_Finish,Year,Games_Score,Games_Place,Division,Event_#,Event_ID,Event_Place,Event_Points,Event_Raw_Score,Event_Score
66,20,"Matt Chan",http://games.crossfit.com/athlete/17703,"21 (589)",2013,589,21,1,7,2013_07,28,31,00:20:01,1201
67,21,"Roy Gamboa",http://games.crossfit.com/athlete/103415,"22 (584)",2013,584,22,1,7,2013_07,32,25,00:20:06,1206
68,22,"Tyson Takasaki",http://games.crossfit.com/athlete/53824,"23 (573)",2013,573,23,1,7,2013_07,5,80,00:17:52.800,1072.8
69,23,"Jordan Troyan",http://games.crossfit.com/athlete/4895,"24 (572)",2013,572,24,1,7,2013_07,16,55,00:19:16.700,1156.7
70,24,"Lacee Kovacs",http://games.crossfit.com/athlete/32052,"25 (564)",2013,564,25,1,7,2013_07,22,43,00:19:36.100,1176.1
71,25,"Simon Paquette",http://games.crossfit.com/athlete/19941,"26 (561)",2013,561,26,1,7,2013_07,29,29,00:20:02,1202
72,26,"Aja Barto",http://games.crossfit.com/athlete/145925,"27 (552)",2013,552,27,1,7,2013_07,31,26,00:20:05,1205
73,27,"Kenneth Leverich",http://games.crossfit.com/athlete/21343,"28 (547)",2013,547,28,1,7,2013_07,40,17,00:20:27,1227
74,28,"Matt Hathcock",http://games.crossfit.com/athlete/4406,"29 (540)",2013,540,29,1,7,2013_07,8,71,00:18:32.100,1112.1
75,29,"Mikko Aronpää",http://games.crossfit.com/athlete/10822,"30 (495)",2013,495,30,1,7,2013_07,21,45,00:19:33.600,1173.6
76,30,"Bryan Miller",http://games.crossfit.com/athlete/5111,"31 (416)",2013,416,31,1,7,2013_07,37,20,00:20:12,1212
77,31,"David Levey",http://games.crossfit.com/athlete/8743,"32 (388)",2013,388,32,1,7,2013_07,40,17,00:20:27,1227
78,32,"Rob Forte",http://games.crossfit.com/athlete/7285,"33 (382)",2013,382,33,1,7,2013_07,19,49,00:19:31.100,1171.1
79,33,"Daniel Tyminski",http://games.crossfit.com/athlete/5284,"34 (379)",2013,379,34,1,7,2013_07,27,33,00:19:56.400,1196.4
80,34,"Wes Piatt",http://games.crossfit.com/athlete/5186,"35 (376)",2013,376,35,1,7,2013_07,25,37,00:19:55,1195
81,35,"Alex Nettey",http://games.crossfit.com/athlete/25957,"36 (361)",2013,361,36,1,7,2013_07,13,61,00:18:58.400,1138.4
82,36,"Marcus Filly",http://games.crossfit.com/athlete/13913,"37 (361)",2013,361,37,1,7,2013_07,26,35,00:19:56,1196
83,37,"Gary Helmick",http://games.crossfit.com/athlete/44402,"38 (326)",2013,326,38,1,7,2013_07,33,24,00:20:07,1207
84,38,"Eric Magee",http://games.crossfit.com/athlete/10917,"39 (309)",2013,309,39,1,7,2013_07,38,19,00:20:26,1226
85,39,"Mike McGoldrick",http://games.crossfit.com/athlete/30018,"40 (296)",2013,296,40,1,7,2013_07,38,19,00:20:26,1226
86,40,"Austin Malleolo",http://games.crossfit.com/athlete/10169,"41 (273)",2013,273,41,1,7,2013_07,19,49,00:19:31.100,1171.1
87,41,"Zachary Forrest",http://games.crossfit.com/athlete/10593,"42 (248)",2013,248,42,1,7,2013_07,35,22,00:20:11,1211
88,42,"Orlando Trejo",http://games.crossfit.com/athlete/42803,"43 (220)",2013,220,43,1,7,2013_07,9,69,00:18:33.500,1113.5
89,43,"Ryan Swobody",http://games.crossfit.com/athlete/8797,"44 (182)",2013,182,44,1,7,2013_07,34,23,00:20:09,1209
90,44,"Brandon Swan",http://games.crossfit.com/athlete/7314,"45 (192)",2013,192,45,1,7,2013_07,WD,,,
91,45,"Michael Mogard",http://games.crossfit.com/athlete/21658,"46 (159)",2013,159,46,1,7,2013_07,WD,,,
92,46,"Mikko Salo",http://games.crossfit.com/athlete/151906,---,2013,,---,1,7,2013_07,--,,,
46,0,"Rich Froning",http://games.crossfit.com/athlete/11435,"1 (962)",2013,962,1,1,8,2013_08,3,90,"345.20 lb",345.2
47,1,"Jason Khalipa",http://games.crossfit.com/athlete/12485,"2 (890)",2013,890,2,1,8,2013_08,7,73,"335.10 lb",335.1
48,2,"Ben Smith",http://games.crossfit.com/athlete/43761,"3 (802)",2013,802,3,1,8,2013_08,4,85,"345.10 lb",345.1
49,3,"Scott Panchik",http://games.crossfit.com/athlete/34796,"4 (770)",2013,770,4,1,8,2013_08,5,80,"335.20 lb",335.2
50,4,"Garret Fisher",http://games.crossfit.com/athlete/21292,"5 (765)",2013,765,5,1,8,2013_08,7,73,"335.10 lb",335.1
51,5,"Marcus Hendren",http://games.crossfit.com/athlete/16421,"6 (742)",2013,742,6,1,8,2013_08,7,73,"335.10 lb",335.1
52,6,"Josh Bridges",http://games.crossfit.com/athlete/124483,"7 (729)",2013,729,7,1,8,2013_08,36,21,"305.10 lb",305.1
53,7,"Dan Bailey",http://games.crossfit.com/athlete/47661,"8 (667)",2013,667,8,1,8,2013_08,13,61,"325.20 lb",325.2
54,8,"Neal Maddox",http://games.crossfit.com/athlete/24156,"9 (663)",2013,663,9,1,8,2013_08,18,51,"325.10 lb",325.1
55,9,"ZA Anderson",http://games.crossfit.com/athlete/156719,"10 (646)",2013,646,10,1,8,2013_08,13,61,"325.20 lb",325.2
56,10,"Chad Mackay",http://games.crossfit.com/athlete/51041,"11 (645)",2013,645,11,1,8,2013_08,7,73,"335.10 lb",335.1
57,11,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"12 (640)",2013,640,12,1,8,2013_08,26,35,"315.10 lb",315.1
58,12,"Daniel Petro",http://games.crossfit.com/athlete/39754,"13 (629)",2013,629,13,1,8,2013_08,18,51,"325.10 lb",325.1
59,13,"Graham Holmberg",http://games.crossfit.com/athlete/163784,"14 (625)",2013,625,14,1,8,2013_08,18,51,"325.10 lb",325.1
60,14,"Frederik Aegidius",http://games.crossfit.com/athlete/18543,"15 (612)",2013,612,15,1,8,2013_08,24,39,"315.20 lb",315.2
61,15,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"16 (611)",2013,611,16,1,8,2013_08,18,51,"325.10 lb",325.1
62,16,"Justin Allen",http://games.crossfit.com/athlete/1819,"17 (607)",2013,607,17,1,8,2013_08,18,51,"325.10 lb",325.1
63,17,"Travis Mayer",http://games.crossfit.com/athlete/99039,"18 (602)",2013,602,18,1,8,2013_08,26,35,"315.10 lb",315.1
64,18,"Lucas Parker",http://games.crossfit.com/athlete/38209,"19 (595)",2013,595,19,1,8,2013_08,1,100,"355.10 lb",355.1
65,19,"Kyle Kasperbauer",http://games.crossfit.com/athlete/25569,"20 (591)",2013,591,20,1,8,2013_08,18,51,"325.10 lb",325.1
66,20,"Matt Chan",http://games.crossfit.com/athlete/17703,"21 (589)",2013,589,21,1,8,2013_08,13,61,"325.20 lb",325.2
67,21,"Roy Gamboa",http://games.crossfit.com/athlete/103415,"22 (584)",2013,584,22,1,8,2013_08,7,73,"335.10 lb",335.1
68,22,"Tyson Takasaki",http://games.crossfit.com/athlete/53824,"23 (573)",2013,573,23,1,8,2013_08,7,73,"335.10 lb",335.1
69,23,"Jordan Troyan",http://games.crossfit.com/athlete/4895,"24 (572)",2013,572,24,1,8,2013_08,43,14,"275.20 lb",275.2
70,24,"Lacee Kovacs",http://games.crossfit.com/athlete/32052,"25 (564)",2013,564,25,1,8,2013_08,34,23,"305.20 lb",305.2
71,25,"Simon Paquette",http://games.crossfit.com/athlete/19941,"26 (561)",2013,561,26,1,8,2013_08,36,21,"305.10 lb",305.1
72,26,"Aja Barto",http://games.crossfit.com/athlete/145925,"27 (552)",2013,552,27,1,8,2013_08,1,100,"355.1 lb",355.1
73,27,"Kenneth Leverich",http://games.crossfit.com/athlete/21343,"28 (547)",2013,547,28,1,8,2013_08,26,35,"315.10 lb",315.1
74,28,"Matt Hathcock",http://games.crossfit.com/athlete/4406,"29 (540)",2013,540,29,1,8,2013_08,5,80,"335.20 lb",335.2
75,29,"Mikko Aronpää",http://games.crossfit.com/athlete/10822,"30 (495)",2013,495,30,1,8,2013_08,26,35,"315.10 lb",315.1
76,30,"Bryan Miller",http://games.crossfit.com/athlete/5111,"31 (416)",2013,416,31,1,8,2013_08,26,35,"315.10 lb",315.1
77,31,"David Levey",http://games.crossfit.com/athlete/8743,"32 (388)",2013,388,32,1,8,2013_08,41,16,"285.20 lb",285.2
78,32,"Rob Forte",http://games.crossfit.com/athlete/7285,"33 (382)",2013,382,33,1,8,2013_08,38,19,"295.10 lb",295.1
79,33,"Daniel Tyminski",http://games.crossfit.com/athlete/5284,"34 (379)",2013,379,34,1,8,2013_08,26,35,"315.10 lb",315.1
80,34,"Wes Piatt",http://games.crossfit.com/athlete/5186,"35 (376)",2013,376,35,1,8,2013_08,24,39,"315.20 lb",315.2
81,35,"Alex Nettey",http://games.crossfit.com/athlete/25957,"36 (361)",2013,361,36,1,8,2013_08,41,16,"285.20 lb",285.2
82,36,"Marcus Filly",http://games.crossfit.com/athlete/13913,"37 (361)",2013,361,37,1,8,2013_08,26,35,"315.10 lb",315.1
83,37,"Gary Helmick",http://games.crossfit.com/athlete/44402,"38 (326)",2013,326,38,1,8,2013_08,38,19,"295.10 lb",295.1
84,38,"Eric Magee",http://games.crossfit.com/athlete/10917,"39 (309)",2013,309,39,1,8,2013_08,13,61,"325.20 lb",325.2
85,39,"Mike McGoldrick",http://games.crossfit.com/athlete/30018,"40 (296)",2013,296,40,1,8,2013_08,13,61,"325.20 lb",325.2
86,40,"Austin Malleolo",http://games.crossfit.com/athlete/10169,"41 (273)",2013,273,41,1,8,2013_08,26,35,"315.10 lb",315.1
87,41,"Zachary Forrest",http://games.crossfit.com/athlete/10593,"42 (248)",2013,248,42,1,8,2013_08,38,19,"295.10 lb",295.1
88,42,"Orlando Trejo",http://games.crossfit.com/athlete/42803,"43 (220)",2013,220,43,1,8,2013_08,34,23,"305.20 lb",305.2
89,43,"Ryan Swobody",http://games.crossfit.com/athlete/8797,"44 (182)",2013,182,44,1,8,2013_08,44,13,"275.10 lb",275.1
90,44,"Brandon Swan",http://games.crossfit.com/athlete/7314,"45 (192)",2013,192,45,1,8,2013_08,WD,,,
91,45,"Michael Mogard",http://games.crossfit.com/athlete/21658,"46 (159)",2013,159,46,1,8,2013_08,WD,,,
92,46,"Mikko Salo",http://games.crossfit.com/athlete/151906,---,2013,,---,1,8,2013_08,--,,,
46,0,"Rich Froning",http://games.crossfit.com/athlete/11435,"1 (962)",2013,962,1,1,9,2013_09,4,85,00:09:14.700,554.7
47,1,"Jason Khalipa",http://games.crossfit.com/athlete/12485,"2 (890)",2013,890,2,1,9,2013_09,9,69,00:09:50,590
48,2,"Ben Smith",http://games.crossfit.com/athlete/43761,"3 (802)",2013,802,3,1,9,2013_09,20,47,00:10:30.800,630.8
49,3,"Scott Panchik",http://games.crossfit.com/athlete/34796,"4 (770)",2013,770,4,1,9,2013_09,8,71,00:09:25.500,565.5
50,4,"Garret Fisher",http://games.crossfit.com/athlete/21292,"5 (765)",2013,765,5,1,9,2013_09,27,33,00:10:48.700,648.7
51,5,"Marcus Hendren",http://games.crossfit.com/athlete/16421,"6 (742)",2013,742,6,1,9,2013_09,13,61,00:10:09.700,609.7
52,6,"Josh Bridges",http://games.crossfit.com/athlete/124483,"7 (729)",2013,729,7,1,9,2013_09,1,100,00:08:33.800,513.8
53,7,"Dan Bailey",http://games.crossfit.com/athlete/47661,"8 (667)",2013,667,8,1,9,2013_09,7,73,00:09:24.400,564.4
54,8,"Neal Maddox",http://games.crossfit.com/athlete/24156,"9 (663)",2013,663,9,1,9,2013_09,10,67,00:09:51.300,591.3
55,9,"ZA Anderson",http://games.crossfit.com/athlete/156719,"10 (646)",2013,646,10,1,9,2013_09,39,18,00:12:02.200,722.2
56,10,"Chad Mackay",http://games.crossfit.com/athlete/51041,"11 (645)",2013,645,11,1,9,2013_09,36,21,00:11:51.400,711.4
57,11,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"12 (640)",2013,640,12,1,9,2013_09,24,39,00:10:37.900,637.9
58,12,"Daniel Petro",http://games.crossfit.com/athlete/39754,"13 (629)",2013,629,13,1,9,2013_09,4,85,00:09:14.700,554.7
59,13,"Graham Holmberg",http://games.crossfit.com/athlete/163784,"14 (625)",2013,625,14,1,9,2013_09,12,63,00:10:04.500,604.5
60,14,"Frederik Aegidius",http://games.crossfit.com/athlete/18543,"15 (612)",2013,612,15,1,9,2013_09,21,45,00:10:34.600,634.6
61,15,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"16 (611)",2013,611,16,1,9,2013_09,19,49,00:10:27.600,627.6
62,16,"Justin Allen",http://games.crossfit.com/athlete/1819,"17 (607)",2013,607,17,1,9,2013_09,22,43,00:10:36.500,636.5
63,17,"Travis Mayer",http://games.crossfit.com/athlete/99039,"18 (602)",2013,602,18,1,9,2013_09,33,24,00:11:10.600,670.6
64,18,"Lucas Parker",http://games.crossfit.com/athlete/38209,"19 (595)",2013,595,19,1,9,2013_09,43,14,00:12:39.500,759.5
65,19,"Kyle Kasperbauer",http://games.crossfit.com/athlete/25569,"20 (591)",2013,591,20,1,9,2013_09,18,51,00:10:27.100,627.1
66,20,"Matt Chan",http://games.crossfit.com/athlete/17703,"21 (589)",2013,589,21,1,9,2013_09,11,65,00:10:03.600,603.6
67,21,"Roy Gamboa",http://games.crossfit.com/athlete/103415,"22 (584)",2013,584,22,1,9,2013_09,31,26,00:10:57.500,657.5
68,22,"Tyson Takasaki",http://games.crossfit.com/athlete/53824,"23 (573)",2013,573,23,1,9,2013_09,23,41,00:10:37.400,637.4
69,23,"Jordan Troyan",http://games.crossfit.com/athlete/4895,"24 (572)",2013,572,24,1,9,2013_09,32,25,00:11:00.600,660.6
70,24,"Lacee Kovacs",http://games.crossfit.com/athlete/32052,"25 (564)",2013,564,25,1,9,2013_09,2,95,00:09:10.400,550.4
71,25,"Simon Paquette",http://games.crossfit.com/athlete/19941,"26 (561)",2013,561,26,1,9,2013_09,16,55,00:10:20.500,620.5
72,26,"Aja Barto",http://games.crossfit.com/athlete/145925,"27 (552)",2013,552,27,1,9,2013_09,44,13,00:13:27.700,807.7
73,27,"Kenneth Leverich",http://games.crossfit.com/athlete/21343,"28 (547)",2013,547,28,1,9,2013_09,34,23,00:11:10.900,670.9
74,28,"Matt Hathcock",http://games.crossfit.com/athlete/4406,"29 (540)",2013,540,29,1,9,2013_09,26,35,00:10:48.100,648.1
75,29,"Mikko Aronpää",http://games.crossfit.com/athlete/10822,"30 (495)",2013,495,30,1,9,2013_09,15,57,00:10:16.200,616.2
76,30,"Bryan Miller",http://games.crossfit.com/athlete/5111,"31 (416)",2013,416,31,1,9,2013_09,6,75,00:09:17.200,557.2
77,31,"David Levey",http://games.crossfit.com/athlete/8743,"32 (388)",2013,388,32,1,9,2013_09,37,20,00:11:52.600,712.6
78,32,"Rob Forte",http://games.crossfit.com/athlete/7285,"33 (382)",2013,382,33,1,9,2013_09,25,37,00:10:46.700,646.7
79,33,"Daniel Tyminski",http://games.crossfit.com/athlete/5284,"34 (379)",2013,379,34,1,9,2013_09,3,90,00:09:12.500,552.5
80,34,"Wes Piatt",http://games.crossfit.com/athlete/5186,"35 (376)",2013,376,35,1,9,2013_09,42,15,00:12:29.400,749.4
81,35,"Alex Nettey",http://games.crossfit.com/athlete/25957,"36 (361)",2013,361,36,1,9,2013_09,14,59,00:10:12.700,612.7
82,36,"Marcus Filly",http://games.crossfit.com/athlete/13913,"37 (361)",2013,361,37,1,9,2013_09,29,29,00:10:54.200,654.2
83,37,"Gary Helmick",http://games.crossfit.com/athlete/44402,"38 (326)",2013,326,38,1,9,2013_09,38,19,00:11:53.900,713.9
84,38,"Eric Magee",http://games.crossfit.com/athlete/10917,"39 (309)",2013,309,39,1,9,2013_09,40,17,00:12:02.600,722.6
85,39,"Mike McGoldrick",http://games.crossfit.com/athlete/30018,"40 (296)",2013,296,40,1,9,2013_09,41,16,00:12:24,744
86,40,"Austin Malleolo",http://games.crossfit.com/athlete/10169,"41 (273)",2013,273,41,1,9,2013_09,30,27,00:10:55.900,655.9
87,41,"Zachary Forrest",http://games.crossfit.com/athlete/10593,"42 (248)",2013,248,42,1,9,2013_09,17,53,00:10:26.600,626.6
88,42,"Orlando Trejo",http://games.crossfit.com/athlete/42803,"43 (220)",2013,220,43,1,9,2013_09,35,22,00:11:16.200,676.2
89,43,"Ryan Swobody",http://games.crossfit.com/athlete/8797,"44 (182)",2013,182,44,1,9,2013_09,28,31,00:10:54.100,654.1
90,44,"Brandon Swan",http://games.crossfit.com/athlete/7314,"45 (192)",2013,192,45,1,9,2013_09,WD,,,
91,45,"Michael Mogard",http://games.crossfit.com/athlete/21658,"46 (159)",2013,159,46,1,9,2013_09,WD,,,
92,46,"Mikko Salo",http://games.crossfit.com/athlete/151906,---,2013,,---,1,9,2013_09,--,,,
46,0,"Rich Froning",http://games.crossfit.com/athlete/11435,"1 (962)",2013,962,1,1,10,2013_10,1,100,00:02:28.300,148.3
47,1,"Jason Khalipa",http://games.crossfit.com/athlete/12485,"2 (890)",2013,890,2,1,10,2013_10,4,85,00:02:37.400,157.4
48,2,"Ben Smith",http://games.crossfit.com/athlete/43761,"3 (802)",2013,802,3,1,10,2013_10,16,55,00:03:04,184
49,3,"Scott Panchik",http://games.crossfit.com/athlete/34796,"4 (770)",2013,770,4,1,10,2013_10,9,69,00:02:55,175
50,4,"Garret Fisher",http://games.crossfit.com/athlete/21292,"5 (765)",2013,765,5,1,10,2013_10,18,51,00:03:11.400,191.4
51,5,"Marcus Hendren",http://games.crossfit.com/athlete/16421,"6 (742)",2013,742,6,1,10,2013_10,26,35,00:03:23.700,203.7
52,6,"Josh Bridges",http://games.crossfit.com/athlete/124483,"7 (729)",2013,729,7,1,10,2013_10,19,49,00:03:11.600,191.6
53,7,"Dan Bailey",http://games.crossfit.com/athlete/47661,"8 (667)",2013,667,8,1,10,2013_10,2,95,00:02:30,150
54,8,"Neal Maddox",http://games.crossfit.com/athlete/24156,"9 (663)",2013,663,9,1,10,2013_10,10,67,00:02:55.400,175.4
55,9,"ZA Anderson",http://games.crossfit.com/athlete/156719,"10 (646)",2013,646,10,1,10,2013_10,3,90,00:02:33.600,153.6
56,10,"Chad Mackay",http://games.crossfit.com/athlete/51041,"11 (645)",2013,645,11,1,10,2013_10,6,75,00:02:49.400,169.4
57,11,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"12 (640)",2013,640,12,1,10,2013_10,21,45,00:03:12.800,192.8
58,12,"Daniel Petro",http://games.crossfit.com/athlete/39754,"13 (629)",2013,629,13,1,10,2013_10,41,16,00:03:56.600,236.6
59,13,"Graham Holmberg",http://games.crossfit.com/athlete/163784,"14 (625)",2013,625,14,1,10,2013_10,7,73,00:02:50.100,170.1
60,14,"Frederik Aegidius",http://games.crossfit.com/athlete/18543,"15 (612)",2013,612,15,1,10,2013_10,17,53,00:03:06.800,186.8
61,15,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"16 (611)",2013,611,16,1,10,2013_10,28,31,00:03:26.800,206.8
62,16,"Justin Allen",http://games.crossfit.com/athlete/1819,"17 (607)",2013,607,17,1,10,2013_10,30,27,00:03:28.900,208.9
63,17,"Travis Mayer",http://games.crossfit.com/athlete/99039,"18 (602)",2013,602,18,1,10,2013_10,22,43,00:03:12.900,192.9
64,18,"Lucas Parker",http://games.crossfit.com/athlete/38209,"19 (595)",2013,595,19,1,10,2013_10,8,71,00:02:52.800,172.8
65,19,"Kyle Kasperbauer",http://games.crossfit.com/athlete/25569,"20 (591)",2013,591,20,1,10,2013_10,25,37,00:03:23.300,203.3
66,20,"Matt Chan",http://games.crossfit.com/athlete/17703,"21 (589)",2013,589,21,1,10,2013_10,14,59,00:03:03.500,183.5
67,21,"Roy Gamboa",http://games.crossfit.com/athlete/103415,"22 (584)",2013,584,22,1,10,2013_10,15,57,00:03:03.600,183.6
68,22,"Tyson Takasaki",http://games.crossfit.com/athlete/53824,"23 (573)",2013,573,23,1,10,2013_10,5,80,00:02:41.100,161.1
69,23,"Jordan Troyan",http://games.crossfit.com/athlete/4895,"24 (572)",2013,572,24,1,10,2013_10,38,19,00:03:45.100,225.1
70,24,"Lacee Kovacs",http://games.crossfit.com/athlete/32052,"25 (564)",2013,564,25,1,10,2013_10,23,41,00:03:17.400,197.4
71,25,"Simon Paquette",http://games.crossfit.com/athlete/19941,"26 (561)",2013,561,26,1,10,2013_10,35,22,00:03:42.700,222.7
72,26,"Aja Barto",http://games.crossfit.com/athlete/145925,"27 (552)",2013,552,27,1,10,2013_10,13,61,00:03:00.300,180.3
73,27,"Kenneth Leverich",http://games.crossfit.com/athlete/21343,"28 (547)",2013,547,28,1,10,2013_10,11,65,00:02:59.900,179.9
74,28,"Matt Hathcock",http://games.crossfit.com/athlete/4406,"29 (540)",2013,540,29,1,10,2013_10,20,47,00:03:12.300,192.3
75,29,"Mikko Aronpää",http://games.crossfit.com/athlete/10822,"30 (495)",2013,495,30,1,10,2013_10,12,63,00:03:00.100,180.1
76,30,"Bryan Miller",http://games.crossfit.com/athlete/5111,"31 (416)",2013,416,31,1,10,2013_10,36,21,00:03:42.800,222.8
77,31,"David Levey",http://games.crossfit.com/athlete/8743,"32 (388)",2013,388,32,1,10,2013_10,44,13,00:04:21.300,261.3
78,32,"Rob Forte",http://games.crossfit.com/athlete/7285,"33 (382)",2013,382,33,1,10,2013_10,31,26,00:03:37.200,217.2
79,33,"Daniel Tyminski",http://games.crossfit.com/athlete/5284,"34 (379)",2013,379,34,1,10,2013_10,24,39,00:03:20.800,200.8
80,34,"Wes Piatt",http://games.crossfit.com/athlete/5186,"35 (376)",2013,376,35,1,10,2013_10,37,20,00:03:44.400,224.4
81,35,"Alex Nettey",http://games.crossfit.com/athlete/25957,"36 (361)",2013,361,36,1,10,2013_10,34,23,00:03:42.100,222.1
82,36,"Marcus Filly",http://games.crossfit.com/athlete/13913,"37 (361)",2013,361,37,1,10,2013_10,33,24,00:03:39.300,219.3
83,37,"Gary Helmick",http://games.crossfit.com/athlete/44402,"38 (326)",2013,326,38,1,10,2013_10,42,15,00:04:03.700,243.7
84,38,"Eric Magee",http://games.crossfit.com/athlete/10917,"39 (309)",2013,309,39,1,10,2013_10,32,25,00:03:37.500,217.5
85,39,"Mike McGoldrick",http://games.crossfit.com/athlete/30018,"40 (296)",2013,296,40,1,10,2013_10,27,33,00:03:26.700,206.7
86,40,"Austin Malleolo",http://games.crossfit.com/athlete/10169,"41 (273)",2013,273,41,1,10,2013_10,39,18,00:03:45.900,225.9
87,41,"Zachary Forrest",http://games.crossfit.com/athlete/10593,"42 (248)",2013,248,42,1,10,2013_10,40,17,00:03:47.700,227.7
88,42,"Orlando Trejo",http://games.crossfit.com/athlete/42803,"43 (220)",2013,220,43,1,10,2013_10,29,29,00:03:28,208
89,43,"Ryan Swobody",http://games.crossfit.com/athlete/8797,"44 (182)",2013,182,44,1,10,2013_10,43,14,00:04:19.100,259.1
90,44,"Brandon Swan",http://games.crossfit.com/athlete/7314,"45 (192)",2013,192,45,1,10,2013_10,WD,,,
91,45,"Michael Mogard",http://games.crossfit.com/athlete/21658,"46 (159)",2013,159,46,1,10,2013_10,WD,,,
92,46,"Mikko Salo",http://games.crossfit.com/athlete/151906,---,2013,,---,1,10,2013_10,--,,,
46,0,"Rich Froning",http://games.crossfit.com/athlete/11435,"1 (962)",2013,962,1,1,11,2013_11,1,100,00:04:05.700,245.7
47,1,"Jason Khalipa",http://games.crossfit.com/athlete/12485,"2 (890)",2013,890,2,1,11,2013_11,6,75,00:05:04.200,304.2
48,2,"Ben Smith",http://games.crossfit.com/athlete/43761,"3 (802)",2013,802,3,1,11,2013_11,2,95,00:04:17.300,257.3
49,3,"Scott Panchik",http://games.crossfit.com/athlete/34796,"4 (770)",2013,770,4,1,11,2013_11,3,90,00:04:25.500,265.5
50,4,"Garret Fisher",http://games.crossfit.com/athlete/21292,"5 (765)",2013,765,5,1,11,2013_11,11,65,00:05:40.200,340.2
51,5,"Marcus Hendren",http://games.crossfit.com/athlete/16421,"6 (742)",2013,742,6,1,11,2013_11,7,73,00:05:17.900,317.9
52,6,"Josh Bridges",http://games.crossfit.com/athlete/124483,"7 (729)",2013,729,7,1,11,2013_11,28,31,00:07:14,434
53,7,"Dan Bailey",http://games.crossfit.com/athlete/47661,"8 (667)",2013,667,8,1,11,2013_11,10,67,00:05:29.200,329.2
54,8,"Neal Maddox",http://games.crossfit.com/athlete/24156,"9 (663)",2013,663,9,1,11,2013_11,8,71,00:05:19.300,319.3
55,9,"ZA Anderson",http://games.crossfit.com/athlete/156719,"10 (646)",2013,646,10,1,11,2013_11,19,49,00:06:38.400,398.4
56,10,"Chad Mackay",http://games.crossfit.com/athlete/51041,"11 (645)",2013,645,11,1,11,2013_11,21,45,00:07:02,422
57,11,"Albert-Dominic Larouche",http://games.crossfit.com/athlete/49510,"12 (640)",2013,640,12,1,11,2013_11,17,53,00:06:16.800,376.8
58,12,"Daniel Petro",http://games.crossfit.com/athlete/39754,"13 (629)",2013,629,13,1,11,2013_11,20,47,00:06:51.800,411.8
59,13,"Graham Holmberg",http://games.crossfit.com/athlete/163784,"14 (625)",2013,625,14,1,11,2013_11,5,80,00:04:45.900,285.9
60,14,"Frederik Aegidius",http://games.crossfit.com/athlete/18543,"15 (612)",2013,612,15,1,11,2013_11,12,63,00:05:55.400,355.4
61,15,"Ben Stoneberg",http://games.crossfit.com/athlete/30740,"16 (611)",2013,611,16,1,11,2013_11,9,69,00:05:27.100,327.1
62,16,"Justin Allen",http://games.crossfit.com/athlete/1819,"17 (607)",2013,607,17,1,11,2013_11,21,45,00:07:02,422
63,17,"Travis Mayer",http://games.crossfit.com/athlete/99039,"18 (602)",2013,602,18,1,11,2013_11,13,61,00:05:58.400,358.4
64,18,"Lucas Parker",http://games.crossfit.com/athlete/38209,"19 (595)",2013,595,19,1,11,2013_11,4,85,00:04:29.900,269.9
65,19,"Kyle Kasperbauer",http://games.crossfit.com/athlete/25569,"20 (591)",2013,591,20,1,11,2013_11,16,55,00:06:12.800,372.8
66,20,"Matt Chan",http://games.crossfit.com/athlete/17703,"21 (589)",2013,589,21,1,11,2013_11,14,59,00:06:01,361
67,21,"Roy Gamboa",http://games.crossfit.com/athlete/103415,"22 (584)",2013,584,22,1,11,2013_11,21,45,00:07:02,422
68,22,"Tyson Takasaki",http://games.crossfit.com/athlete/53824,"23 (573)",2013,573,23,1,11,2013_11,18,51,00:06:30.100,390.1
69,23,"Jordan Troyan",http://games.crossfit.com/athlete/4895,"24 (572)",2013,572,24,1,11,2013_11,30,27,00:07:28,448
70,24,"Lacee Kovacs",http://games.crossfit.com/athlete/32052,"25 (564)",2013,564,25,1,11,2013_11,15,57,00:06:04.800,364.8
71,25,"Simon Paquette",http://games.crossfit.com/athlete/19941,"26 (561)",2013,561,26,1,11,2013_11,26,35,00:07:08,428
72,26,"Aja Barto",http://games.crossfit.com/athlete/145925,"27 (552)",2013,552,27,1,11,2013_11,21,45,00:07:02,422
73,27,"Kenneth Leverich",http://games.crossfit.com/athlete/21343,"28 (547)",2013,547,28,1,11,2013_11,21,45,00:07:02,422
74,28,"Matt Hathcock",http://games.crossfit.com/athlete/4406,"29 (540)",2013,540,29,1,11,2013_11,27,33,00:07:13,433
75,29,"Mikko Aronpää",http://games.crossfit.com/athlete/10822,"30 (495)",2013,495,30,1,11,2013_11,28,31,00:07:14,434
76,30,"Bryan Miller",http://games.crossfit.com/athlete/5111,"31 (416)",2013,416,31,1,11,2013_11,CUT,,,
77,31,"David Levey",http://games.crossfit.com/athlete/8743,"32 (388)",2013,388,32,1,11,2013_11,CUT,,,
78,32,"Rob Forte",http://games.crossfit.com/athlete/7285,"33 (382)",2013,382,33,1,11,2013_11,CUT,,,
