,Unnamed: 0,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
1322,22,27,Phillip Guillot,http://games.crossfit.com/athlete/137942,1,70.0,23 (213),0,14,202 lb,80 (278),16 (424),43 (121),47 (254),27 (09:08),16,Team Louisiana,CrossFit NOLA,2:22,8:13,1:32,17:45,414,--,--,345 lb,270 lb,480 lb,420 lb,--
1323,23,24,Justin Murphy,http://games.crossfit.com/athlete/237569,1,71.0,24 (214),0,14,185 lb,16 (301),22 (423),130 (115),34 (258),12 (08:46),16,CrossFit Strong,CrossFit Strong,2:10,--,--,--,--,0:55,20:07,335 lb,265 lb,500 lb,500 lb,65
1324,24,25,Cody Spell,http://games.crossfit.com/athlete/3516,1,72.0,24 (214),0,14,190 lb,14 (304),61 (344),61 (118),20 (266),58 (09:42),16,Hurricane CrossFit,Hurricane CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1325,25,26,Dusty Flores,http://games.crossfit.com/athlete/72220,1,68.0,26 (236),0,14,178 lb,52 (287),23 (423),25 (125),134 (238),2 (08:14),16,Pillar CrossFit,Pillar CrossFit,2:05,7:35,1:29,0:00,--,1:00,19:00,315 lb,260 lb,460 lb,455 lb,60
1326,26,25,Rowdy Hurst,http://games.crossfit.com/athlete/217167,1,72.0,27 (239),0,14,189 lb,2 (325),89 (342),46 (120),62 (250),40 (09:23),16,CrossFit Waco,CrossFit Waco,--,--,--,--,--,--,--,--,--,--,--,--
1327,27,22,Cameron Knight,http://games.crossfit.com/athlete/283551,1,68.0,28 (241),0,14,175 lb,46 (289),33 (347),90 (116),25 (263),47 (09:30),16,Rock It CrossFit,Rock It CrossFit,--,--,1:48,--,--,--,--,325 lb,245 lb,585 lb,460 lb,52
1328,28,23,Diego Flores,http://games.crossfit.com/athlete/117979,1,67.0,29 (243),0,14,168 lb,53 (286),72 (343),45 (120),51 (254),22 (08:55),16,Pillar CrossFit,Pillar CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1329,29,22,Reid Howells,http://games.crossfit.com/athlete/154743,1,66.0,30 (259),0,14,180 lb,72 (284),44 (346),65 (117),44 (255),34 (09:16),16,CrossFit Heath,CrossFit Heath,2:02,--,1:31,--,--,--,20:33,340 lb,265 lb,555 lb,475 lb,60
1330,30,22,Tucker McLemore,http://games.crossfit.com/athlete/113791,1,70.0,31 (287),0,14,188 lb,19 (299),140 (340),32 (123),39 (255),57 (09:40),16,CrossFit Argyle,CrossFit Argyle,2:47,--,1:57,17:36,413,1:01,--,285 lb,205 lb,455 lb,400 lb,--
1331,31,25,Luke Kruckemeyer,http://games.crossfit.com/athlete/154264,1,72.0,32 (302),0,14,206 lb,139 (268),13 (424),22 (125),17 (267),111 (10:15),16,Woodward CrossFit,Woodward CrossFit,2:26,--,--,--,435,--,--,360 lb,290 lb,600 lb,450 lb,50
1332,32,28,Aaron Hyatt,http://games.crossfit.com/athlete/11785,1,73.0,33 (305),0,14,205 lb,96 (274),34 (347),82 (116),41 (255),52 (09:38),16,CrossFit NOLA 504,CrossFit Nola 504,2:36,8:08,1:55,0:00,--,1:01,19:46,345 lb,285 lb,525 lb,455 lb,55
1333,33,24,Joshua Swann,http://games.crossfit.com/athlete/96472,1,66.0,34 (309),0,14,175 lb,30 (294),142 (340),73 (117),28 (261),36 (09:17),16,CrossFit Nac,CrossFit Nac,0:00,0:00,0:00,0:00,0,0:00,0:00,315 lb,245 lb,465 lb,450 lb,0
1334,34,22,Brandon Sanchez,http://games.crossfit.com/athlete/357033,1,66.0,35 (318),0,14,160 lb,144 (267),20 (423),114 (115),36 (257),4 (08:20),16,,CrossFit Lethal,2:06,--,2:05,--,--,1:00,--,325 lb,240 lb,455 lb,405 lb,66
1335,35,25,Justin Adams,http://games.crossfit.com/athlete/2720,1,68.0,36 (323),0,14,180 lb,17 (300),103 (342),83 (116),106 (242),14 (08:51),16,Woodward CrossFit,Woodward CrossFit,2:06,7:29,1:26,16:28,461,0:58,21:42,320 lb,245 lb,475 lb,405 lb,80
1336,36,34,Justin King,http://games.crossfit.com/athlete/267872,1,69.0,37 (334),0,14,215 lb,24 (297),24 (423),142 (114),104 (242),40 (09:23),16,Slingin Iron CrossFit,Slingin Iron CrossFit,2:03,--,1:27,--,--,--,--,365 lb,300 lb,535 lb,515 lb,47
1337,37,21,Brandon Luckett,http://games.crossfit.com/athlete/308651,1,73.0,38 (341),0,14,197 lb,50 (288),57 (344),146 (114),33 (259),55 (09:39),16,RSCF,Red Stick CrossFit,2:36,7:28,--,--,--,--,--,315 lb,260 lb,445 lb,375 lb,--
1338,38,21,Devon Hoelscher,http://games.crossfit.com/athlete/261488,1,68.0,39 (348),0,14,170 lb,72 (284),74 (343),40 (121),107 (242),55 (09:39),16,T Bone CrossFit,T Bone CrossFit,2:46,--,2:26,--,--,--,26:00,265 lb,210 lb,455 lb,375 lb,47
1339,39,25,Jake Pinchback,http://games.crossfit.com/athlete/260994,1,68.0,39 (348),0,14,168 lb,42 (290),73 (343),77 (116),76 (248),80 (09:55),16,CrossFit Tall City,CrossFit Tall City,2:20,--,2:12,--,--,0:56,18:46,285 lb,245 lb,475 lb,405 lb,53
1340,40,40,Kenny Ochoa,http://games.crossfit.com/athlete/8622,1,66.0,41 (350),0,14,170 lb,90 (275),93 (342),49 (120),60 (251),58 (09:42),16,C4 CrossFit,C4 CrossFit,2:11,0:00,1:40,0:00,--,0:57,0:00,305 lb,235 lb,455 lb,435 lb,70
1341,41,29,Dane Dekerlegand,http://games.crossfit.com/athlete/277837,1,66.0,42 (352),0,14,165 lb,23 (298),56 (344),182 (114),82 (247),9 (08:40),16,CrossFit Breaux Bridge,CrossFit Breaux Bridge,--,--,--,--,--,--,--,--,--,--,--,--
1342,42,28,David Barnett,http://games.crossfit.com/athlete/20642,1,72.0,43 (354),0,14,195 lb,119 (272),91 (342),24 (125),70 (248),50 (09:36),16,CrossFit Lubbock,CrossFit Lubbock,2:32,6:46,1:55,0:00,303,1:04,24:22,320 lb,255 lb,460 lb,430 lb,41
1343,43,28,Braden Rubey,http://games.crossfit.com/athlete/15381,1,68.0,44 (377),0,14,180 lb,53 (286),41 (346),35 (123),59 (251),189 (10:47),16,CrossFit Argyle,CrossFit Argyle,2:12,0:00,1:48,0:00,--,0:00,0:00,305 lb,275 lb,550 lb,500 lb,62
1344,44,30,Mark Stewart,http://games.crossfit.com/athlete/16414,1,73.0,45 (378),0,14,208 lb,42 (290),86 (343),41 (121),53 (253),156 (10:37),16,Hurricane CrossFit,Hurricane CrossFit,2:27,8:04,1:24,0:00,488,1:05,21:42,350 lb,265 lb,535 lb,475 lb,35
1345,45,33,Chase Ingraham,http://games.crossfit.com/athlete/11586,1,74.0,46 (397),0,14,205 lb,96 (274),130 (341),46 (120),49 (254),76 (09:53),16,CrossFit Big D,CrossFit Big D,2:24,6:59,1:37,17:29,415,0:58,17:54,295 lb,245 lb,435 lb,385 lb,55
1346,46,24,Corey Bartkowiak,http://games.crossfit.com/athlete/662820,1,,47 (400),0,14,--,53 (286),70 (344),116 (115),128 (240),33 (09:14),16,Strong Body CrossFit,Strong Body CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1347,47,21,Ruben Martinez,http://games.crossfit.com/athlete/94257,1,70.0,48 (412),0,14,175 lb,27 (296),29 (411),87 (116),158 (235),111 (10:15),16,Contender CrossFit,Contender CrossFit,2:35,7:52,2:24,--,--,1:07,22:23,345 lb,270 lb,410 lb,415 lb,60
1348,48,27,Matt Sidwell,http://games.crossfit.com/athlete/106235,1,,49 (420),0,14,188 lb,101 (273),47 (345),108 (115),95 (245),69 (09:50),16,CrossFit Strong,CrossFit Strong,2:12,7:02,--,--,--,1:08,--,350 lb,285 lb,515 lb,485 lb,58
1349,49,26,Richard Andrews,http://games.crossfit.com/athlete/13462,1,67.0,50 (426),0,14,174 lb,53 (286),60 (344),172 (114),13 (271),128 (10:25),16,,Bayway CrossFit,2:07,7:41,1:47,0:00,393,0:00,21:13,330 lb,265 lb,455 lb,420 lb,68
1350,50,27,Devon Brack,http://games.crossfit.com/athlete/140229,1,68.0,50 (426),0,14,160 lb,86 (276),118 (341),61 (118),119 (241),42 (09:24),16,,CrossFit Beaumont,2:14,7:17,1:48,18:40,413,1:00,19:46,315 lb,235 lb,435 lb,385 lb,49
1351,51,25,Jordy Gremillion,http://games.crossfit.com/athlete/91379,1,67.0,52 (437),0,14,170 lb,80 (278),87 (343),94 (116),77 (248),99 (10:06),16,,CrossFit St. Landry,2:12,--,--,--,333,--,--,325 lb,260 lb,485 lb,425 lb,49
1352,52,34,Cole Marshburn,http://games.crossfit.com/athlete/137697,1,72.0,53 (440),0,14,198 lb,171 (265),66 (344),130 (115),15 (269),58 (09:42),16,Crossfit PRx,CrossFit PRX,2:24,--,1:37,--,--,--,--,325 lb,255 lb,540 lb,425 lb,60
1353,53,24,Grant Belrose,http://games.crossfit.com/athlete/455050,1,,54 (444),0,14,190 lb,101 (273),124 (341),60 (118),7 (276),152 (10:35),16,,936 CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1354,54,36,Vernard Jenkins,http://games.crossfit.com/athlete/133662,1,69.0,55 (449),0,14,220 lb,36 (291),26 (423),101 (116),184 (231),102 (10:07),16,,,2:17,9:21,1:50,--,--,1:29,--,315 lb,250 lb,655 lb,525 lb,--
1355,55,28,Alex Baronich,http://games.crossfit.com/athlete/109207,1,67.0,56 (458),0,14,177 lb,101 (273),4 (428),55 (119),284 (217),14 (08:51),16,RSCF,Red Stick CrossFit,0:00,--,0:00,--,--,0:00,0:00,0 lb,0 lb,--,0 lb,--
1356,56,27,Ryan Franza,http://games.crossfit.com/athlete/135973,1,71.0,57 (463),0,14,187 lb,180 (264),37 (346),116 (115),31 (260),99 (10:06),16,CrossFit Rowlett,CrossFit Rowlett,2:46,--,1:39,--,--,--,--,290 lb,220 lb,460 lb,400 lb,--
1357,57,22,Anthony Abeel,http://games.crossfit.com/athlete/6610,1,72.0,58 (469),0,14,190 lb,75 (283),77 (343),150 (114),46 (254),121 (10:22),16,Get Lifted,Get Lifted CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1358,58,34,Landan Webster,http://games.crossfit.com/athlete/45544,1,73.0,59 (471),0,14,205 lb,31 (293),105 (342),44 (120),183 (231),108 (10:13),16,Crossfit Dallas Central,CrossFit Dallas Central,2:36,7:31,2:13,22:17,0,0:58,21:00,308 lb,264 lb,440 lb,405 lb,45
1359,59,29,Andy Aragon,http://games.crossfit.com/athlete/130383,1,70.0,60 (475),0,14,180 lb,129 (270),138 (340),77 (116),65 (250),66 (09:46),16,Woodward CrossFit,Woodward CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1360,60,26,Eric Rodriguez,http://games.crossfit.com/athlete/288329,1,60.0,61 (482),0,14,165 lb,36 (291),190 (339),142 (114),48 (254),66 (09:46),16,Lonestar Crossfit,LoneStar CrossFit,3:44,--,--,--,--,--,--,265 lb,195 lb,475 lb,405 lb,--
1361,61,33,Jesse Haines,http://games.crossfit.com/athlete/774190,1,69.0,62 (484),0,14,190 lb,53 (286),147 (340),11 (128),117 (241),156 (10:37),16,CrossFit Heath,CrossFit Heath,2:21,7:27,1:21,--,--,--,--,300 lb,240 lb,505 lb,375 lb,60
1362,62,25,Christian Ruiz,http://games.crossfit.com/athlete/178825,1,70.0,62 (484),0,14,189 lb,84 (277),125 (341),87 (116),19 (266),169 (10:40),16,Finish Strong CrossFit,Finish Strong CrossFit,2:28,7:20,1:41,--,433,--,21:10,275 lb,225 lb,495 lb,335 lb,45
1363,63,22,Josh Hacker,http://games.crossfit.com/athlete/842717,1,,62 (484),0,14,--,101 (273),62 (344),65 (117),127 (240),129 (10:26),16,CrossFit Conroe,CrossFit Conroe,--,--,--,--,--,--,--,--,--,--,--,--
1364,64,27,Max Scuorzo,http://games.crossfit.com/athlete/67678,1,69.0,65 (499),0,14,183 lb,53 (286),213 (339),123 (115),82 (247),28 (09:09),16,Team Cityside,Cityside CrossFit,2:17,0:00,0:00,0:00,455,1:01,20:00,280 lb,235 lb,455 lb,405 lb,41
1365,65,19,Richard Berreth,http://games.crossfit.com/athlete/362662,1,67.0,66 (500),0,14,175 lb,119 (272),92 (342),156 (114),86 (247),47 (09:30),16,CrossFit Argyle,CrossFit Argyle,2:38,8:01,1:55,--,--,1:10,22:38,305 lb,235 lb,455 lb,450 lb,53
1366,66,23,Devin Wilson,http://games.crossfit.com/athlete/311903,1,71.0,67 (501),0,14,207 lb,200 (262),105 (342),123 (115),24 (264),49 (09:33),16,CrossFit Big D,CrossFit Big D,0:00,--,--,--,--,--,--,325 lb,255 lb,545 lb,435 lb,--
1367,67,30,Brandon Brasseaux,http://games.crossfit.com/athlete/496106,1,71.0,68 (504),0,14,212 lb,129 (270),53 (345),81 (116),202 (228),39 (09:22),16,,CrossFit Mid-County,2:14,--,1:26,--,--,--,--,335 lb,255 lb,485 lb,495 lb,50
1368,68,26,Seth Prochaska,http://games.crossfit.com/athlete/11941,1,70.0,69 (517),0,14,182 lb,36 (291),42 (346),217 (111),101 (243),121 (10:22),16,CrossFit Cedar Park,CrossFit Cedar Park,2:01,0:00,1:35,0:00,439,0:58,20:13,365 lb,285 lb,585 lb,525 lb,52
1369,69,27,Blake Aulds,http://games.crossfit.com/athlete/38467,1,70.0,70 (533),0,14,175 lb,36 (291),117 (341),90 (116),121 (240),169 (10:40),16,#TeamDensity,CrossFit OverTake,2:07,0:00,2:09,0:00,404,1:00,0:00,145 kg,122 kg,455 lb,370 lb,60
1370,70,24,Robert Wagner,http://games.crossfit.com/athlete/290288,1,69.0,71 (535),0,14,180 lb,24 (297),185 (339),197 (113),56 (252),73 (09:51),16,Skyline CrossFit,Skyline CrossFit,--,7:15,--,--,--,--,16:37,0 lb,0 lb,--,0 lb,--
1371,71,39,Dustin Owen,http://games.crossfit.com/athlete/346991,1,,72 (540),0,14,180 lb,24 (297),79 (343),23 (125),389 (211),25 (09:02),16,380,CrossFit .380 South,--,--,--,--,--,--,--,--,--,--,--,--
1372,72,26,Cameron Wolfe,http://games.crossfit.com/athlete/419323,1,67.0,73 (541),0,14,170 lb,96 (274),135 (340),30 (124),164 (233),116 (10:17),16,,Beltway CrossFit,2:14,7:38,--,19:57,424,--,19:38,300 lb,240 lb,465 lb,405 lb,60
1373,73,22,Matt Jones,http://games.crossfit.com/athlete/791425,1,,74 (546),0,14,--,101 (273),58 (344),123 (115),247 (220),17 (08:52),16,CrossFit Aggieland,CrossFit Aggieland,--,--,--,--,--,--,--,--,--,--,--,--
1374,74,34,Jeff Germond,http://games.crossfit.com/athlete/9193,1,68.0,75 (565),0,14,193 lb,204 (261),111 (342),21 (126),79 (247),150 (10:34),16,Team Louisiana,CrossFit NOLA,2:21,8:15,1:42,18:09,401,1:05,21:56,325 lb,260 lb,465 lb,430 lb,50
1375,75,24,Justin Dewing,http://games.crossfit.com/athlete/195273,1,71.0,76 (576),0,14,190 lb,210 (260),59 (344),86 (116),100 (243),121 (10:22),16,Rock It CrossFit,Rock It CrossFit,2:32,--,--,--,365,--,19:11,295 lb,250 lb,475 lb,415 lb,--
1376,76,32,Jason Armendariz,http://games.crossfit.com/athlete/29265,1,70.0,77 (579),0,14,178 lb,84 (277),64 (344),217 (111),122 (240),92 (10:01),16,Get Lifted,Get Lifted CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1377,77,24,John Luckett,http://games.crossfit.com/athlete/156448,1,71.0,78 (599),0,14,205 lb,210 (260),85 (343),58 (119),99 (243),147 (10:31),16,CrossFit NOLA 504,CrossFit Nola 504,2:59,--,2:50,--,--,--,--,335 lb,260 lb,460 lb,430 lb,30
1378,78,24,Chad Becnel,http://games.crossfit.com/athlete/95829,1,67.0,79 (610),0,14,158 lb,189 (263),94 (342),28 (124),85 (247),214 (10:57),16,Team Louisiana,CrossFit NOLA,3:00,8:00,3:00,--,--,0:59,21:00,275 lb,225 lb,450 lb,385 lb,60
1379,79,19,Josh Godinez,http://games.crossfit.com/athlete/124548,1,68.0,80 (620),0,14,164 lb,46 (289),160 (340),209 (112),61 (251),144 (10:30),16,College Station CrossFit,College Station CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1380,80,24,Connor McDonald,http://games.crossfit.com/athlete/422268,1,71.0,81 (633),0,14,185 lb,19 (299),208 (339),209 (112),108 (242),89 (09:59),16,NorBeau CrossFit,NorBeau CrossFit,2:27,7:58,1:53,19:44,403,--,20:46,280 lb,215 lb,455 lb,345 lb,56
1381,81,23,Scott Tetlow,http://games.crossfit.com/athlete/534247,1,,82 (640),0,14,173 lb,70 (285),156 (340),80 (116),305 (216),29 (09:11),16,Finish Strong CrossFit,Finish Strong CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1382,82,26,Nathan Benavides,http://games.crossfit.com/athlete/176249,1,65.0,82 (640),0,14,153 lb,119 (272),191 (339),34 (123),144 (237),152 (10:35),16,OCF Black,Odessa Black CrossFit,2:22,8:28,--,--,--,--,--,280 lb,225 lb,405 lb,405 lb,--
1383,83,25,Dayton Elsey,http://games.crossfit.com/athlete/128217,1,65.0,84 (647),0,14,152 lb,78 (280),178 (339),109 (115),220 (226),62 (09:43),16,CrossFit Driven,CrossFit Driven,2:02,--,2:11,--,--,0:47,--,285 lb,235 lb,425 lb,405 lb,--
1384,84,26,Chip Phillips,http://games.crossfit.com/athlete/138072,1,70.0,85 (658),0,14,210 lb,90 (275),63 (344),230 (111),173 (232),102 (10:07),16,DEEP,CrossFit Deep,--,--,--,--,--,--,0:00,325 lb,260 lb,450 lb,440 lb,--
1385,85,41,Jeffrey Prejean,http://games.crossfit.com/athlete/4310,1,74.0,86 (659),0,14,205 lb,180 (264),78 (343),119 (115),201 (228),81 (09:56),16,CrossFit SouthBank,CrossFit South Bank,2:55,7:47,1:38,19:38,418,0:58,18:07,292 lb,220 lb,500 lb,390 lb,40
1386,86,26,Zac Atkins,http://games.crossfit.com/athlete/106080,1,68.0,87 (668),0,14,165 lb,53 (286),195 (339),73 (117),303 (216),44 (09:27),16,Rejoice,CrossFit Rejoice,3:05,7:48,1:53,--,--,--,19:45,290 lb,225 lb,440 lb,380 lb,39
1387,87,28,Fayez Rabadi,http://games.crossfit.com/athlete/336705,1,,88 (671),0,14,197 lb,101 (273),216 (339),26 (125),141 (237),187 (10:46),16,CrossFit Strong,CrossFit Strong,--,--,--,--,--,--,--,--,--,--,--,--
1388,88,20,Anthony Gasca,http://games.crossfit.com/athlete/464192,1,68.0,89 (681),0,14,168 lb,144 (267),204 (339),89 (116),115 (241),129 (10:26),16,Rebel Pride CrossFit,Rebel Pride CrossFit,0:00,--,0:00,--,0,0:00,0:00,255 lb,215 lb,415 lb,385 lb,--
1389,89,27,Dale Meitzler,http://games.crossfit.com/athlete/221448,1,69.0,90 (682),0,14,195 lb,28 (295),354 (261),136 (114),67 (249),97 (10:03),16,Bandit CrossFit,Bandit CrossFit,0:00,--,--,--,--,--,--,320 lb,260 lb,500 lb,460 lb,--
1390,90,27,Javier Lozano,http://games.crossfit.com/athlete/268312,1,67.0,91 (688),0,14,170 lb,53 (286),38 (346),94 (116),396 (211),107 (10:09),16,,Honor First CrossFit,2:59,--,--,--,--,--,--,285 lb,235 lb,415 lb,385 lb,--
1391,91,23,Jackson McBride,http://games.crossfit.com/athlete/328511,1,60.0,92 (693),0,14,185 lb,42 (290),75 (343),205 (112),262 (219),109 (10:14),16,Contender CrossFit,Contender CrossFit,2:56,--,--,--,402,1:12,--,275 lb,225 lb,475 lb,375 lb,--
1392,92,23,Cain Murillo,http://games.crossfit.com/athlete/314860,1,65.0,93 (694),0,14,155 lb,86 (276),180 (339),254 (110),80 (247),94 (10:02),16,CrossFit CenTex Wolf Pack,CrossFit CenTex,--,--,--,--,--,--,--,--,--,--,--,--
1393,93,35,Lee Peoples,http://games.crossfit.com/athlete/26077,1,69.0,94 (695),0,14,177 lb,189 (263),15 (424),165 (114),103 (243),223 (10:59),16,Team Upshot,CrossFit Upshot,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1394,94,26,Antonio Reyes,http://games.crossfit.com/athlete/7333,1,67.0,94 (695),0,14,165 lb,19 (299),176 (339),112 (115),359 (213),29 (09:11),16,Contender CrossFit,Contender CrossFit,2:13,6:36,1:46,14:01,468,0:52,17:37,280 lb,210 lb,510 lb,385 lb,70
1395,95,26,Nick Rees,http://games.crossfit.com/athlete/91067,1,72.0,96 (701),0,14,210 lb,101 (273),164 (340),184 (114),73 (248),179 (10:42),16,Ragin CrossFit,Ragin' CrossFit,2:45,8:03,1:39,26:58,370,--,23:52,320 lb,250 lb,525 lb,420 lb,40
1396,96,24,Greg Ashcroft,http://games.crossfit.com/athlete/91380,1,72.0,97 (712),0,14,187 lb,157 (266),278 (263),130 (115),113 (241),34 (09:16),16,Crossfit Memorial Houston,CrossFit Memorial Houston,--,8:30,1:49,--,--,--,--,290 lb,240 lb,455 lb,375 lb,--
1397,97,30,Blaine Springston,http://games.crossfit.com/athlete/9589,1,70.0,97 (712),0,14,190 lb,144 (267),88 (343),83 (116),84 (247),313 (11:25),16,Crossfit Sprag,CrossFit Sprag,2:10,7:45,1:30,17:30,0,1:00,0:00,325 lb,255 lb,500 lb,455 lb,50
1398,98,30,Wesley Sun Chee Fore,http://games.crossfit.com/athlete/1929,1,67.0,99 (724),0,14,170 lb,86 (276),79 (343),227 (111),188 (231),144 (10:30),16,CrossFit Lafayette,CrossFit Lafayette,2:17,7:51,1:54,18:51,387,0:59,23:36,295 lb,265 lb,475 lb,425 lb,59
1399,99,31,Omar Tapia,http://games.crossfit.com/athlete/180508,1,,100 (747),0,14,170 lb,86 (276),119 (341),123 (115),382 (212),37 (09:18),16,,Railside CrossFit,2:15,--,--,--,--,--,17:00,285 lb,205 lb,455 lb,385 lb,50
1400,0,24,Noah Ohlsen,http://games.crossfit.com/athlete/2725,1,67.0,1 (7),0,15,188 lb,1 (350),2 (430),1 (140),2 (314),1 (07:38),16,,Peak 360 CrossFit,2:12,0:00,1:46,19:05,421,0:59,0:00,345 lb,280 lb,490 lb,425 lb,72
1401,1,25,Travis Mayer,http://games.crossfit.com/athlete/1690,1,71.0,2 (11),0,15,195 lb,2 (326),4 (430),2 (138),1 (314),2 (08:05),16,,CrossFit Passion,2:15,6:34,1:18,13:39,447,0:54,18:03,345 lb,280 lb,550 lb,475 lb,75
1402,2,28,Irving Hernandez,http://games.crossfit.com/athlete/55226,1,60.0,3 (56),0,15,155 lb,7 (320),13 (425),9 (129),23 (270),4 (08:08),16,Trualliance Fitness,CrossFit TA,1:49,7:31,0:00,14:41,481,0:00,0:00,335 lb,245 lb,505 lb,500 lb,115
1403,3,32,Ryan Elrod,http://games.crossfit.com/athlete/258584,1,66.0,4 (62),0,15,166 lb,7 (320),27 (423),3 (137),16 (275),9 (08:31),16,The eX Men,CrossFit eXalted,--,--,--,--,--,--,--,--,--,--,--,--
1404,4,24,Mark Oliver,http://games.crossfit.com/athlete/775105,1,67.0,5 (78),0,15,175 lb,18 (304),28 (423),5 (130),22 (270),5 (08:10),16,CrossFit Ybor,CrossFit Ybor,--,--,--,--,--,--,--,--,--,--,--,--
1405,5,22,Jacob Anderson,http://games.crossfit.com/athlete/155824,1,68.0,6 (83),0,15,190 lb,23 (302),22 (425),10 (129),8 (280),20 (09:03),16,CrossFit Boro,CrossFit Boro,--,--,--,--,--,--,--,385 lb,315 lb,545 lb,--,--
1406,6,23,Kirk Gibson,http://games.crossfit.com/athlete/7088,1,69.0,7 (87),0,15,185 lb,9 (318),30 (423),22 (127),4 (284),22 (09:04),16,,Smashletics CrossFit,2:18,7:15,1:06,19:39,425,0:55,21:00,355 lb,295 lb,520 lb,455 lb,100
1407,7,28,Mark Hutchinson,http://games.crossfit.com/athlete/402035,1,72.0,8 (88),0,15,206 lb,11 (317),17 (425),23 (127),9 (279),28 (09:12),16,Team Forging The Warrior,CrossFit Dominus,2:21,--,--,--,429,0:49,--,340 lb,280 lb,520 lb,425 lb,83
1408,8,26,Dominick Maurici,http://games.crossfit.com/athlete/11446,1,67.0,9 (96),0,15,180 lb,42 (293),5 (430),11 (128),24 (270),14 (08:46),16,Caution CrossFit,Caution CrossFit,2:04,7:38,1:17,17:19,483,1:02,19:47,335 lb,260 lb,545 lb,475 lb,76
1409,9,27,Aaron Hanna,http://games.crossfit.com/athlete/187257,1,73.0,10 (102),0,15,205 lb,13 (313),3 (430),72 (119),7 (280),7 (08:24),16,Crossfit Westchase,CrossFit Westchase,2:14,7:46,1:30,--,433,0:55,--,365 lb,280 lb,500 lb,450 lb,--
1410,10,27,ZA Anderson,http://games.crossfit.com/athlete/156719,1,74.0,11 (112),0,15,225 lb,9 (318),9 (428),5 (130),30 (266),59 (09:35),16,CrossFit Pure,CrossFit Pure,--,--,--,--,--,--,--,--,--,--,--,--
1411,11,24,Tommy Caputo,http://games.crossfit.com/athlete/2836,1,70.0,12 (124),0,15,193 lb,16 (306),16 (425),32 (125),32 (264),28 (09:12),16,CrossFit Bound,CrossFit Bound,2:19,6:56,2:14,0:00,0,0:53,19:50,335 lb,255 lb,510 lb,425 lb,0
1412,12,27,Jeremy Lancaster,http://games.crossfit.com/athlete/153545,1,67.0,13 (125),0,15,170 lb,21 (303),14 (425),4 (136),73 (252),13 (08:44),16,,Knockout CrossFit,2:08,7:20,1:45,--,360,--,--,335 lb,265 lb,475 lb,440 lb,75
1413,13,32,Julian Serna,http://games.crossfit.com/athlete/8551,1,71.0,14 (127),0,15,195 lb,29 (298),37 (347),47 (122),3 (290),11 (08:34),16,,Hallandale Beach CrossFit,2:12,0:00,1:35,0:00,0,0:00,0:00,265 lb,195 lb,0 lb,0 lb,55
1414,14,28,Daniel Petro,http://games.crossfit.com/athlete/39754,1,71.0,15 (132),0,15,210 lb,32 (297),26 (424),29 (126),12 (277),33 (09:20),16,Crossfit West Cobb,CrossFit West Cobb,2:01,7:15,1:21,0:00,0,0:00,0:00,330 lb,285 lb,555 lb,485 lb,65
1415,15,28,Benjamin Williams,http://games.crossfit.com/athlete/97575,1,72.0,16 (147),0,15,193 lb,26 (299),21 (425),33 (125),11 (277),56 (09:34),16,CrossFit Bound,CrossFit Bound,2:28,7:44,2:18,18:50,0,--,20:54,350 lb,270 lb,517 lb,457 lb,0
1416,16,20,Jake Berman,http://games.crossfit.com/athlete/45136,1,67.0,17 (153),0,15,180 lb,3 (325),85 (343),31 (125),28 (267),6 (08:22),16,CrossFit Paragon,CrossFit Paragon,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1417,17,35,Olivier Martin,http://games.crossfit.com/athlete/11672,1,72.0,18 (170),0,15,208 lb,32 (297),10 (428),28 (126),44 (261),56 (09:34),16,Team Forging The Warrior,CrossFit Dominus,0:00,0:00,1:48,0:00,412,1:14,19:12,345 lb,255 lb,505 lb,445 lb,51
1418,18,24,Stuart Bready,http://games.crossfit.com/athlete/245625,1,68.0,19 (178),0,15,195 lb,39 (295),33 (423),34 (125),56 (256),16 (08:53),16,,Gold City CrossFit,2:12,--,1:21,--,--,0:58,--,345 lb,280 lb,525 lb,505 lb,50
