,Unnamed: 0,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
475,75,27,Dustin Minty,http://games.crossfit.com/athlete/63132,1,72.0,76 (453),0,5,191 lb,76 (251),133 (259),74 (107),54 (219),116 (11:40),16,,CrossFit South Okanagan,2:40,0:00,2:04,0:00,--,0:00,0:00,285 lb,235 lb,500 lb,370 lb,30
476,76,20,Oleks Bobrovskyy,http://games.crossfit.com/athlete/333482,1,72.0,77 (455),0,5,225 lb,104 (246),38 (340),236 (96),11 (250),66 (11:05),16,CrossFit VO2 Max,CrossFit Vo2 Max,--,--,--,--,--,--,--,0 lb,0 lb,0 lb,0 lb,--
477,77,33,Kayd Whitrow,http://games.crossfit.com/athlete/273729,1,,78 (457),0,5,170 lb,49 (260),46 (339),174 (101),117 (209),71 (11:07),16,Crossfit SEMI,CrossFit Semiahmoo,--,--,--,--,--,--,--,--,--,--,--,--
478,78,25,Brandon Gregg,http://games.crossfit.com/athlete/367388,1,,79 (485),0,5,205 lb,81 (248),105 (261),102 (103),138 (206),59 (10:56),16,Kelowna Wildfire,Kelowna CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
479,79,31,Andrew Askin,http://games.crossfit.com/athlete/547799,1,,80 (487),0,5,--,106 (244),107 (260),60 (110),106 (210),108 (11:33),16,MMSC CrossFit,MMSC CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
480,80,30,Brandon Blair,http://games.crossfit.com/athlete/308070,1,72.05,81 (492),0,5,182 lb,129 (239),79 (263),135 (102),83 (214),66 (11:05),16,CFR Titan,CrossFit Regina,2:43,--,--,--,--,--,--,270 lb,200 lb,500 lb,370 lb,45
481,81,28,Paul Lance,http://games.crossfit.com/athlete/45635,1,73.0,82 (498),0,5,205 lb,122 (240),20 (341),202 (99),67 (216),87 (11:22),16,Team Taranis,CrossFit Taranis,--,--,--,--,--,--,--,300 lb,240 lb,485 lb,--,--
482,82,32,Shane Mcaleese,http://games.crossfit.com/athlete/32520,1,66.93,83 (503),0,5,165 lb,46 (261),72 (263),174 (101),134 (207),77 (11:18),16,CrossFit Abbotsford,CrossFit Abbotsford,3:26,0:00,2:02,19:08,363,0:00,0:00,265 lb,207 lb,405 lb,365 lb,40
483,83,25,Joe Ward,http://games.crossfit.com/athlete/388195,1,71.0,84 (515),0,5,182 lb,41 (262),203 (256),115 (103),91 (213),65 (11:03),16,Studeo 55,Studeo55 CrossFit,5:21,--,2:45,--,--,--,--,255 lb,205 lb,385 lb,315 lb,30
484,84,45,Scott Tasaka,http://games.crossfit.com/athlete/30399,1,68.0,85 (537),0,5,167 lb,80 (249),167 (257),105 (103),84 (214),101 (11:30),16,CrossFit Lions,CrossFit Lions,2:59,0:00,2:54,16:30,423,0:00,18:00,235 lb,195 lb,395 lb,335 lb,60
485,85,28,Joey Lutz,http://games.crossfit.com/athlete/10520,1,69.0,86 (546),0,5,198 lb,105 (245),76 (263),41 (114),115 (209),209 (12:45),16,Rabid Pandas,CrossFit Framework,2:10,7:55,1:55,18:40,407,0:00,22:45,305 lb,246 lb,545 lb,455 lb,55
486,86,30,Jeff Bartlett,http://games.crossfit.com/athlete/11923,1,71.0,87 (552),0,5,205 lb,122 (240),192 (256),27 (114),128 (207),83 (11:19),16,Natural Strength CrossFit,Natural Strength CrossFit,0:00,0:00,0:00,0:00,415,0:00,0:00,305 lb,245 lb,450 lb,420 lb,0
487,87,37,Chris Harrison,http://games.crossfit.com/athlete/11866,1,71.0,88 (557),0,5,210 lb,88 (247),137 (259),73 (107),65 (217),194 (12:36),16,CrossFit Lions,CrossFit Lions,--,--,--,--,--,--,--,300 lb,205 lb,445 lb,375 lb,--
488,88,31,Ryan Trinidad,http://games.crossfit.com/athlete/74516,1,,89 (558),0,5,175 lb,129 (239),99 (261),96 (104),50 (221),184 (12:31),16,CrossFit West Vancouver,CrossFit West Vancouver,--,--,--,--,--,--,--,--,--,--,--,--
489,89,23,Nick Jacklin,http://games.crossfit.com/athlete/479363,1,,90 (564),0,5,185 lb,81 (248),59 (339),207 (98),122 (208),95 (11:27),16,CrossFit North Vancouver,CrossFit North Vancouver,--,--,--,--,--,--,--,--,--,--,--,--
490,90,28,Phil Reaume,http://games.crossfit.com/athlete/106560,1,70.08,91 (571),0,5,190 lb,256 (217),55 (339),41 (114),75 (215),144 (12:01),16,CrossFit Vic City,CrossFit Vic City,2:33,8:22,--,--,--,--,--,260 lb,205 lb,475 lb,400 lb,--
491,91,29,Chris Callahan,http://games.crossfit.com/athlete/106199,1,67.0,92 (574),0,5,185 lb,293 (213),63 (336),79 (106),76 (215),63 (10:59),16,Synergy Strength,CrossFit Saskatoon,2:36,--,1:44,--,378,--,--,295 lb,235 lb,505 lb,420 lb,45
492,92,30,Cam MacDougall,http://games.crossfit.com/athlete/116082,1,75.0,93 (575),0,5,200 lb,134 (237),49 (339),57 (111),102 (210),233 (12:58),16,Studeo 55,Studeo55 CrossFit,3:01,9:41,1:58,--,367,1:08,--,295 lb,215 lb,485 lb,375 lb,50
493,93,21,Mahyar Ghorbanzadeh,http://games.crossfit.com/athlete/235726,1,70.47,94 (582),0,5,175 lb,118 (241),41 (339),193 (100),124 (208),106 (11:32),16,CrossFit West Vancouver,CrossFit West Vancouver,4:10,--,2:40,--,--,--,45:00,260 lb,195 lb,440 lb,365 lb,41
494,94,25,Ryan Tomiyama,http://games.crossfit.com/athlete/465584,1,,95 (583),0,5,201 lb,177 (227),160 (258),91 (104),89 (213),66 (11:05),16,Champ City CrossFit,Champ City CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
495,95,41,Bryan Danard,http://games.crossfit.com/athlete/13323,1,70.0,96 (593),0,5,207 lb,143 (235),58 (339),51 (112),61 (218),280 (13:18),16,Reebok CrossFit Ramsay,Reebok CrossFit Ramsay,0:00,0:00,0:00,0:00,--,0:00,0:00,306 lb,255 lb,485 lb,405 lb,--
496,96,33,Matthew Bathgate,http://games.crossfit.com/athlete/13536,1,74.0,97 (609),0,5,230 lb,133 (238),201 (256),112 (103),46 (226),117 (11:42),16,Synergy Strength,CrossFit Saskatoon,2:24,0:00,1:34,0:00,418,1:04,20:08,143 kg,117 kg,495 lb,415 lb,42
497,97,33,David Mullback,http://games.crossfit.com/athlete/53236,1,72.0,98 (613),0,5,209 lb,146 (234),66 (289),181 (101),111 (209),109 (11:36),16,CrossFit AI,CrossFit Athlete Inside (AI),2:59,7:20,1:45,18:25,400,1:00,19:00,295 lb,232 lb,520 lb,420 lb,45
498,98,20,Garik Lechinsky,http://games.crossfit.com/athlete/462930,1,,99 (624),0,5,--,177 (227),46 (339),155 (101),55 (219),191 (12:33),16,,Beach City CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
499,99,25,Mitchell Byrt,http://games.crossfit.com/athlete/465513,1,69.0,100 (638),0,5,176 lb,41 (262),174 (257),84 (105),230 (197),109 (11:36),16,,CrossFit Lloydminster,4:40,--,2:43,--,--,--,20:28,245 lb,205 lb,420 lb,335 lb,--
500,0,28,Richard Froning Jr.,http://games.crossfit.com/athlete/11435,1,69.0,1 (9),0,6,198 lb,4 (320),1 (430),2 (140),1 (315),1 (08:02),16,CrossFit Mayhem Freedom,CrossFit Mayhem,2:13,0:00,1:11,0:00,508,0:00,0:00,370 lb,305 lb,570 lb,475 lb,75
501,1,28,Scott Panchik,http://games.crossfit.com/athlete/34796,1,69.0,2 (11),0,6,187 lb,4 (320),2 (430),1 (141),2 (299),2 (08:03),16,CrossFit Mentality,CrossFit Mentality,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
502,2,22,Dre Strohm,http://games.crossfit.com/athlete/267027,1,69.0,3 (43),0,6,185 lb,17 (301),7 (428),4 (134),10 (275),5 (08:14),16,CrossFit Mayhem Freedom,CrossFit Mayhem,--,--,--,--,--,--,--,--,--,--,--,--
503,3,26,Paul Castillo,http://games.crossfit.com/athlete/571999,1,71.0,4 (54),0,6,200 lb,2 (325),24 (424),17 (127),3 (297),8 (08:23),16,GCCF,Glass City CrossFit,2:18,7:48,1:48,--,--,--,21:00,325 lb,255 lb,500 lb,445 lb,--
504,4,26,Alex Anderson,http://games.crossfit.com/athlete/5013,1,70.0,5 (58),0,6,210 lb,9 (312),3 (430),6 (130),28 (263),12 (08:38),16,,CrossFit Ktown,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
505,5,25,Cody Keathley,http://games.crossfit.com/athlete/11845,1,66.0,6 (61),0,6,171 lb,8 (313),15 (425),19 (126),7 (278),12 (08:38),16,CrossFit Utility,CrossFit Utility,2:37,8:17,2:05,17:58,360,1:05,19:57,0 lb,0 lb,0 lb,0 lb,64
506,6,29,Bryan Wong,http://games.crossfit.com/athlete/420503,1,69.0,7 (76),0,6,198 lb,43 (289),12 (426),3 (138),9 (275),9 (08:31),16,Haymaker,CrossFit Haymaker,2:09,9:23,1:36,--,--,--,--,--,--,--,--,--
507,7,29,James Hobart,http://games.crossfit.com/athlete/4945,1,68.0,8 (78),0,6,185 lb,22 (299),5 (430),28 (124),6 (279),17 (08:43),16,CrossFit Mayhem Freedom,CrossFit Mayhem,2:18,7:55,1:37,16:15,432,--,--,325 lb,260 lb,485 lb,405 lb,60
508,8,19,Saxon Panchik,http://games.crossfit.com/athlete/310970,1,69.0,9 (81),0,6,175 lb,9 (312),17 (425),6 (130),20 (266),29 (09:09),16,CrossFit Mentality,CrossFit Mentality,2:17,7:18,1:33,0:00,0,0:52,19:12,325 lb,255 lb,450 lb,415 lb,62
509,9,26,Will Moorad,http://games.crossfit.com/athlete/35627,1,69.0,10 (92),0,6,185 lb,12 (305),28 (423),30 (123),8 (278),14 (08:39),16,,CrossFit Rigged,2:12,0:00,0:00,0:00,--,0:00,0:00,--,260 lb,--,--,--
510,10,28,Patrick O'Connell,http://games.crossfit.com/athlete/16196,1,69.0,11 (96),0,6,180 lb,17 (301),14 (426),5 (131),14 (271),46 (09:35),16,Four Barrel CrossFit East,Four Barrel CrossFit East,2:16,0:00,2:02,19:14,0,0:00,0:00,350 lb,265 lb,485 lb,420 lb,46
511,11,31,Graham Holmberg,http://games.crossfit.com/athlete/262945,1,71.0,12 (107),0,6,190 lb,17 (301),13 (426),11 (128),26 (263),40 (09:28),16,Eleventh Element,CrossFit Hilliard,2:04,7:04,1:12,17:30,433,--,19:00,330 lb,270 lb,535 lb,440 lb,55
512,12,26,Vincent Buttitta,http://games.crossfit.com/athlete/194540,1,66.0,13 (109),0,6,170 lb,28 (297),31 (423),31 (123),13 (271),6 (08:17),16,,CrossFit Strongsville,--,--,--,--,--,--,--,315 lb,245 lb,470 lb,440 lb,--
513,13,24,Joey Tortora,http://games.crossfit.com/athlete/91641,1,70.0,14 (121),0,6,193 lb,22 (299),11 (427),16 (127),52 (251),20 (08:53),16,CrossFit Grandview,CrossFit Grandview,2:22,--,1:45,18:49,412,--,19:33,330 lb,260 lb,475 lb,450 lb,70
514,14,32,Nicholas Urankar,http://games.crossfit.com/athlete/5312,1,70.0,15 (124),0,6,195 lb,54 (286),6 (429),35 (123),4 (281),25 (08:59),16,CrossFit 061,CrossFit 061,2:10,0:00,1:24,15:30,0,0:00,19:37,390 lb,310 lb,555 lb,480 lb,55
515,15,22,Kevin Scholtz,http://games.crossfit.com/athlete/63320,1,66.0,16 (126),0,6,163 lb,17 (301),19 (425),14 (128),67 (249),9 (08:31),16,CrossFit Mentality,CrossFit Mentality,1:58,0:00,2:21,0:00,--,1:03,20:50,335 lb,275 lb,450 lb,465 lb,55
516,16,28,Matt Hewett,http://games.crossfit.com/athlete/73417,1,68.0,17 (128),0,6,185 lb,43 (289),10 (427),24 (125),25 (263),26 (09:02),16,CrossFit Mayhem Freedom,CrossFit Mayhem,2:09,--,1:45,--,442,0:52,20:21,315 lb,252 lb,530 lb,475 lb,60
517,17,30,Derek French,http://games.crossfit.com/athlete/15358,1,67.0,18 (132),0,6,180 lb,13 (304),44 (345),34 (123),17 (269),24 (08:57),16,CrossFit 8085,CrossFit 8085,2:28,8:13,1:51,19:10,0,0:00,19:39,325 lb,245 lb,500 lb,415 lb,0
518,18,21,Anthony Davis,http://games.crossfit.com/athlete/388740,1,70.0,19 (133),0,6,215 lb,30 (296),8 (428),18 (127),59 (250),18 (08:51),16,CrossFit Lake Effect,CrossFit Lake Effect,2:28,--,1:50,--,482,--,22:23,345 lb,275 lb,600 lb,500 lb,52
519,19,24,Chris Shimley,http://games.crossfit.com/athlete/11244,1,68.0,19 (133),0,6,193 lb,39 (291),25 (424),23 (125),30 (261),16 (08:41),16,,Top Fuel CrossFit Valparaiso,2:20,7:29,1:56,18:00,468,0:00,21:17,355 lb,275 lb,505 lb,500 lb,61
520,20,28,Kaylem Cottrill,http://games.crossfit.com/athlete/214117,1,68.0,21 (134),0,6,195 lb,30 (296),35 (384),38 (123),11 (275),20 (08:53),16,,CrossFit Runway,2:05,--,1:41,--,431,--,--,335 lb,235 lb,605 lb,505 lb,64
521,21,27,Chris Sansbury,http://games.crossfit.com/athlete/81846,1,72.0,22 (135),0,6,198 lb,34 (294),9 (427),40 (122),33 (258),19 (08:52),16,Friendship CrossFit,Friendship CrossFit,0:00,0:00,0:00,0:00,--,0:00,0:00,305 lb,225 lb,475 lb,445 lb,31
522,22,24,Alex Bookout,http://games.crossfit.com/athlete/125399,1,68.0,22 (135),0,6,188 lb,22 (299),30 (423),15 (128),40 (255),28 (09:05),16,Westside Conjugate,CrossFit Conjugate,2:25,7:40,1:34,--,--,--,--,0 lb,0 lb,0 lb,0 lb,--
523,23,23,Zach Sowder,http://games.crossfit.com/athlete/547070,1,68.0,24 (139),0,6,195 lb,22 (299),36 (347),42 (122),16 (269),23 (08:56),16,MAXIMUS,CrossFit Maximus Nashland,2:10,--,--,--,--,0:55,21:00,335 lb,250 lb,560 lb,485 lb,64
524,24,29,Josh Marunde,http://games.crossfit.com/athlete/266026,1,70.0,25 (163),0,6,190 lb,46 (288),16 (425),52 (120),23 (265),26 (09:02),16,,CrossFit 269,2:30,7:06,3:00,18:44,--,58:00,18:50,315 lb,240 lb,455 lb,430 lb,--
525,25,28,Hudson Wikoff,http://games.crossfit.com/athlete/183086,1,71.0,26 (171),0,6,198 lb,35 (293),61 (343),13 (128),29 (263),33 (09:14),16,CrossFit NapTown,CrossFit Naptown,2:17,--,1:23,--,--,--,--,332 lb,275 lb,500 lb,425 lb,--
526,26,26,Andy Angelo,http://games.crossfit.com/athlete/204299,1,69.0,27 (183),0,6,170 lb,32 (295),123 (340),10 (129),15 (269),3 (08:08),16,Scioto Surfers,CrossFit Scioto,2:22,--,1:41,16:01,451,--,18:00,275 lb,220 lb,500 lb,350 lb,64
527,27,26,Darwin Perez,http://games.crossfit.com/athlete/155471,1,67.0,28 (191),0,6,180 lb,126 (269),4 (430),9 (130),48 (252),4 (08:11),16,,Unaffiliated,2:09,--,--,--,--,--,--,355 lb,285 lb,555 lb,525 lb,--
528,28,25,Blake Rogers,http://games.crossfit.com/athlete/243442,1,68.0,29 (206),0,6,180 lb,6 (316),32 (423),12 (128),111 (239),45 (09:34),16,,Unaffiliated,--,--,--,--,--,--,--,--,--,--,--,--
529,29,25,Kaleb Hetrick,http://games.crossfit.com/athlete/103270,1,67.0,30 (217),0,6,155 lb,1 (326),124 (340),35 (123),46 (253),11 (08:36),16,Mad Apple CrossFit,Mad Apple CrossFit,2:22,--,--,--,--,--,--,--,--,--,--,--
530,30,27,Torey Throop,http://games.crossfit.com/athlete/83522,1,72.0,30 (217),0,6,205 lb,51 (287),20 (425),45 (122),44 (254),57 (09:48),16,Plymouth Crossfit,CrossFit Plymouth MI,2:11,7:46,1:21,--,--,--,--,335 lb,275 lb,500 lb,425 lb,55
531,31,25,Josh Woodhull,http://games.crossfit.com/athlete/3413,1,73.0,32 (221),0,6,212 lb,76 (278),34 (423),49 (121),18 (267),44 (09:33),16,Maven,CrossFit Maven,2:19,7:05,2:28,15:22,448,0:59,20:07,302 lb,240 lb,525 lb,425 lb,47
532,32,30,Andre Lozano,http://games.crossfit.com/athlete/134466,1,,32 (221),0,6,175 lb,32 (295),27 (423),29 (123),70 (248),63 (09:56),16,CrossFit New Alabny,CrossFit New Albany,--,--,--,--,--,--,--,--,--,--,--,--
533,33,25,Denis Samsonov,http://games.crossfit.com/athlete/517691,1,,34 (258),0,6,180 lb,22 (299),39 (346),67 (117),68 (249),62 (09:55),16,CrossFit 8085,CrossFit 8085,--,--,--,--,--,--,--,--,--,--,--,--
534,34,28,James McLaughlan,http://games.crossfit.com/athlete/136272,1,65.0,35 (264),0,6,154 lb,39 (291),52 (344),35 (123),95 (243),43 (09:29),16,Five Lakes CrossFit,Five Lakes CrossFit,2:25,7:11,1:55,13:22,411,1:00,19:50,285 lb,227 lb,465 lb,400 lb,68
535,35,23,Brad Hughes,http://games.crossfit.com/athlete/417608,1,68.0,36 (267),0,6,175 lb,76 (278),61 (343),95 (115),21 (265),14 (08:39),16,,Barbarian CrossFit,--,--,--,--,--,--,--,250 lb,205 lb,500 lb,400 lb,27
536,36,27,John Lytle,http://games.crossfit.com/athlete/30340,1,69.0,37 (278),0,6,177 lb,35 (293),29 (423),120 (114),31 (260),63 (09:56),16,Declaration CrossFit,Declaration CrossFit,2:17,0:00,0:00,0:00,--,0:00,0:00,275 lb,215 lb,--,385 lb,70
537,37,22,Matt Rattay,http://games.crossfit.com/athlete/230695,1,67.0,38 (282),0,6,170 lb,37 (292),37 (347),104 (115),49 (252),55 (09:46),16,Three Kings Black,Three Kings CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,315 lb,225 lb,425 lb,425 lb,0
538,38,19,Spencer Panchik,http://games.crossfit.com/athlete/162712,1,68.0,39 (317),0,6,175 lb,95 (273),57 (344),25 (125),34 (258),106 (10:20),16,CrossFit Mentality,CrossFit Mentality,--,--,--,--,--,--,--,340 lb,256 lb,475 lb,445 lb,--
539,39,33,Kevin Jones,http://games.crossfit.com/athlete/217423,1,71.0,40 (328),0,6,205 lb,85 (276),77 (343),57 (119),22 (265),87 (10:09),16,CrossFit 061,CrossFit 061,--,--,1:43,--,--,--,19:51,345 lb,255 lb,545 lb,500 lb,55
540,40,35,Joshua Belville,http://games.crossfit.com/athlete/38781,1,72.0,41 (337),0,6,205 lb,42 (290),64 (343),57 (119),73 (247),101 (10:14),16,Cool Springs,CrossFit Cool Springs,2:15,7:35,1:34,16:26,419,0:57,21:00,315 lb,255 lb,475 lb,410 lb,50
541,41,23,Sean Kratchman,http://games.crossfit.com/athlete/682567,1,71.0,42 (342),0,6,200 lb,64 (283),130 (340),44 (122),56 (251),48 (09:37),16,Rich City CrossFit,Rich City CrossFit,--,--,--,--,--,--,--,285 lb,225 lb,435 lb,395 lb,46
542,42,24,Aaron Knisley,http://games.crossfit.com/athlete/253353,1,73.0,43 (353),0,6,208 lb,114 (271),53 (344),85 (116),51 (251),50 (09:38),16,CrossFit Future,CrossFit Future,2:34,--,--,--,--,--,--,325 lb,255 lb,515 lb,445 lb,--
543,43,21,Steven Bidwell,http://games.crossfit.com/athlete/245632,1,69.0,44 (356),0,6,175 lb,54 (286),63 (343),138 (113),66 (249),35 (09:16),16,Derby City CrossFit,Derby City CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
544,44,23,Calvin Reder,http://games.crossfit.com/athlete/674391,1,,45 (370),0,6,--,92 (274),42 (346),158 (112),71 (247),7 (08:18),16,CCCF1,Chemical City CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
545,45,23,Austin Tallant,http://games.crossfit.com/athlete/797784,1,,45 (370),0,6,--,92 (274),68 (343),50 (120),84 (244),76 (10:01),16,,CrossFit First Creek,--,--,--,--,--,--,--,--,--,--,--,--
546,46,43,Ryan Taylor,http://games.crossfit.com/athlete/8033,1,66.0,47 (372),0,6,185 lb,72 (279),110 (341),47 (121),105 (240),38 (09:17),16,Friendship CrossFit,Friendship CrossFit,2:34,7:55,1:51,19:26,396,1:03,19:35,310 lb,235 lb,465 lb,445 lb,48
547,47,27,Dex Hopkins,http://games.crossfit.com/athlete/117991,1,74.0,48 (374),0,6,219 lb,126 (269),26 (424),38 (123),5 (280),179 (10:48),16,MAXIMUS,CrossFit Maximus Nashland,2:14,7:10,1:27,18:52,474,1:09,24:17,345 lb,275 lb,515 lb,465 lb,53
548,48,27,Thomas Karos,http://games.crossfit.com/athlete/37878,1,70.0,49 (380),0,6,195 lb,68 (280),89 (342),82 (116),54 (251),87 (10:09),16,Crossfit HighGear,CrossFit High Gear,2:11,8:10,1:31,17:31,431,0:00,20:00,315 lb,265 lb,525 lb,435 lb,68
549,49,22,Frank Mastroianni,http://games.crossfit.com/athlete/239255,1,66.0,50 (389),0,6,178 lb,22 (299),38 (347),173 (111),134 (234),22 (08:54),16,,CrossFit Affect,2:30,9:58,1:47,--,409,--,27:32,325 lb,255 lb,475 lb,425 lb,30
550,50,33,Gregory DeGreen,http://games.crossfit.com/athlete/231940,1,69.0,51 (393),0,6,198 lb,126 (269),46 (345),74 (116),63 (250),84 (10:08),16,Torture Chamber Lifting Club,Torture Chamber CrossFit,2:35,--,1:33,--,--,--,--,305 lb,250 lb,545 lb,475 lb,50
551,51,24,Ryan Schafer,http://games.crossfit.com/athlete/127040,1,75.0,52 (398),0,6,218 lb,54 (286),74 (343),97 (115),47 (252),126 (10:27),16,CFGR,CrossFit Grand Rapids,2:50,0:00,1:39,0:00,411,1:08,22:24,320 lb,275 lb,505 lb,405 lb,0
552,52,28,Jon Esposito,http://games.crossfit.com/athlete/60040,1,69.0,53 (404),0,6,175 lb,184 (260),86 (342),22 (126),19 (267),93 (10:11),16,,Four Barrel CrossFit East,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
553,53,21,Ted Starkweather,http://games.crossfit.com/athlete/291019,1,70.0,54 (412),0,6,189 lb,64 (283),23 (424),61 (118),97 (242),167 (10:42),16,CrossFit Mayhem Freedom,CrossFit Mayhem,2:45,--,--,--,--,0:57,22:04,325 lb,260 lb,455 lb,405 lb,50
554,54,23,Austin Moncivaez,http://games.crossfit.com/athlete/5679,1,66.0,55 (415),0,6,150 lb,3 (323),170 (339),48 (121),57 (251),137 (10:31),16,CrossFit Murfreesboro,CrossFit Murfreesboro,2:52,6:53,1:56,17:30,416,0:58,18:43,290 lb,230 lb,415 lb,395 lb,--
555,55,30,Matt Guarnieri,http://games.crossfit.com/athlete/7901,1,70.0,56 (424),0,6,195 lb,95 (273),47 (345),133 (114),96 (242),53 (09:43),16,Chagrin Falls CrossFit,Chagrin Falls CrossFit,2:29,0:00,1:58,17:59,422,0:00,0:00,300 lb,255 lb,485 lb,425 lb,--
556,56,23,Braeden Long,http://games.crossfit.com/athlete/258801,1,71.0,57 (426),0,6,205 lb,120 (270),58 (344),108 (115),79 (245),61 (09:54),16,CrossFit Brigade Chattanooga,CrossFit Brigade,2:18,--,--,--,--,1:03,--,350 lb,290 lb,500 lb,455 lb,44
557,57,27,Robert Charlesworth,http://games.crossfit.com/athlete/13596,1,76.0,58 (431),0,6,227 lb,92 (274),70 (343),91 (116),27 (263),151 (10:37),16,,CrossFit Tuebor,2:32,7:46,1:39,22:50,381,0:00,0:00,325 lb,250 lb,535 lb,445 lb,51
558,58,23,Michael Staderman,http://games.crossfit.com/athlete/114264,1,69.0,59 (433),0,6,205 lb,95 (273),72 (343),100 (115),103 (240),63 (09:56),16,Centerville CrossFit,Centerville CrossFit,2:14,--,3:00,26:14,--,--,--,315 lb,245 lb,455 lb,475 lb,30
559,59,21,Dillon Smith,http://games.crossfit.com/athlete/335230,1,72.0,60 (445),0,6,190 lb,37 (292),75 (343),96 (115),53 (251),184 (10:51),16,CrossFit The Tracks,CrossFit The Tracks,2:25,--,--,--,--,0:56,--,325 lb,275 lb,535 lb,445 lb,--
560,60,27,Harrison Heller,http://games.crossfit.com/athlete/96067,1,72.0,61 (450),0,6,189 lb,54 (286),83 (342),169 (111),72 (247),72 (09:59),16,Mad Apple CrossFit,Mad Apple CrossFit,2:20,7:37,1:50,20:18,401,--,--,275 lb,235 lb,525 lb,435 lb,52
561,61,33,James Free,http://games.crossfit.com/athlete/82818,1,71.0,62 (457),0,6,212 lb,167 (263),33 (423),90 (116),41 (255),126 (10:27),16,CrossFit Vector United,CrossFit Vector,2:14,7:26,1:35,0:00,405,0:58,0:00,340 lb,260 lb,635 lb,485 lb,60
562,62,33,Chris Walker,http://games.crossfit.com/athlete/6038,1,77.0,63 (469),0,6,221 lb,144 (265),41 (346),67 (117),62 (250),155 (10:39),16,MAXIMUS,CrossFit Maximus Nashland,99:00,99:00,99:00,99:00,1,99:00,99:00,45 lb,45 lb,45 lb,45 lb,1
563,63,26,Thomas Barrick,http://games.crossfit.com/athlete/267816,1,74.0,64 (485),0,6,205 lb,114 (271),49 (345),134 (114),55 (251),133 (10:29),16,NewCov CrossFit,NewCov CrossFit,--,--,1:48,--,--,--,--,330 lb,265 lb,525 lb,455 lb,--
564,64,31,Joe Herren,http://games.crossfit.com/athlete/5617,1,67.0,65 (490),0,6,170 lb,175 (261),129 (340),32 (123),82 (245),72 (09:59),16,,Back Home CrossFit,2:16,0:00,1:52,0:00,408,1:02,21:00,275 lb,215 lb,415 lb,405 lb,65
565,65,31,Matthew Buehrle,http://games.crossfit.com/athlete/77687,1,,66 (530),0,6,185 lb,135 (268),93 (342),121 (114),75 (247),106 (10:20),16,SolaFide,CrossFit SolaFide,--,--,--,--,--,--,--,--,--,--,--,--
566,66,24,Ethan Witkop,http://games.crossfit.com/athlete/238697,1,71.0,67 (552),0,6,201 lb,54 (286),183 (339),76 (116),98 (242),141 (10:32),16,CrossFit CLC,CrossFit CLC,2:43,--,--,--,428,--,18:20,330 lb,255 lb,500 lb,445 lb,--
567,67,29,John Sansbury,http://games.crossfit.com/athlete/167619,1,69.0,68 (555),0,6,195 lb,120 (270),17 (425),118 (114),265 (214),35 (09:16),16,Friendship CrossFit,Friendship CrossFit,2:32,--,--,--,--,--,--,305 lb,225 lb,500 lb,425 lb,--
568,68,29,Aaron Martin,http://games.crossfit.com/athlete/101611,1,72.0,69 (557),0,6,195 lb,85 (276),148 (340),184 (110),45 (254),95 (10:12),16,CrossFit Vector United,CrossFit Vector,2:38,--,2:01,16:23,407,--,17:48,325 lb,255 lb,505 lb,435 lb,30
569,69,27,Zachary Kramer,http://games.crossfit.com/athlete/130407,1,74.0,69 (557),0,6,205 lb,51 (287),91 (342),82 (116),130 (234),203 (10:59),16,,Scruffy City CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
570,70,20,Jacob Wallis,http://games.crossfit.com/athlete/274727,1,73.0,71 (559),0,6,180 lb,43 (289),173 (339),138 (113),118 (236),87 (10:09),16,CrossFit Murfreesboro,CrossFit Murfreesboro,2:48,7:07,1:48,--,536,0:49,18:33,315 lb,260 lb,475 lb,375 lb,72
571,71,24,Jake Lockert,http://games.crossfit.com/athlete/31640,1,74.0,72 (569),0,6,209 lb,54 (286),203 (339),124 (114),38 (256),150 (10:36),16,CrossFit Mayhem Freedom,CrossFit Mayhem,2:58,0:00,0:00,0:00,--,0:00,0:00,300 lb,235 lb,505 lb,405 lb,25
572,72,22,John Finn III,http://games.crossfit.com/athlete/237396,1,74.0,73 (570),0,6,215 lb,68 (280),82 (342),155 (112),174 (224),91 (10:10),16,Stay Strong CrossFit,Stay Strong CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
