Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID,Reg_Finish,Reg_Place,Reg_Score,Reg_Wk1_Finish,Reg_Wk1_Place,Reg_Wk2_Finish,Reg_Wk2_Place,Reg_Wk3_Finish,Reg_Wk3_Place,Reg_Wk4_Finish,Reg_Wk4_Place,Regional,Regional_Name,Region_Name,Reg_Cutoff,Reg_Actual,Reg_Auto_Qualify,Reg_Actual_Qualify,Status,Status_Code
1672,72,19.0,Zach Casey,http://games.crossfit.com/athlete/391793,1,73.0,1673 (12284),12284,9,185.0,1294 (274),1642 (341),2380 (113),4558 (213),2410 (10:41),16,CrossFit Harrisonburg 2016,CrossFit Harrisonburg,,,,,,,1157.0,295.0,235.0,475.0,385.0,,1673,1294,274,1642,341,2380,113,4558,213,2410,641,391793,109 (838),109,838,94 (274),94,94 (274),94,94 (274),94,94 (274),94,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1673,73,22.0,Matt Lutz,http://games.crossfit.com/athlete/235864,1,69.0,1674 (12287),12287,9,180.0,1772 (270),788 (344),6632 (102),2418 (230),677 (09:36),16,CrossFit Revamped,CrossFit Revamped,137.0,,,,,,,,,,,,1674,1772,270,788,344,6632,102,2418,230,677,576,235864,115 (873),115,873,139 (270),139,139 (270),139,139 (270),139,139 (270),139,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1674,74,28.0,Darrin Gardner,http://games.crossfit.com/athlete/296145,1,67.0,1675 (12290),12290,11,180.0,755 (286),4275 (262),1296 (116),4119 (215),1845 (10:26),16,CrossFit Pallas,CrossFit Pallas,149.0,,185.0,,403.0,,,256.0,215.0,445.0,425.0,,1675,755,286,4275,262,1296,116,4119,215,1845,626,296145,160 (1121),160,1121,85 (286),85,85 (286),85,85 (286),85,85 (286),85,4,East,North East,20,20,0,0,Out,0
1675,75,33.0,Steve Hoover,http://games.crossfit.com/athlete/1732,1,72.0,1676 (12293),12293,15,200.0,2271 (265),3380 (334),629 (121),2918 (224),3095 (10:57),16,CrossFit Terminus,CrossFit Terminus,137.0,,72.0,,437.0,53.0,1200.0,355.0,265.0,605.0,525.0,43.0,1676,2271,265,3380,334,629,121,2918,224,3095,657,1732,142 (995),142,995,169 (265),169,169 (265),169,169 (265),169,169 (265),169,1,Atlantic,South East,20,26,0,0,Out,0
1676,76,26.0,Julian Martinez,http://games.crossfit.com/athlete/717128,1,68.0,1677 (12294),12294,16,155.0,189 (305),2438 (339),425 (124),8327 (202),915 (09:49),16,,Unaffiliated,131.0,403.0,180.0,,454.0,52.0,925.0,225.0,195.0,445.0,395.0,,1677,189,305,2438,339,425,124,8327,202,915,589,717128,98 (677),98,677,10 (305),10,10 (305),10,10 (305),10,10 (305),10,2,California,SoCal,20,24,0,0,Out,0
1677,77,27.0,Bryan Stoppenbach,http://games.crossfit.com/athlete/285395,1,,1678 (12299),12299,8,,2869 (260),861 (344),2122 (114),2156 (233),4291 (11:22),16,,CrossFit Centerline,,,,,,,,,,,,,1678,2869,260,861,344,2122,114,2156,233,4291,682,285395,42 (412),42,412,87 (260),87,87 (260),87,87 (260),87,87 (260),87,7,South,LatAm,10,14,0,0,Out,0
1678,78,27.0,Andrew Morcillo,http://games.crossfit.com/athlete/461563,1,70.0,1679 (12300),12300,15,189.0,1187 (276),1960 (340),3453 (108),2254 (232),3446 (11:05),16,Team Burg,Burg CrossFit,,,,,,,,305.0,250.0,,,,1679,1187,276,1960,340,3453,108,2254,232,3446,665,461563,144 (1004),144,1004,87 (276),87,87 (276),87,87 (276),87,87 (276),87,1,Atlantic,South East,20,26,0,0,Out,0
1679,79,25.0,Naon Mighall,http://games.crossfit.com/athlete/494627,1,68.11,1680 (12302),12302,3,154.0,1860 (269),2420 (339),4721 (104),1129 (246),2172 (10:35),16,Crossfit Artax,CrossFit Artax,,,,,,,1460.0,,50.0,,176.37,8.0,1680,1860,269,2420,339,4721,104,1129,246,2172,635,494627,107 (764),107,764,121 (269),121,121 (269),121,121 (269),121,121 (269),121,6,Pacific,Australia,30,31,0,0,Out,0
1680,80,23.0,Kirk Richie,http://games.crossfit.com/athlete/246552,1,70.0,1681 (12318),12318,14,195.0,3584 (253),668 (345),6750 (102),743 (252),573 (09:29),16,Iron Oak CrossFit,Iron Oak CrossFit,,,95.0,,,,,335.0,255.0,465.0,420.0,,1681,3584,253,668,345,6750,102,743,252,573,569,246552,138 (931),138,931,263 (253),263,263 (253),263,263 (253),263,263 (253),263,7,South,South Central,20,25,0,0,Out,0
1681,81,28.0,Nathan Flach,http://games.crossfit.com/athlete/11633,1,69.0,1681 (12318),12318,15,,1772 (270),3666 (263),1059 (117),1690 (239),4131 (11:19),16,,CrossFit Rikr,154.0,496.0,118.0,1191.0,383.0,62.0,1104.0,305.0,260.0,470.0,415.0,42.0,1681,1772,270,3666,263,1059,117,1690,239,4131,679,11633,143 (1000),143,1000,139 (270),139,139 (270),139,139 (270),139,139 (270),139,1,Atlantic,South East,20,26,0,0,Out,0
1682,82,24.0,Pavel Petruchenya,http://games.crossfit.com/athlete/165892,1,73.23,1683 (12321),12321,2,220.0,2651 (262),801 (344),53 (133),2917 (224),5899 (11:48),16,Siberian Bears,CrossFit Berloga,135.0,432.0,114.0,,,,,297.62,253.53,529.11,396.83,70.0,1683,2651,262,801,344,53,133,2917,224,5899,708,165892,31 (269),31,269,39 (262),39,39 (262),39,39 (262),39,39 (262),39,6,Pacific,Asia,10,10,0,0,Out,0
1683,83,37.0,Jason Cain,http://games.crossfit.com/athlete/9230,1,66.0,1684 (12322),12322,5,177.0,5886 (241),3476 (289),1059 (117),863 (250),1038 (09:54),16,Reebok CrossFit 306,CrossFit Reebok 306,130.0,445.0,93.0,961.0,455.0,56.0,1196.0,335.0,260.0,515.0,484.0,60.0,1684,5886,241,3476,289,1059,117,863,250,1038,594,9230,27 (227),27,227,118 (241),118,118 (241),118,118 (241),118,118 (241),118,8,West,Canada West,20,23,0,0,Out,0
1684,84,20.0,Mischak Potter-Rivera,http://games.crossfit.com/athlete/469072,1,66.0,1685 (12324),12324,11,165.0,184 (306),2530 (339),8538 (101),435 (260),637 (09:33),16,,Columbia CrossFit,121.0,,,,,,,,,445.0,405.0,70.0,1685,184,306,2530,339,8538,101,435,260,637,573,469072,151 (1085),151,1085,21 (306),21,21 (306),21,21 (306),21,21 (306),21,4,East,North East,20,20,0,0,Out,0
1685,85,27.0,Marko Stojanovic,http://games.crossfit.com/athlete/124126,1,74.02,1686 (12329),12329,3,209.0,4201 (248),2223 (340),983 (117),2000 (235),2922 (10:53),16,CrossFit Volume,CrossFit Volume,,,,,,,,,,,,,1686,4201,248,2223,340,983,117,2000,235,2922,653,124126,109 (779),109,779,270 (248),270,270 (248),270,270 (248),270,270 (248),270,6,Pacific,Australia,30,31,0,0,Out,0
1686,86,35.0,Jason Barkemeyer,http://games.crossfit.com/athlete/57941,1,73.0,1687 (12330),12330,13,210.0,4344 (247),1055 (343),1164 (116),1791 (237),3976 (11:16),16,Spokane Valley,CrossFit Spokane Valley,298.0,740.0,,,,,1850.0,300.0,200.0,350.0,350.0,,1687,4344,247,1055,343,1164,116,1791,237,3976,676,57941,79 (524),79,524,202 (247),202,202 (247),202,202 (247),202,202 (247),202,8,West,North West,20,25,0,0,Out,0
1687,87,28.0,Mariano Bilbao Menéndez,http://games.crossfit.com/athlete/453113,1,,1688 (12336),12336,8,,5102 (245),2486 (339),1821 (114),2092 (234),835 (09:45),16,,La Jungla CrossFit,,,,,,,,,,,,,1688,5102,245,2486,339,1821,114,2092,234,835,585,453113,40 (405),40,405,167 (245),167,167 (245),167,167 (245),167,167 (245),167,7,South,LatAm,10,14,0,0,Out,0
1688,88,26.0,Ashley McFee,http://games.crossfit.com/athlete/102057,1,,1689 (12337),12337,7,163.0,2651 (262),1478 (341),2568 (112),3143 (221),2497 (10:43),16,,CrossFit Jacana,,,,,,,1231.0,264.55,209.44,458.56,341.72,,1689,2651,262,1478,341,2568,112,3143,221,2497,643,102057,229 (1800),229,1800,464 (262),464,464 (262),464,464 (262),464,464 (262),464,5,Meridian,Europe,30,32,0,0,Out,0
1689,89,26.0,Matthew Horton,http://games.crossfit.com/athlete/172368,1,70.0,1690 (12365),12365,17,180.0,7254 (235),1241 (342),367 (125),1144 (246),2359 (10:40),16,Urban WarFit,Urban WarFit CrossFit Scottsdale,134.0,430.0,103.0,1216.0,376.0,60.0,,275.0,205.0,500.0,415.0,65.0,1690,7254,235,1241,342,367,125,1144,246,2359,640,172368,64 (514),64,514,330 (235),330,330 (235),330,330 (235),330,330 (235),330,7,South,South West,20,24,0,0,Out,0
1690,90,27.0,Justin Weiner,http://games.crossfit.com/athlete/24647,1,64.0,1690 (12365),12365,11,155.0,5102 (245),2856 (339),1239 (116),1697 (239),1471 (10:13),16,CrossFit 978,CrossFit 978,,,,,,,,,,,,,1690,5102,245,2856,339,1239,116,1697,239,1471,613,24647,159 (1120),159,1120,431 (245),431,431 (245),431,431 (245),431,431 (245),431,4,East,North East,20,20,0,0,Out,0
1691,91,20.0,Bryan Baca,http://games.crossfit.com/athlete/782969,1,,1692 (12368),12368,14,,2532 (263),2913 (339),1282 (116),2320 (231),3321 (11:02),16,Get Lifted,Get Lifted CrossFit,,,,,,,,,,,,,1692,2532,263,2913,339,1282,116,2320,231,3321,662,782969,133 (907),133,907,189 (263),189,189 (263),189,189 (263),189,189 (263),189,7,South,South Central,20,25,0,0,Out,0
1692,92,24.0,Juan Palacio,http://games.crossfit.com/athlete/105696,1,68.0,1693 (12373),12373,11,170.0,2158 (266),1379 (342),1374 (116),6323 (207),1139 (09:58),16,CrossFit Free,CrossFit Free,208.0,,107.0,,,,,285.0,220.0,500.0,400.0,,1693,2158,266,1379,342,1374,116,6323,207,1139,598,105696,155 (1106),155,1106,208 (266),208,208 (266),208,208 (266),208,208 (266),208,4,East,North East,20,20,0,0,Out,0
1693,93,25.0,René Aponte,http://games.crossfit.com/athlete/330705,1,65.0,1694 (12382),12382,8,156.0,3663 (252),2033 (340),2899 (111),1536 (241),2251 (10:37),16,Team Aggressive,Aggressive CrossFit,,,,,,,,275.0,225.0,470.0,405.0,71.0,1694,3663,252,2033,340,2899,111,1536,241,2251,637,330705,47 (434),47,434,116 (252),116,116 (252),116,116 (252),116,116 (252),116,7,South,LatAm,10,14,0,0,Out,0
1694,94,23.0,Brett Lesinger,http://games.crossfit.com/athlete/659173,1,,1695 (12386),12386,15,,1372 (273),2886 (339),2366 (113),3226 (220),2536 (10:44),16,,CrossFit Orange Beach,,,,,,,,,,,,,1695,1372,273,2886,339,2366,113,3226,220,2536,644,659173,147 (1042),147,1042,109 (273),109,109 (273),109,109 (273),109,109 (273),109,1,Atlantic,South East,20,26,0,0,Out,0
1695,95,23.0,Tyler Fischer,http://games.crossfit.com/athlete/1841,1,68.0,1696 (12399),12399,9,185.0,1372 (273),1656 (341),3799 (107),2370 (231),3202 (10:59),16,CrossFit Explode,CrossFit Explode,165.0,,,,,,,325.0,275.0,465.0,405.0,,1696,1372,273,1656,341,3799,107,2370,231,3202,659,1841,111 (844),111,844,99 (273),99,99 (273),99,99 (273),99,99 (273),99,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1696,96,26.0,Arnold Koo,http://games.crossfit.com/athlete/97929,1,72.0,1697 (12401),12401,12,185.0,2532 (263),1720 (341),2810 (111),3127 (221),2212 (10:36),16,Crossfit Danville,CrossFit Danville,277.0,539.0,144.0,1376.0,327.0,,,225.0,180.0,340.0,305.0,,1697,2532,263,1720,341,2810,111,3127,221,2212,636,97929,80 (555),80,555,113 (263),113,113 (263),113,113 (263),113,113 (263),113,2,California,NorCal,20,28,0,0,Out,0
1697,97,23.0,Marc-Antoine Allard,http://games.crossfit.com/athlete/240696,1,69.0,1698 (12422),12422,4,180.0,1294 (274),2601 (339),4413 (105),1617 (240),2497 (10:43),16,CrossFit Quebec City 2,CrossFit Quebec City,,,122.0,,,,1200.0,275.0,215.0,435.0,365.0,50.0,1698,1294,274,2601,339,4413,105,1617,240,2497,643,240696,98 (630),98,630,62 (274),62,62 (274),62,62 (274),62,62 (274),62,4,East,Canada East,20,24,0,0,Out,0
1698,98,26.0,INSU BAEK,http://games.crossfit.com/athlete/105886,1,69.69,1699 (12432),12432,2,202.83,1294 (274),1018 (343),5263 (103),1457 (242),3400 (11:04),16,CrossFit HON,CrossFit HON,182.0,793.0,97.0,1150.0,344.0,75.0,1500.0,325.0,250.0,535.0,405.0,47.0,1699,1294,274,1018,343,5263,103,1457,242,3400,664,105886,27 (232),27,232,22 (274),22,22 (274),22,22 (274),22,22 (274),22,6,Pacific,Asia,10,10,0,0,Out,0
1699,99,24.0,Philip Weigel,http://games.crossfit.com/athlete/184803,1,69.0,1700 (12433),12433,6,190.0,1372 (273),2163 (340),5722 (103),1258 (244),1918 (10:28),16,CrossFit CLE,CrossFit CLE,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1700,1372,273,2163,340,5722,103,1258,244,1918,628,184803,110 (813),110,813,95 (273),95,95 (273),95,95 (273),95,95 (273),95,3,Central,Central East,20,27,0,0,Out,0
1700,0,42.0,Michael Moseley,http://games.crossfit.com/athlete/4076,1,68.0,1701 (12434),12434,17,185.0,4344 (247),1540 (341),1147 (116),2697 (227),2706 (10:48),16,CrossFit Now,CrossFit Now,150.0,501.0,168.0,,401.0,59.0,1220.0,275.0,220.0,455.0,395.0,48.0,1701,4344,247,1540,341,1147,116,2697,227,2706,648,4076,61 (491),61,491,171 (247),171,171 (247),171,171 (247),171,171 (247),171,7,South,South West,20,24,0,0,Out,0
1701,1,32.0,Brandon Shuck,http://games.crossfit.com/athlete/197841,1,70.0,1702 (12440),12440,9,191.0,4344 (247),806 (344),1133 (116),3703 (217),2454 (10:42),16,,CrossFit Pineville,127.0,,106.0,,418.0,,1234.0,332.0,277.0,475.0,495.0,,1702,4344,247,806,344,1133,116,3703,217,2454,642,197841,113 (870),113,870,315 (247),315,315 (247),315,315 (247),315,315 (247),315,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1702,2,31.0,Mario Ugalde,http://games.crossfit.com/athlete/100409,1,70.08,1703 (12445),12445,8,191.0,2271 (265),1933 (340),2536 (112),3208 (220),2497 (10:43),16,Black Horse,Fit Studio CrossFit,,,,,,,,,215.0,500.0,355.0,,1703,2271,265,1933,340,2536,112,3208,220,2497,643,100409,50 (454),50,454,66 (265),66,66 (265),66,66 (265),66,66 (265),66,7,South,LatAm,10,14,0,0,Out,0
1703,3,33.0,Brandon Phillips,http://games.crossfit.com/athlete/265064,1,71.0,1704 (12464),12464,15,225.0,2651 (262),2658 (339),4353 (105),2015 (235),787 (09:42),16,CrossFit Bound,CrossFit Bound,141.0,435.0,67.0,1130.0,468.0,60.0,1186.0,325.0,290.0,525.0,450.0,51.0,1704,2651,262,2658,339,4353,105,2015,235,787,582,265064,149 (1050),149,1050,205 (262),205,205 (262),205,205 (262),205,205 (262),205,1,Atlantic,South East,20,26,0,0,Out,0
1704,4,30.0,Aaron Prenger,http://games.crossfit.com/athlete/449725,1,70.0,1705 (12472),12472,16,180.0,2271 (265),1099 (343),1821 (114),5397 (210),1884 (10:27),16,Bear Nation,Bear Republic CrossFit,162.0,,,,,,,335.0,280.0,525.0,500.0,,1705,2271,265,1099,343,1821,114,5397,210,1884,627,449725,105 (710),105,710,123 (265),123,123 (265),123,123 (265),123,123 (265),123,2,California,SoCal,20,24,0,0,Out,0
1705,5,27.0,Falke Verwer,http://games.crossfit.com/athlete/62903,1,76.0,1706 (12483),12483,9,217.0,1372 (273),1753 (341),1666 (115),6603 (206),1089 (09:56),16,Humble Beginnings,CrossFit Humble Beginnings,,,,,0.0,,,0.0,0.0,0.0,0.0,,1706,1372,273,1753,341,1666,115,6603,206,1089,596,62903,112 (867),112,867,99 (273),99,99 (273),99,99 (273),99,99 (273),99,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1706,6,28.0,Eoghan McGregor,http://games.crossfit.com/athlete/107303,1,,1707 (12488),12488,7,187.39,4344 (247),668 (345),4184 (106),1497 (241),1795 (10:24),16,8020 Black,CrossFit 8020,,,,,,,,,,,,,1707,4344,247,668,345,4184,106,1497,241,1795,624,107303,236 (1859),236,1859,743 (247),743,743 (247),743,743 (247),743,743 (247),743,5,Meridian,Europe,30,32,0,0,Out,0
1707,7,28.0,Tyler Brungardt,http://games.crossfit.com/athlete/113324,1,70.0,1708 (12517),12517,10,193.0,1294 (274),3251 (339),1869 (114),5014 (211),1089 (09:56),16,SouthWind Crossfit,SouthWind CrossFit,143.0,462.0,108.0,1086.0,419.0,,1235.0,300.0,240.0,475.0,395.0,,1708,1294,274,3251,339,1869,114,5014,211,1089,596,113324,151 (1116),151,1116,118 (274),118,118 (274),118,118 (274),118,118 (274),118,3,Central,North Central,20,21,0,0,Out,0
1708,8,23.0,Easton Evans,http://games.crossfit.com/athlete/8275,1,70.0,1709 (12518),12518,14,239.0,2449 (264),262 (424),5251 (103),3839 (216),717 (09:38),16,CrossFit Waco,CrossFit Waco,148.0,,,,,59.0,,275.0,245.0,620.0,600.0,52.0,1709,2449,264,262,424,5251,103,3839,216,717,578,8275,140 (949),140,949,180 (264),180,180 (264),180,180 (264),180,180 (264),180,7,South,South Central,20,25,0,0,Out,0
1709,9,45.0,Steve Johnson,http://games.crossfit.com/athlete/96511,1,72.0,1710 (12539),12539,9,205.0,4344 (247),3687 (263),1760 (114),1277 (244),1471 (10:13),16,CrossFit RDU,CrossFit RDU,162.0,434.0,102.0,,,,,297.62,253.53,500.0,450.0,,1710,4344,247,3687,263,1760,114,1277,244,1471,613,96511,119 (885),119,885,315 (247),315,315 (247),315,315 (247),315,315 (247),315,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1710,10,25.0,Will Havard,http://games.crossfit.com/athlete/39491,1,,1711 (12544),12544,12,198.0,4201 (248),1082 (343),383 (125),2079 (234),4799 (11:31),16,EndGame Athletics,CrossFit EGA,,,,,,,,,,,,,1711,4201,248,1082,343,383,125,2079,234,4799,691,39491,76 (523),76,523,186 (248),186,186 (248),186,186 (248),186,186 (248),186,2,California,NorCal,20,28,0,0,Out,0
1711,11,26.0,Jon Smith,http://games.crossfit.com/athlete/145282,1,72.0,1711 (12544),12544,14,209.0,2869 (260),1392 (342),5300 (103),1645 (239),1338 (10:07),16,Crossfit PRx,CrossFit PRX,,,150.0,,321.0,,,307.0,255.0,465.0,405.0,50.0,1711,2869,260,1392,342,5300,103,1645,239,1338,607,145282,141 (956),141,956,210 (260),210,210 (260),210,210 (260),210,210 (260),210,7,South,South Central,20,25,0,0,Out,0
1712,12,40.0,Steven Swistak,http://games.crossfit.com/athlete/11223,1,72.0,1713 (12547),12547,11,195.0,2158 (266),524 (346),6750 (102),1197 (245),1918 (10:28),16,Downstate CrossFit,Downstate CrossFit,,,,,,,,,,,,,1713,2158,266,524,346,6750,102,1197,245,1918,628,11223,165 (1142),165,1142,208 (266),208,208 (266),208,208 (266),208,208 (266),208,4,East,North East,20,20,0,0,Out,0
1713,13,33.0,Erast Palkin,http://games.crossfit.com/athlete/261847,1,70.87,1714 (12557),12557,7,210.0,7011 (236),412 (347),1254 (116),2984 (223),896 (09:48),16,,CrossFit Geraklion,,,,,,,,,,,,,1714,7011,236,412,347,1254,116,2984,223,896,588,261847,248 (1929),248,1929,1166 (236),1166,1166 (236),1166,1166 (236),1166,1166 (236),1166,5,Meridian,Europe,30,32,0,0,Out,0
1714,14,36.0,James Braun,http://games.crossfit.com/athlete/130502,1,69.0,1715 (12560),12560,17,198.0,1949 (268),3789 (262),321 (127),2151 (233),4350 (11:23),16,Crossfit West Valley 1,CrossFit West Valley,150.0,521.0,80.0,1509.0,367.0,66.0,,285.0,215.0,550.0,450.0,40.0,1715,1949,268,3789,262,321,127,2151,233,4350,683,130502,63 (505),63,505,67 (268),67,67 (268),67,67 (268),67,67 (268),67,7,South,South West,20,24,0,0,Out,0
1715,15,27.0,Andrea Ferrero,http://games.crossfit.com/athlete/333970,1,70.87,1716 (12563),12563,7,194.01,1372 (273),809 (344),5682 (103),1254 (244),3446 (11:05),16,,CrossFit Lago Maggiore,162.0,,,,,,1470.0,297.62,242.51,462.97,396.83,28.0,1716,1372,273,809,344,5682,103,1254,244,3446,665,333970,232 (1806),232,1806,231 (273),231,231 (273),231,231 (273),231,231 (273),231,5,Meridian,Europe,30,32,0,0,Out,0
1716,16,24.0,Robert Bocchino,http://games.crossfit.com/athlete/218765,1,,1717 (12572),12572,11,180.0,2651 (262),3914 (262),1155 (116),3236 (220),1616 (10:18),16,CrossFit Arx,CrossFit Arx,,,,,,,,,,,,,1717,2651,262,3914,262,1155,116,3236,220,1616,618,218765,167 (1148),167,1148,245 (262),245,245 (262),245,245 (262),245,245 (262),245,4,East,North East,20,20,0,0,Out,0
1717,17,34.0,Richard Spence,http://games.crossfit.com/athlete/278784,1,67.32,1718 (12573),12573,7,169.76,1240 (275),6100 (259),2498 (112),1030 (247),1705 (10:21),16,,CrossFit Tonbridge,145.0,495.0,142.0,1060.0,,,1209.0,286.6,220.46,440.92,374.79,52.0,1718,1240,275,6100,259,2498,112,1030,247,1705,621,278784,221 (1740),221,1740,208 (275),208,208 (275),208,208 (275),208,208 (275),208,5,Meridian,Europe,30,32,0,0,Out,0
1718,18,35.0,Adam greenberg,http://games.crossfit.com/athlete/45457,1,69.0,1719 (12580),12580,11,175.0,1057 (278),2749 (339),4662 (104),2037 (235),2075 (10:32),16,Shoreline Crossfit,Shoreline CrossFit,,,,,,,,,,,,,1719,1057,278,2749,339,4662,104,2037,235,2075,632,45457,168 (1149),168,1149,112 (278),112,112 (278),112,112 (278),112,112 (278),112,4,East,North East,20,20,0,0,Out,0
1719,19,26.0,Timur Bullo,http://games.crossfit.com/athlete/229124,1,65.75,1720 (12590),12590,2,161.0,2532 (263),4426 (261),1748 (114),2896 (225),988 (09:52),16,CrossFit EKB,CrossFit EKB,129.0,,125.0,913.0,326.0,,,253.53,209.44,352.74,,90.0,1720,2532,263,4426,261,1748,114,2896,225,988,592,229124,25 (218),25,218,36 (263),36,36 (263),36,36 (263),36,36 (263),36,6,Pacific,Asia,10,10,0,0,Out,0
1720,20,25.0,Jameson Cubriel,http://games.crossfit.com/athlete/307517,1,69.0,1720 (12590),12590,14,172.0,1682 (271),3066 (339),2536 (112),1121 (246),4185 (11:20),16,Lonestar Crossfit,LoneStar CrossFit,135.0,,,,,3060.0,,312.0,240.0,500.0,425.0,,1720,1682,271,3066,339,2536,112,1121,246,4185,680,307517,139 (934),139,934,124 (271),124,124 (271),124,124 (271),124,124 (271),124,7,South,South Central,20,25,0,0,Out,0
1721,21,28.0,Juan Vazquez,http://games.crossfit.com/athlete/110067,1,72.0,1722 (12593),12593,11,190.0,6089 (240),2149 (340),2122 (114),835 (250),1398 (10:10),16,CrossFit Shrewsbury,CrossFit Shrewsbury,,,,,,,,315.0,245.0,425.0,415.0,,1722,6089,240,2149,340,2122,114,835,250,1398,610,110067,164 (1141),164,1141,513 (240),513,513 (240),513,513 (240),513,513 (240),513,4,East,North East,20,20,0,0,Out,0
1722,22,23.0,Victoriano Blasco,http://games.crossfit.com/athlete/148014,1,66.14,1723 (12600),12600,7,147.71,1187 (276),3874 (262),3252 (109),1928 (236),2359 (10:40),16,Madrid Gymnastic,Yo Soy CrossFit,164.0,,,,,90.0,,268.96,198.42,396.83,374.79,74.0,1723,1187,276,3874,262,3252,109,1928,236,2359,640,148014,223 (1749),223,1749,196 (276),196,196 (276),196,196 (276),196,196 (276),196,5,Meridian,Europe,30,32,0,0,Out,0
1723,23,27.0,Thomas Dominick,http://games.crossfit.com/athlete/149386,1,66.0,1724 (12614),12614,14,170.0,755 (286),3601 (263),2852 (111),3561 (218),1845 (10:26),16,Roux Krewe,CrossFit Roux,155.0,546.0,181.0,,375.0,84.0,1340.0,290.0,220.0,455.0,415.0,,1724,755,286,3601,263,2852,111,3561,218,1845,626,149386,142 (959),142,959,53 (286),53,53 (286),53,53 (286),53,53 (286),53,7,South,South Central,20,25,0,0,Out,0
1724,24,25.0,Hilmar Arnarson,http://games.crossfit.com/athlete/242232,1,,1725 (12643),12643,7,176.0,1294 (274),1385 (342),1927 (114),1699 (239),6338 (11:54),16,CFXY,CrossFit XY,,,,,,,,,,,,,1725,1294,274,1385,342,1927,114,1699,239,6338,714,242232,243 (1912),243,1912,218 (274),218,218 (274),218,218 (274),218,218 (274),218,5,Meridian,Europe,30,32,0,0,Out,0
1725,25,40.0,Josh Musick,http://games.crossfit.com/athlete/104322,1,72.0,1726 (12651),12651,10,220.0,3965 (250),2639 (339),3307 (109),1002 (248),1738 (10:22),16,,Dubtown CrossFit,150.0,,,,,,1140.0,330.0,245.0,555.0,525.0,45.0,1726,3965,250,2639,339,3307,109,1002,248,1738,622,104322,152 (1118),152,1118,338 (250),338,338 (250),338,338 (250),338,338 (250),338,3,Central,North Central,20,21,0,0,Out,0
1726,26,28.0,James Catino,http://games.crossfit.com/athlete/185240,1,,1727 (12661),12661,6,175.0,1372 (273),5360 (260),592 (122),3569 (218),1768 (10:23),16,CTOWN CrossFit,CTown CrossFit,146.0,,126.0,,,,1125.0,245.0,185.0,405.0,347.0,,1727,1372,273,5360,260,592,122,3569,218,1768,623,185240,106 (801),106,801,95 (273),95,95 (273),95,95 (273),95,95 (273),95,3,Central,Central East,20,27,0,0,Out,0
1727,27,33.0,Dustin Tovar,http://games.crossfit.com/athlete/9150,1,64.0,1728 (12668),12668,10,150.0,1860 (269),6236 (259),1135 (116),2582 (229),855 (09:46),16,CrossFit Omaha,CrossFit Omaha,134.0,497.0,137.0,1251.0,343.0,,1405.0,260.0,192.0,402.0,385.0,52.0,1728,1860,269,6236,259,1135,116,2582,229,855,586,9150,150 (1115),150,1115,157 (269),157,157 (269),157,157 (269),157,157 (269),157,3,Central,North Central,20,21,0,0,Out,0
1728,28,24.0,Regis Filibert,http://games.crossfit.com/athlete/314876,1,68.0,1729 (12672),12672,12,178.0,2271 (265),3059 (339),2298 (113),4504 (213),540 (09:26),16,,CoCo CrossFit,136.0,,116.0,,409.0,,1045.0,,,,,,1729,2271,265,3059,339,2298,113,4504,213,540,566,314876,79 (552),79,552,100 (265),100,100 (265),100,100 (265),100,100 (265),100,2,California,NorCal,20,28,0,0,Out,0
1729,29,25.0,Michael Riva,http://games.crossfit.com/athlete/127724,1,68.0,1730 (12692),12692,9,150.0,1372 (273),4404 (261),2834 (111),3331 (220),751 (09:40),16,,,167.0,516.0,121.0,1116.0,,64.0,1209.0,245.0,200.0,375.0,305.0,,1730,1372,273,4404,261,2834,111,3331,220,751,580,127724,119 (885),119,885,99 (273),99,99 (273),99,99 (273),99,99 (273),99,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1730,30,29.0,Kyle Cook,http://games.crossfit.com/athlete/23148,1,73.0,1731 (12696),12696,17,193.0,1860 (269),2278 (340),1696 (115),4611 (213),2251 (10:37),16,South Denver Bears,CrossFit South Denver,,,91.0,,,49.0,1067.0,315.0,255.0,445.0,410.0,,1731,1860,269,2278,340,1696,115,4611,213,2251,637,23148,65 (522),65,522,60 (269),60,60 (269),60,60 (269),60,60 (269),60,7,South,South West,20,24,0,0,Out,0
