,Unnamed: 0,Unnamed: 0.1,Athlete,Athlete_URL,Games_Finish,Year,Games_Score,Games_Place,Division,Event_#,Event_ID,Event_Place,Event_Points,Event_Raw_Score,Event_Score
3089,237,21,Heather Welsh,http://games.crossfit.com/athlete/11626,22 (506),2012,506.0,22,2,4,2012_04,8,39.0,88.50 in,88.50
3090,238,22,Annie Sakamoto,http://games.crossfit.com/athlete/25678,23 (496),2012,496.0,23,2,4,2012_04,15,32.0,84.50 in,84.50
3091,239,23,Michele Letendre,http://games.crossfit.com/athlete/3407,24 (483),2012,483.0,24,2,4,2012_04,31,16.0,75.50 in,75.50
3092,240,24,Caroline Fryklund,http://games.crossfit.com/athlete/26295,25 (426),2012,426.0,25,2,4,2012_04,9,38.0,88.00 in,88.00
3093,241,25,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,26 (391),2012,391.0,26,2,4,2012_04,18,29.0,83.00 in,83.00
3094,242,26,Candace Hester,http://games.crossfit.com/athlete/17339,27 (380),2012,380.0,27,2,4,2012_04,12,35.0,85.00 in,85.00
3095,243,27,Jenn Jones,http://games.crossfit.com/athlete/3217,28 (378),2012,378.0,28,2,4,2012_04,43,4.0,0.00 in,0.00
3096,244,28,Candice Ruiz,http://games.crossfit.com/athlete/11460,29 (377),2012,377.0,29,2,4,2012_04,33,14.0,74.00 in,74.00
3097,245,29,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,30 (377),2012,377.0,30,2,4,2012_04,23,24.0,81.50 in,81.50
3098,246,30,Jaime Gold,http://games.crossfit.com/athlete/11218,31 (374),2012,374.0,31,2,4,2012_04,22,25.0,82.00 in,82.00
3099,247,31,Alicia Gomes,http://games.crossfit.com/athlete/40822,32 (369),2012,369.0,32,2,4,2012_04,36,11.0,73.50 in,73.50
3100,248,32,Kelley Hennigan,http://games.crossfit.com/athlete/9258,33 (352),2012,352.0,33,2,4,2012_04,12,35.0,85.00 in,85.00
3101,249,33,Heather Gillespie,http://games.crossfit.com/athlete/54687,34 (343),2012,343.0,34,2,4,2012_04,2,48.0,93.00 in,93.00
3102,250,34,Thuridur Erla Helgadottir,http://games.crossfit.com/athlete/19501,35 (319),2012,319.0,35,2,4,2012_04,33,14.0,74.00 in,74.00
3103,251,35,Samantha Petersen,http://games.crossfit.com/athlete/6139,36 (317),2012,317.0,36,2,4,2012_04,3,46.0,92.50 in,92.50
3104,252,36,Jenny LaBaw,http://games.crossfit.com/athlete/14149,37 (382),2012,382.0,37,2,4,2012_04,17,30.0,83.50 in,83.50
3105,253,37,Shana Alverson,http://games.crossfit.com/athlete/23820,38 (265),2012,265.0,38,2,4,2012_04,19,28.0,82.50 in,82.50
3106,254,38,Jasmine Dever,http://games.crossfit.com/athlete/52053,39 (257),2012,257.0,39,2,4,2012_04,28,19.0,78.50 in,78.50
3107,255,39,Colleen Maher,http://games.crossfit.com/athlete/36776,40 (254),2012,254.0,40,2,4,2012_04,42,5.0,50.50 in,50.50
3108,256,40,Christen Wagner,http://games.crossfit.com/athlete/50900,41 (230),2012,230.0,41,2,4,2012_04,19,28.0,82.50 in,82.50
3109,257,41,Tarasa Barnett,http://games.crossfit.com/athlete/9624,42 (192),2012,192.0,42,2,4,2012_04,26,21.0,79.50 in,79.50
3110,258,42,Rika Diedericks,http://games.crossfit.com/athlete/11068,43 (178),2012,178.0,43,2,4,2012_04,32,15.0,75.00 in,75.00
3111,259,43,Denae Brown,http://games.crossfit.com/athlete/16581,44T (),2012,,44T,2,4,2012_04,WD,,nan,
3112,260,44,Allison King,http://games.crossfit.com/athlete/15996,44T (),2012,,44T,2,4,2012_04,WD,,nan,
3113,216,0,Annie Thorisdottir,http://games.crossfit.com/athlete/18588,1 (1062),2012,1062.0,1,2,5,2012_05,4,44.0,55 pt,55
3114,217,1,Julie Foucher,http://games.crossfit.com/athlete/46243,2 (977),2012,977.0,2,2,5,2012_05,12,35.0,51 pt,51
3115,218,2,Talayna Fortunato,http://games.crossfit.com/athlete/11279,3 (973),2012,973.0,3,2,5,2012_05,31,16.0,39 pt,39
3116,219,3,Kristan Clever,http://games.crossfit.com/athlete/36734,4 (964),2012,964.0,4,2,5,2012_05,9,38.0,52 pt,52
3117,220,4,Valerie Voboril,http://games.crossfit.com/athlete/50601,5 (887),2012,887.0,5,2,5,2012_05,31,16.0,39 pt,39
3118,221,5,Camille Leblanc-Bazinet,http://games.crossfit.com/athlete/8404,6 (866),2012,866.0,6,2,5,2012_05,12,35.0,51 pt,51
3119,222,6,Elisabeth Akinwale,http://games.crossfit.com/athlete/7965,7 (859),2012,859.0,7,2,5,2012_05,2,48.0,57 pt,57
3120,223,7,Jenny Davis,http://games.crossfit.com/athlete/28918,8 (856),2012,856.0,8,2,5,2012_05,41,6.0,33 pt,33
3121,224,8,Lindsey Valenzuela,http://games.crossfit.com/athlete/30192,9 (845),2012,845.0,9,2,5,2012_05,12,35.0,51 pt,51
3122,225,9,Rebecca Voigt,http://games.crossfit.com/athlete/8015,10 (836),2012,836.0,10,2,5,2012_05,7,40.0,53 pt,53
3123,226,10,Christy Phillips,http://games.crossfit.com/athlete/9121,11 (827),2012,827.0,11,2,5,2012_05,40,7.0,37 pt,37
3124,227,11,Stacie Tovar,http://games.crossfit.com/athlete/5512,12 (805),2012,805.0,12,2,5,2012_05,24,23.0,46 pt,46
3125,228,12,Deborah Cordner Carson,http://games.crossfit.com/athlete/14093,13 (718),2012,718.0,13,2,5,2012_05,31,16.0,39 pt,39
3126,229,13,Becky Conzelman,http://games.crossfit.com/athlete/36699,14 (709),2012,709.0,14,2,5,2012_05,7,40.0,53 pt,53
3127,230,14,Cheryl Brost,http://games.crossfit.com/athlete/8770,15 (706),2012,706.0,15,2,5,2012_05,1,50.0,61 pt,61
3128,231,15,Angie Pye,http://games.crossfit.com/athlete/8741,16 (631),2012,631.0,16,2,5,2012_05,16,31.0,50 pt,50
3129,232,16,Ruth Anderson Horrell,http://games.crossfit.com/athlete/25528,17 (622),2012,622.0,17,2,5,2012_05,20,27.0,48 pt,48
3130,233,17,Azadeh Boroumand,http://games.crossfit.com/athlete/7747,18 (605),2012,605.0,18,2,5,2012_05,22,25.0,47 pt,47
3131,234,18,Kara Gordon,http://games.crossfit.com/athlete/2942,19 (527),2012,527.0,19,2,5,2012_05,28,19.0,42 pt,42
3132,235,19,Jessa Lemoine,http://games.crossfit.com/athlete/11321,20 (523),2012,523.0,20,2,5,2012_05,9,38.0,52 pt,52
3133,236,20,Lindsey Smith,http://games.crossfit.com/athlete/52940,21 (522),2012,522.0,21,2,5,2012_05,26,21.0,43 pt,43
3134,237,21,Heather Welsh,http://games.crossfit.com/athlete/11626,22 (506),2012,506.0,22,2,5,2012_05,9,38.0,52 pt,52
3135,238,22,Annie Sakamoto,http://games.crossfit.com/athlete/25678,23 (496),2012,496.0,23,2,5,2012_05,36,11.0,38 pt,38
3136,239,23,Michele Letendre,http://games.crossfit.com/athlete/3407,24 (483),2012,483.0,24,2,5,2012_05,24,23.0,46 pt,46
3137,240,24,Caroline Fryklund,http://games.crossfit.com/athlete/26295,25 (426),2012,426.0,25,2,5,2012_05,12,35.0,51 pt,51
3138,241,25,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,26 (391),2012,391.0,26,2,5,2012_05,4,44.0,55 pt,55
3139,242,26,Candace Hester,http://games.crossfit.com/athlete/17339,27 (380),2012,380.0,27,2,5,2012_05,29,18.0,41 pt,41
3140,243,27,Jenn Jones,http://games.crossfit.com/athlete/3217,28 (378),2012,378.0,28,2,5,2012_05,17,30.0,49 pt,49
3141,244,28,Candice Ruiz,http://games.crossfit.com/athlete/11460,29 (377),2012,377.0,29,2,5,2012_05,26,21.0,43 pt,43
3142,245,29,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,30 (377),2012,377.0,30,2,5,2012_05,36,11.0,38 pt,38
3143,246,30,Jaime Gold,http://games.crossfit.com/athlete/11218,31 (374),2012,374.0,31,2,5,2012_05,2,48.0,57 pt,57
3144,247,31,Alicia Gomes,http://games.crossfit.com/athlete/40822,32 (369),2012,369.0,32,2,5,2012_05,36,11.0,38 pt,38
3145,248,32,Kelley Hennigan,http://games.crossfit.com/athlete/9258,33 (352),2012,352.0,33,2,5,2012_05,17,30.0,49 pt,49
3146,249,33,Heather Gillespie,http://games.crossfit.com/athlete/54687,34 (343),2012,343.0,34,2,5,2012_05,20,27.0,48 pt,48
3147,250,34,Thuridur Erla Helgadottir,http://games.crossfit.com/athlete/19501,35 (319),2012,319.0,35,2,5,2012_05,31,16.0,39 pt,39
3148,251,35,Samantha Petersen,http://games.crossfit.com/athlete/6139,36 (317),2012,317.0,36,2,5,2012_05,6,41.0,54 pt,54
3149,252,36,Jenny LaBaw,http://games.crossfit.com/athlete/14149,37 (382),2012,382.0,37,2,5,2012_05,17,30.0,49 pt,49
3150,253,37,Shana Alverson,http://games.crossfit.com/athlete/23820,38 (265),2012,265.0,38,2,5,2012_05,30,17.0,40 pt,40
3151,254,38,Jasmine Dever,http://games.crossfit.com/athlete/52053,39 (257),2012,257.0,39,2,5,2012_05,36,11.0,38 pt,38
3152,255,39,Colleen Maher,http://games.crossfit.com/athlete/36776,40 (254),2012,254.0,40,2,5,2012_05,42,5.0,32 pt,32
3153,256,40,Christen Wagner,http://games.crossfit.com/athlete/50900,41 (230),2012,230.0,41,2,5,2012_05,43,4.0,29 pt,29
3154,257,41,Tarasa Barnett,http://games.crossfit.com/athlete/9624,42 (192),2012,192.0,42,2,5,2012_05,31,16.0,39 pt,39
3155,258,42,Rika Diedericks,http://games.crossfit.com/athlete/11068,43 (178),2012,178.0,43,2,5,2012_05,22,25.0,47 pt,47
3156,259,43,Denae Brown,http://games.crossfit.com/athlete/16581,44T (),2012,,44T,2,5,2012_05,WD,,nan,
3157,260,44,Allison King,http://games.crossfit.com/athlete/15996,44T (),2012,,44T,2,5,2012_05,WD,,nan,
3158,216,0,Annie Thorisdottir,http://games.crossfit.com/athlete/18588,1 (1062),2012,1062.0,1,2,6,2012_06,12,63.0,00:10:11.800,611.8
3159,217,1,Julie Foucher,http://games.crossfit.com/athlete/46243,2 (977),2012,977.0,2,2,6,2012_06,1,100.0,00:08:49.100,529.1
3160,218,2,Talayna Fortunato,http://games.crossfit.com/athlete/11279,3 (973),2012,973.0,3,2,6,2012_06,6,75.0,00:09:43.800,583.8
3161,219,3,Kristan Clever,http://games.crossfit.com/athlete/36734,4 (964),2012,964.0,4,2,6,2012_06,2,95.0,00:09:02.400,542.4
3162,220,4,Valerie Voboril,http://games.crossfit.com/athlete/50601,5 (887),2012,887.0,5,2,6,2012_06,3,90.0,00:09:09.600,549.6
3163,221,5,Camille Leblanc-Bazinet,http://games.crossfit.com/athlete/8404,6 (866),2012,866.0,6,2,6,2012_06,5,80.0,00:09:13,553.0
3164,222,6,Elisabeth Akinwale,http://games.crossfit.com/athlete/7965,7 (859),2012,859.0,7,2,6,2012_06,19,49.0,00:10:50,650.0
3165,223,7,Jenny Davis,http://games.crossfit.com/athlete/28918,8 (856),2012,856.0,8,2,6,2012_06,4,85.0,00:09:10,550.0
3166,224,8,Lindsey Valenzuela,http://games.crossfit.com/athlete/30192,9 (845),2012,845.0,9,2,6,2012_06,19,49.0,00:10:50,650.0
3167,225,9,Rebecca Voigt,http://games.crossfit.com/athlete/8015,10 (836),2012,836.0,10,2,6,2012_06,13,61.0,00:10:16,616.0
3168,226,10,Christy Phillips,http://games.crossfit.com/athlete/9121,11 (827),2012,827.0,11,2,6,2012_06,8,71.0,00:09:59.100,599.1
3169,227,11,Stacie Tovar,http://games.crossfit.com/athlete/5512,12 (805),2012,805.0,12,2,6,2012_06,7,73.0,00:09:55.600,595.6
3170,228,12,Deborah Cordner Carson,http://games.crossfit.com/athlete/14093,13 (718),2012,718.0,13,2,6,2012_06,11,65.0,00:10:11,611.0
3171,229,13,Becky Conzelman,http://games.crossfit.com/athlete/36699,14 (709),2012,709.0,14,2,6,2012_06,21,45.0,00:10:52.100,652.1
3172,230,14,Cheryl Brost,http://games.crossfit.com/athlete/8770,15 (706),2012,706.0,15,2,6,2012_06,17,53.0,00:10:35.500,635.5
3173,231,15,Angie Pye,http://games.crossfit.com/athlete/8741,16 (631),2012,631.0,16,2,6,2012_06,35,22.0,00:12:17,737.0
3174,232,16,Ruth Anderson Horrell,http://games.crossfit.com/athlete/25528,17 (622),2012,622.0,17,2,6,2012_06,26,35.0,00:11:24.900,684.9
3175,233,17,Azadeh Boroumand,http://games.crossfit.com/athlete/7747,18 (605),2012,605.0,18,2,6,2012_06,31,26.0,00:11:53,713.0
3176,234,18,Kara Gordon,http://games.crossfit.com/athlete/2942,19 (527),2012,527.0,19,2,6,2012_06,16,55.0,00:10:30,630.0
3177,235,19,Jessa Lemoine,http://games.crossfit.com/athlete/11321,20 (523),2012,523.0,20,2,6,2012_06,29,29.0,00:11:35,695.0
3178,236,20,Lindsey Smith,http://games.crossfit.com/athlete/52940,21 (522),2012,522.0,21,2,6,2012_06,33,24.0,00:12:00,720.0
3179,237,21,Heather Welsh,http://games.crossfit.com/athlete/11626,22 (506),2012,506.0,22,2,6,2012_06,27,33.0,00:11:30,690.0
3180,238,22,Annie Sakamoto,http://games.crossfit.com/athlete/25678,23 (496),2012,496.0,23,2,6,2012_06,18,51.0,00:10:47.200,647.2
3181,239,23,Michele Letendre,http://games.crossfit.com/athlete/3407,24 (483),2012,483.0,24,2,6,2012_06,9,69.0,00:10:04,604.0
3182,240,24,Caroline Fryklund,http://games.crossfit.com/athlete/26295,25 (426),2012,426.0,25,2,6,2012_06,10,67.0,00:10:10,610.0
3183,241,25,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,26 (391),2012,391.0,26,2,6,2012_06,25,37.0,00:11:21,681.0
3184,242,26,Candace Hester,http://games.crossfit.com/athlete/17339,27 (380),2012,380.0,27,2,6,2012_06,14,59.0,00:10:23,623.0
3185,243,27,Jenn Jones,http://games.crossfit.com/athlete/3217,28 (378),2012,378.0,28,2,6,2012_06,30,27.0,00:11:43,703.0
3186,244,28,Candice Ruiz,http://games.crossfit.com/athlete/11460,29 (377),2012,377.0,29,2,6,2012_06,34,23.0,00:12:14.700,734.7
3187,245,29,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,30 (377),2012,377.0,30,2,6,2012_06,37,20.0,00:12:56.300,776.3
3188,246,30,Jaime Gold,http://games.crossfit.com/athlete/11218,31 (374),2012,374.0,31,2,6,2012_06,23,41.0,00:11:09,669.0
3189,247,31,Alicia Gomes,http://games.crossfit.com/athlete/40822,32 (369),2012,369.0,32,2,6,2012_06,15,57.0,00:10:24.500,624.5
3190,248,32,Kelley Hennigan,http://games.crossfit.com/athlete/9258,33 (352),2012,352.0,33,2,6,2012_06,24,39.0,00:11:14,674.0
3191,249,33,Heather Gillespie,http://games.crossfit.com/athlete/54687,34 (343),2012,343.0,34,2,6,2012_06,28,31.0,00:11:31,691.0
3192,250,34,Thuridur Erla Helgadottir,http://games.crossfit.com/athlete/19501,35 (319),2012,319.0,35,2,6,2012_06,39,18.0,00:13:02,782.0
3193,251,35,Samantha Petersen,http://games.crossfit.com/athlete/6139,36 (317),2012,317.0,36,2,6,2012_06,41,16.0,00:13:04,784.0
3194,252,36,Jenny LaBaw,http://games.crossfit.com/athlete/14149,37 (382),2012,382.0,37,2,6,2012_06,42,15.0,00:13:07,787.0
3195,253,37,Shana Alverson,http://games.crossfit.com/athlete/23820,38 (265),2012,265.0,38,2,6,2012_06,39,18.0,00:13:02,782.0
3196,254,38,Jasmine Dever,http://games.crossfit.com/athlete/52053,39 (257),2012,257.0,39,2,6,2012_06,36,21.0,00:12:20,740.0
3197,255,39,Colleen Maher,http://games.crossfit.com/athlete/36776,40 (254),2012,254.0,40,2,6,2012_06,22,43.0,00:11:01.700,661.7
3198,256,40,Christen Wagner,http://games.crossfit.com/athlete/50900,41 (230),2012,230.0,41,2,6,2012_06,38,19.0,00:13:01,781.0
3199,257,41,Tarasa Barnett,http://games.crossfit.com/athlete/9624,42 (192),2012,192.0,42,2,6,2012_06,32,25.0,00:11:54,714.0
3200,258,42,Rika Diedericks,http://games.crossfit.com/athlete/11068,43 (178),2012,178.0,43,2,6,2012_06,43,14.0,00:13:26,806.0
3201,259,43,Denae Brown,http://games.crossfit.com/athlete/16581,44T (),2012,,44T,2,6,2012_06,WD,,nan,
3202,260,44,Allison King,http://games.crossfit.com/athlete/15996,44T (),2012,,44T,2,6,2012_06,WD,,nan,
3203,216,0,Annie Thorisdottir,http://games.crossfit.com/athlete/18588,1 (1062),2012,1062.0,1,2,7,2012_07,1,100.0,00:05:04.100,304.1
3204,217,1,Julie Foucher,http://games.crossfit.com/athlete/46243,2 (977),2012,977.0,2,2,7,2012_07,27,33.0,00:10:10,610.0
3205,218,2,Talayna Fortunato,http://games.crossfit.com/athlete/11279,3 (973),2012,973.0,3,2,7,2012_07,3,90.0,00:05:19.500,319.5
3206,219,3,Kristan Clever,http://games.crossfit.com/athlete/36734,4 (964),2012,964.0,4,2,7,2012_07,6,75.0,00:06:50,410.0
3207,220,4,Valerie Voboril,http://games.crossfit.com/athlete/50601,5 (887),2012,887.0,5,2,7,2012_07,10,67.0,00:07:16.400,436.4
3208,221,5,Camille Leblanc-Bazinet,http://games.crossfit.com/athlete/8404,6 (866),2012,866.0,6,2,7,2012_07,2,95.0,00:05:18.500,318.5
3209,222,6,Elisabeth Akinwale,http://games.crossfit.com/athlete/7965,7 (859),2012,859.0,7,2,7,2012_07,25,37.0,00:10:07,607.0
3210,223,7,Jenny Davis,http://games.crossfit.com/athlete/28918,8 (856),2012,856.0,8,2,7,2012_07,29,29.0,00:10:23,623.0
3211,224,8,Lindsey Valenzuela,http://games.crossfit.com/athlete/30192,9 (845),2012,845.0,9,2,7,2012_07,4,85.0,00:06:13.400,373.4
3212,225,9,Rebecca Voigt,http://games.crossfit.com/athlete/8015,10 (836),2012,836.0,10,2,7,2012_07,11,65.0,00:07:21,441.0
3213,226,10,Christy Phillips,http://games.crossfit.com/athlete/9121,11 (827),2012,827.0,11,2,7,2012_07,19,49.0,00:09:04.400,544.4
3214,227,11,Stacie Tovar,http://games.crossfit.com/athlete/5512,12 (805),2012,805.0,12,2,7,2012_07,20,47.0,00:09:41.400,581.4
3215,228,12,Deborah Cordner Carson,http://games.crossfit.com/athlete/14093,13 (718),2012,718.0,13,2,7,2012_07,22,43.0,00:10:04,604.0
3216,229,13,Becky Conzelman,http://games.crossfit.com/athlete/36699,14 (709),2012,709.0,14,2,7,2012_07,9,69.0,00:07:03.800,423.8
3217,230,14,Cheryl Brost,http://games.crossfit.com/athlete/8770,15 (706),2012,706.0,15,2,7,2012_07,15,57.0,00:07:46.400,466.4
3218,231,15,Angie Pye,http://games.crossfit.com/athlete/8741,16 (631),2012,631.0,16,2,7,2012_07,5,80.0,00:06:43,403.0
3219,232,16,Ruth Anderson Horrell,http://games.crossfit.com/athlete/25528,17 (622),2012,622.0,17,2,7,2012_07,39,18.0,00:10:43,643.0
3220,233,17,Azadeh Boroumand,http://games.crossfit.com/athlete/7747,18 (605),2012,605.0,18,2,7,2012_07,8,71.0,00:07:03,423.0
3221,234,18,Kara Gordon,http://games.crossfit.com/athlete/2942,19 (527),2012,527.0,19,2,7,2012_07,32,25.0,00:10:24,624.0
3222,235,19,Jessa Lemoine,http://games.crossfit.com/athlete/11321,20 (523),2012,523.0,20,2,7,2012_07,18,51.0,00:08:53.500,533.5
3223,236,20,Lindsey Smith,http://games.crossfit.com/athlete/52940,21 (522),2012,522.0,21,2,7,2012_07,26,35.0,00:10:08,608.0
3224,237,21,Heather Welsh,http://games.crossfit.com/athlete/11626,22 (506),2012,506.0,22,2,7,2012_07,22,43.0,00:10:04,604.0
3225,238,22,Annie Sakamoto,http://games.crossfit.com/athlete/25678,23 (496),2012,496.0,23,2,7,2012_07,12,63.0,00:07:30.400,450.4
3226,239,23,Michele Letendre,http://games.crossfit.com/athlete/3407,24 (483),2012,483.0,24,2,7,2012_07,29,29.0,00:10:23,623.0
3227,240,24,Caroline Fryklund,http://games.crossfit.com/athlete/26295,25 (426),2012,426.0,25,2,7,2012_07,24,39.0,00:10:06,606.0
3228,241,25,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,26 (391),2012,391.0,26,2,7,2012_07,29,29.0,00:10:23,623.0
3229,242,26,Candace Hester,http://games.crossfit.com/athlete/17339,27 (380),2012,380.0,27,2,7,2012_07,21,45.0,00:09:51,591.0
3230,243,27,Jenn Jones,http://games.crossfit.com/athlete/3217,28 (378),2012,378.0,28,2,7,2012_07,13,61.0,00:07:35,455.0
3231,244,28,Candice Ruiz,http://games.crossfit.com/athlete/11460,29 (377),2012,377.0,29,2,7,2012_07,32,25.0,00:10:24,624.0
3232,245,29,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,30 (377),2012,377.0,30,2,7,2012_07,17,53.0,00:08:53.100,533.1
3233,246,30,Jaime Gold,http://games.crossfit.com/athlete/11218,31 (374),2012,374.0,31,2,7,2012_07,16,55.0,00:08:05,485.0
3234,247,31,Alicia Gomes,http://games.crossfit.com/athlete/40822,32 (369),2012,369.0,32,2,7,2012_07,14,59.0,00:07:35.300,455.3
3235,248,32,Kelley Hennigan,http://games.crossfit.com/athlete/9258,33 (352),2012,352.0,33,2,7,2012_07,36,21.0,00:10:26,626.0
3236,249,33,Heather Gillespie,http://games.crossfit.com/athlete/54687,34 (343),2012,343.0,34,2,7,2012_07,28,31.0,00:10:22,622.0
3237,250,34,Thuridur Erla Helgadottir,http://games.crossfit.com/athlete/19501,35 (319),2012,319.0,35,2,7,2012_07,7,73.0,00:06:59,419.0
3238,251,35,Samantha Petersen,http://games.crossfit.com/athlete/6139,36 (317),2012,317.0,36,2,7,2012_07,39,18.0,00:10:43,643.0
3239,252,36,Jenny LaBaw,http://games.crossfit.com/athlete/14149,37 (382),2012,382.0,37,2,7,2012_07,39,18.0,00:10:43,643.0
3240,253,37,Shana Alverson,http://games.crossfit.com/athlete/23820,38 (265),2012,265.0,38,2,7,2012_07,38,19.0,00:10:42,642.0
3241,254,38,Jasmine Dever,http://games.crossfit.com/athlete/52053,39 (257),2012,257.0,39,2,7,2012_07,39,18.0,00:10:43,643.0
3242,255,39,Colleen Maher,http://games.crossfit.com/athlete/36776,40 (254),2012,254.0,40,2,7,2012_07,32,25.0,00:10:24,624.0
3243,256,40,Christen Wagner,http://games.crossfit.com/athlete/50900,41 (230),2012,230.0,41,2,7,2012_07,37,20.0,00:10:39,639.0
3244,257,41,Tarasa Barnett,http://games.crossfit.com/athlete/9624,42 (192),2012,192.0,42,2,7,2012_07,35,22.0,00:10:25,625.0
3245,258,42,Rika Diedericks,http://games.crossfit.com/athlete/11068,43 (178),2012,178.0,43,2,7,2012_07,43,14.0,00:10:44,644.0
3246,259,43,Denae Brown,http://games.crossfit.com/athlete/16581,44T (),2012,,44T,2,7,2012_07,WD,,nan,
3247,260,44,Allison King,http://games.crossfit.com/athlete/15996,44T (),2012,,44T,2,7,2012_07,WD,,nan,
3248,216,0,Annie Thorisdottir,http://games.crossfit.com/athlete/18588,1 (1062),2012,1062.0,1,2,8,2012_08,15,32.0,00:00:50.300,50.3
3249,217,1,Julie Foucher,http://games.crossfit.com/athlete/46243,2 (977),2012,977.0,2,2,8,2012_08,24,23.0,00:00:51.800,51.8
3250,218,2,Talayna Fortunato,http://games.crossfit.com/athlete/11279,3 (973),2012,973.0,3,2,8,2012_08,14,33.0,00:00:50.100,50.1
3251,219,3,Kristan Clever,http://games.crossfit.com/athlete/36734,4 (964),2012,964.0,4,2,8,2012_08,38,9.0,00:00:55,55.0
3252,220,4,Valerie Voboril,http://games.crossfit.com/athlete/50601,5 (887),2012,887.0,5,2,8,2012_08,11,36.0,00:00:50,50.0
3253,221,5,Camille Leblanc-Bazinet,http://games.crossfit.com/athlete/8404,6 (866),2012,866.0,6,2,8,2012_08,25,22.0,00:00:51.900,51.9
3254,222,6,Elisabeth Akinwale,http://games.crossfit.com/athlete/7965,7 (859),2012,859.0,7,2,8,2012_08,23,24.0,00:00:51.400,51.4
3255,223,7,Jenny Davis,http://games.crossfit.com/athlete/28918,8 (856),2012,856.0,8,2,8,2012_08,18,29.0,00:00:50.500,50.5
3256,224,8,Lindsey Valenzuela,http://games.crossfit.com/athlete/30192,9 (845),2012,845.0,9,2,8,2012_08,11,36.0,00:00:50,50.0
3257,225,9,Rebecca Voigt,http://games.crossfit.com/athlete/8015,10 (836),2012,836.0,10,2,8,2012_08,31,16.0,00:00:53,53.0
3258,226,10,Christy Phillips,http://games.crossfit.com/athlete/9121,11 (827),2012,827.0,11,2,8,2012_08,3,46.0,00:00:47.900,47.9
3259,227,11,Stacie Tovar,http://games.crossfit.com/athlete/5512,12 (805),2012,805.0,12,2,8,2012_08,5,42.0,00:00:48.300,48.3
3260,228,12,Deborah Cordner Carson,http://games.crossfit.com/athlete/14093,13 (718),2012,718.0,13,2,8,2012_08,1,50.0,00:00:46.100,46.1
3261,229,13,Becky Conzelman,http://games.crossfit.com/athlete/36699,14 (709),2012,709.0,14,2,8,2012_08,21,26.0,00:00:51.200,51.2
3262,230,14,Cheryl Brost,http://games.crossfit.com/athlete/8770,15 (706),2012,706.0,15,2,8,2012_08,15,32.0,00:00:50.300,50.3
3263,231,15,Angie Pye,http://games.crossfit.com/athlete/8741,16 (631),2012,631.0,16,2,8,2012_08,34,13.0,00:00:53.500,53.5
3264,232,16,Ruth Anderson Horrell,http://games.crossfit.com/athlete/25528,17 (622),2012,622.0,17,2,8,2012_08,11,36.0,00:00:50,50.0
3265,233,17,Azadeh Boroumand,http://games.crossfit.com/athlete/7747,18 (605),2012,605.0,18,2,8,2012_08,26,21.0,00:00:52.200,52.2
3266,234,18,Kara Gordon,http://games.crossfit.com/athlete/2942,19 (527),2012,527.0,19,2,8,2012_08,15,32.0,00:00:50.300,50.3
3267,235,19,Jessa Lemoine,http://games.crossfit.com/athlete/11321,20 (523),2012,523.0,20,2,8,2012_08,19,28.0,00:00:50.700,50.7
3268,236,20,Lindsey Smith,http://games.crossfit.com/athlete/52940,21 (522),2012,522.0,21,2,8,2012_08,10,37.0,00:00:49.900,49.9
3269,237,21,Heather Welsh,http://games.crossfit.com/athlete/11626,22 (506),2012,506.0,22,2,8,2012_08,2,48.0,00:00:46.200,46.2
3270,238,22,Annie Sakamoto,http://games.crossfit.com/athlete/25678,23 (496),2012,496.0,23,2,8,2012_08,21,26.0,00:00:51.200,51.2
3271,239,23,Michele Letendre,http://games.crossfit.com/athlete/3407,24 (483),2012,483.0,24,2,8,2012_08,42,5.0,00:00:56.500,56.5
3272,240,24,Caroline Fryklund,http://games.crossfit.com/athlete/26295,25 (426),2012,426.0,25,2,8,2012_08,7,40.0,00:00:49,49.0
3273,241,25,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,26 (391),2012,391.0,26,2,8,2012_08,31,16.0,00:00:53,53.0
3274,242,26,Candace Hester,http://games.crossfit.com/athlete/17339,27 (380),2012,380.0,27,2,8,2012_08,29,18.0,00:00:52.600,52.6
3275,243,27,Jenn Jones,http://games.crossfit.com/athlete/3217,28 (378),2012,378.0,28,2,8,2012_08,4,44.0,00:00:48,48.0
3276,244,28,Candice Ruiz,http://games.crossfit.com/athlete/11460,29 (377),2012,377.0,29,2,8,2012_08,8,39.0,00:00:49.100,49.1
3277,245,29,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,30 (377),2012,377.0,30,2,8,2012_08,20,27.0,00:00:51,51.0
3278,246,30,Jaime Gold,http://games.crossfit.com/athlete/11218,31 (374),2012,374.0,31,2,8,2012_08,37,10.0,00:00:54.800,54.8
