Unnamed: 0,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Score,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
547,27,Jennifer Chisholm,http://games.crossfit.com/athlete/438316,448 (3300),0,66.0,0,438316,145.0,495 (269),380 (423),122 (119),1671 (211),632 (10:08),16,CrossFit Mobile,CrossFit Mobile Midtown,154.0,,101.0,,,,,215.0,165.0,380.0,285.0,,448,3300,495,269,380,423,122,119,1671,211,632,608
548,28,Tamara Martel,http://games.crossfit.com/athlete/169887,449 (3302),0,63.0,0,169887,145.0,337 (275),428 (347),886 (103),1457 (214),194 (09:22),16,STADD CrossFit,STADD CrossFit,148.0,,,,,,,195.0,145.0,315.0,295.0,,449,3302,337,275,428,347,886,103,1457,214,194,562
549,23,Kaitlynne Rahner,http://games.crossfit.com/athlete/2753,450 (3307),0,66.93,0,2753,171.96,337 (275),399 (358),935 (102),235 (251),1401 (10:53),16,CrossFit Borgen,CrossFit Borgen,211.0,,167.0,,,,1526.0,227.08,176.37,330.69,253.53,30,450,3307,337,275,399,358,935,102,235,251,1401,653
550,32,Christine McNeal,http://games.crossfit.com/athlete/272214,451 (3333),0,64.96,0,272214,150.0,934 (255),758 (343),185 (116),986 (222),470 (09:55),16,Newberg CrossFit Rebuilt,Newberg CrossFit Rebuilt,,,,,,,,200.0,155.0,325.0,242.0,47,451,3333,934,255,758,343,185,116,986,222,470,595
551,27,Mia Iden Hellesen,http://games.crossfit.com/athlete/101779,452 (3335),0,61.81,0,101779,121.0,308 (277),556 (345),578 (107),1783 (210),110 (09:04),16,CrossFit Åsane,CrossFit Asane,,,,,,,,167.55,132.28,297.62,242.51,,452,3335,308,277,556,345,578,107,1783,210,110,544
552,32,Brittany Ferguson,http://games.crossfit.com/athlete/245617,453 (3339),0,66.0,0,245617,147.0,616 (265),652 (344),745 (103),456 (241),870 (10:25),16,CrossFit Jääkarhu,CrossFit Jaakarhu,184.0,,120.0,,,,1428.0,210.0,155.0,375.0,270.0,,453,3339,616,265,652,344,745,103,456,241,870,625
553,30,Montagut Marie-Emilie,http://games.crossfit.com/athlete/453176,454 (3341),0,64.96,0,453176,141.1,436 (272),1098 (341),430 (111),888 (227),489 (09:56),16,Team CrossFit GaliléÔ,CrossFit Galileo,,,,,,,,136.69,143.3,231.49,220.46,,454,3341,436,272,1098,341,430,111,888,227,489,596
554,30,Ekaterina Ilina,http://games.crossfit.com/athlete/112032,455 (3342),0,,0,112032,138.0,1073 (251),657 (344),743 (103),514 (239),355 (09:43),16,Idol,CrossFit Idol,,,,,,,,,,,,,455,3342,1073,251,657,344,743,103,514,239,355,583
555,42,Hannah Chominsky,http://games.crossfit.com/athlete/141720,456 (3347),0,,0,141720,139.0,1531 (242),519 (345),229 (115),833 (228),235 (09:28),16,CrossFit Athletic Brookvale,CrossFit Athletic,173.0,,,,,,,,,,,,456,3347,1531,242,519,345,229,115,833,228,235,568
556,25,Catherine Blatner,http://games.crossfit.com/athlete/41075,457 (3355),0,69.0,0,41075,160.0,591 (266),630 (344),766 (103),985 (222),383 (09:46),16,Invictus,CrossFit Invictus,154.0,,94.0,,418,,,200.0,160.0,365.0,270.0,35,457,3355,591,266,630,344,766,103,985,222,383,586
557,24,Morgan Seger,http://games.crossfit.com/athlete/134974,458 (3370),0,67.0,0,134974,137.0,451 (271),465 (346),1410 (99),521 (239),523 (09:59),16,CrossFit Lincoln,CrossFit Lincoln,157.0,,119.0,,,,,205.0,160.0,285.0,260.0,32,458,3370,451,271,465,346,1410,99,521,239,523,599
558,31,Johanni Hugo,http://games.crossfit.com/athlete/289559,459 (3376),0,61.42,0,289559,127.87,473 (270),449 (346),206 (116),922 (226),1326 (10:50),16,USN CrossFit Eikestad,CrossFit Eikestad,,,,,,,,187.39,154.32,264.55,242.51,,459,3376,473,270,449,346,206,116,922,226,1326,650
559,27,Danielle Sidell,http://games.crossfit.com/athlete/81039,459 (3376),0,70.0,0,81039,158.0,274 (278),401 (348),1061 (101),663 (234),977 (10:32),16,,Unaffiliated,132.0,,80.0,,,58.0,1074.0,,0.0,405.0,315.0,,459,3376,274,278,401,348,1061,101,663,234,977,632
560,35,Laura Sweatt,http://games.crossfit.com/athlete/139980,461 (3378),0,62.0,0,139980,153.0,894 (258),2025 (339),51 (127),92 (262),316 (09:39),16,Westside Conjugate,CrossFit Conjugate,,,,,,,,,,,,,461,3378,894,258,2025,339,51,127,92,262,316,579
561,24,Paige Semenza,http://games.crossfit.com/athlete/531598,462 (3380),0,63.0,0,531598,145.0,683 (263),386 (423),1124 (101),664 (234),523 (09:59),16,CrossFit Vertex,CrossFit Vertex,,,,,,,,210.0,170.0,360.0,305.0,,462,3380,683,263,386,423,1124,101,664,234,523,599
562,25,Lorraine Allard,http://games.crossfit.com/athlete/436958,463 (3391),0,66.0,0,436958,135.0,1095 (250),940 (342),141 (118),472 (241),743 (10:17),16,Pro1 Montreal,CrossFit Pro1,,,,,,,,,,,,,463,3391,1095,250,940,342,141,118,472,241,743,617
563,32,Lindsay Rainwater,http://games.crossfit.com/athlete/132422,464 (3395),0,64.0,0,132422,,775 (260),1184 (341),208 (116),758 (231),470 (09:55),16,CFW PELHAM,CrossFit Westchester Pelham,,,,,,,,205.0,170.0,300.0,280.0,,464,3395,775,260,1184,341,208,116,758,231,470,595
564,34,Shanna Duvall,http://games.crossfit.com/athlete/59627,465 (3399),0,63.0,0,59627,125.0,194 (286),617 (344),378 (113),1059 (220),1151 (10:42),16,,Unaffiliated,188.0,497.0,150.0,,0,62.0,1082.0,180.0,155.0,310.0,235.0,40,465,3399,194,286,617,344,378,113,1059,220,1151,642
565,27,Marina Hohmann Vaghetti,http://games.crossfit.com/athlete/232908,466 (3400),0,62.99,0,232908,130.0,1137 (249),833 (343),550 (108),652 (235),228 (09:26),16,Team Moema,CrossFit Moema,,,,,,,,,,,,,466,3400,1137,249,833,343,550,108,652,235,228,566
566,30,Karime Ferrari,http://games.crossfit.com/athlete/79980,467 (3404),0,163.0,0,79980,145.0,1423 (244),134 (426),252 (115),1198 (217),397 (09:47),16,Team Moema,CrossFit Moema,269.0,,,,,,,,,,255.0,,467,3404,1423,244,134,426,252,115,1198,217,397,587
567,35,Lisa Marquette,http://games.crossfit.com/athlete/6343,468 (3405),0,61.0,0,6343,125.0,591 (266),903 (342),101 (120),381 (245),1429 (10:54),16,CrossFit Salisbury,CrossFit Salisbury,165.0,487.0,200.0,,,,,190.0,155.0,310.0,300.0,,468,3405,591,266,903,342,101,120,381,245,1429,654
568,19,Becca Merritt,http://games.crossfit.com/athlete/92635,469 (3419),0,61.0,0,92635,135.0,380 (273),1092 (341),406 (112),979 (223),562 (10:02),16,Crossfit Broad Ripple,CrossFit Broad Ripple,,,,,0,,,0.0,0.0,0.0,0.0,0,469,3419,380,273,1092,341,406,112,979,223,562,602
569,31,M'Kelle Tomberlin,http://games.crossfit.com/athlete/32932,470 (3420),0,66.0,0,32932,140.0,748 (261),142 (426),355 (114),519 (239),1656 (11:04),16,CrossFit Eden Prairie,CrossFit Eden Prairie,,,,,,,,223.0,185.0,313.0,288.0,0,470,3420,748,261,142,426,355,114,519,239,1656,664
570,25,Emily Morris,http://games.crossfit.com/athlete/107992,471 (3422),0,64.0,0,107992,158.0,775 (260),322 (423),818 (103),954 (224),553 (10:01),16,,North Raleigh CrossFit,,,,,,,,235.0,185.0,355.0,290.0,,471,3422,775,260,322,423,818,103,954,224,553,601
571,22,Ali Brill,http://games.crossfit.com/athlete/275969,472 (3432),0,63.0,0,275969,137.0,655 (264),819 (343),489 (109),687 (234),782 (10:20),16,Team KTB,Unaffiliated,,,,,,,,,,,,,472,3432,655,264,819,343,489,109,687,234,782,620
572,32,Kristen Arnold,http://games.crossfit.com/athlete/29610,473 (3433),0,66.0,0,29610,138.0,1095 (250),841 (343),568 (107),367 (245),562 (10:02),16,CF Dūrātus,CrossFit Duratus,,,,,,62.0,1230.0,185.0,140.0,335.0,285.0,0,473,3433,1095,250,841,343,568,107,367,245,562,602
573,25,Brittney Blanco,http://games.crossfit.com/athlete/6093,474 (3435),0,63.0,0,6093,123.0,525 (268),1547 (339),70 (124),1252 (216),41 (08:38),16,Delta CrossFit,Delta CrossFit,159.0,,,,,,1251.0,165.0,,325.0,265.0,,474,3435,525,268,1547,339,70,124,1252,216,41,518
574,24,Danielle Szpindor,http://games.crossfit.com/athlete/12253,475 (3454),0,60.0,0,12253,135.0,958 (254),80 (428),921 (102),1193 (217),302 (09:38),16,HustleHard CrossFit,HustleHard CrossFit,,,,,,,,,,,,,475,3454,958,254,80,428,921,102,1193,217,302,578
575,33,Dana Howell,http://games.crossfit.com/athlete/55788,476 (3460),0,67.0,0,55788,153.0,224 (284),256 (423),637 (105),1492 (213),851 (10:24),16,SLC 1,Salt Lake City CrossFit (SLC),,,,,,,,,,,,,476,3460,224,284,256,423,637,105,1492,213,851,624
576,27,Hanna Porseland,http://games.crossfit.com/athlete/228422,477 (3462),0,64.17,0,228422,143.0,775 (260),331 (423),1811 (93),517 (239),28 (08:30),16,Crossfit North Head,CrossFit North Head,,,,,,,,198.42,167.55,275.58,253.53,,477,3462,775,260,331,423,1811,93,517,239,28,510
577,31,Karen Pierce,http://games.crossfit.com/athlete/19372,478 (3463),0,66.0,0,19372,143.0,591 (266),491 (346),1255 (101),242 (251),884 (10:26),16,CrossFit Jääkarhu,CrossFit Jaakarhu,172.0,,112.0,,246,,1260.0,205.0,155.0,330.0,285.0,27,478,3463,591,266,491,346,1255,101,242,251,884,626
578,44,Cheryl Brost,http://games.crossfit.com/athlete/8770,479 (3464),0,62.0,0,8770,132.0,1386 (245),281 (423),387 (113),181 (255),1229 (10:46),16,AllStar Team,CrossFit AllStar,171.0,507.0,133.0,1053.0,377,68.0,1376.0,202.0,160.0,370.0,270.0,45,479,3464,1386,245,281,423,387,113,181,255,1229,646
579,25,Hilary Meale,http://games.crossfit.com/athlete/237745,480 (3475),0,65.0,0,237745,136.0,356 (274),1109 (341),618 (106),1090 (219),302 (09:38),16,CrossFit Ridgeline,CrossFit Ridgeline,,,,,,,,,,300.0,240.0,,480,3475,356,274,1109,341,618,106,1090,219,302,578
580,31,Ashley Albano,http://games.crossfit.com/athlete/136952,481 (3479),0,67.0,0,136952,142.0,356 (274),940 (342),969 (102),1011 (221),203 (09:23),16,CrossFit Roseville,CrossFit Roseville,,,,,,,,,,,,,481,3479,356,274,940,342,969,102,1011,221,203,563
581,23,Brianna Lamb,http://games.crossfit.com/athlete/443608,482 (3488),0,69.0,0,443608,159.0,239 (282),122 (426),1606 (96),1080 (219),441 (09:53),16,TJs Gym Mill Valley,CrossFit Mill Valley,,,,,,,,210.0,155.0,325.0,275.0,,482,3488,239,282,122,426,1606,96,1080,219,441,593
582,25,Elyse Persico,http://games.crossfit.com/athlete/13802,483 (3498),0,63.0,0,13802,147.0,337 (275),211 (424),626 (105),1347 (215),977 (10:32),16,,CrossFit Kinnick,150.0,521.0,107.0,,414,70.0,1376.0,200.0,170.0,375.0,285.0,50,483,3498,337,275,211,424,626,105,1347,215,977,632
583,25,Kelsey Kiel,http://games.crossfit.com/athlete/352061,484 (3500),0,67.0,0,352061,165.0,910 (257),898 (343),818 (103),385 (244),489 (09:56),16,Crossfit Parallax,CrossFit Parallax,200.0,,107.0,1540.0,357,,,240.0,175.0,365.0,335.0,,484,3500,910,257,898,343,818,103,385,244,489,596
584,31,Kacie Wagner,http://games.crossfit.com/athlete/72101,485 (3513),0,65.0,0,72101,140.0,748 (261),1167 (341),850 (103),294 (248),454 (09:54),16,CrossFit 8085,CrossFit 8085,,,,,,68.0,,0.0,,0.0,0.0,,485,3513,748,261,1167,341,850,103,294,248,454,594
585,24,Lea Schmidt,http://games.crossfit.com/athlete/276218,486 (3514),0,63.78,0,276218,123.46,525 (268),360 (423),1000 (102),820 (229),809 (10:21),16,,,180.0,,,,,,,190.0,160.0,310.0,250.0,,486,3514,525,268,360,423,1000,102,820,229,809,621
586,28,Alexandria Anachebe,http://games.crossfit.com/athlete/258379,487 (3517),0,58.0,0,258379,125.0,591 (266),947 (342),429 (111),1461 (214),89 (08:58),16,,Unaffiliated,153.0,570.0,,1514.0,310,,,190.0,150.0,275.0,275.0,35,487,3517,591,266,947,342,429,111,1461,214,89,538
587,31,Lindsey McDuffie,http://games.crossfit.com/athlete/17350,488 (3534),0,68.0,0,17350,138.0,380 (273),930 (342),62 (125),781 (230),1381 (10:52),16,,CrossFit Hendersonville,201.0,498.0,152.0,1140.0,380,70.0,1305.0,170.0,130.0,300.0,210.0,50,488,3534,380,273,930,342,62,125,781,230,1381,652
588,35,Mayra Brandt,http://games.crossfit.com/athlete/40480,489 (3537),0,67.0,0,40480,153.0,718 (262),482 (346),756 (103),697 (233),884 (10:26),16,CrossFit Boynton Beach,CrossFit Boynton Beach,,,,,,,,,,,,,489,3537,718,262,482,346,756,103,697,233,884,626
589,28,Ashley Kolozsvary,http://games.crossfit.com/athlete/48160,490 (3540),0,63.0,0,48160,140.0,718 (262),552 (345),962 (102),854 (228),454 (09:54),16,CrossFit Unmatched,CrossFit Unmatched,204.0,509.0,,1362.0,0,,1558.0,185.0,146.0,285.0,245.0,0,490,3540,718,262,552,345,962,102,854,228,454,594
590,32,Marlene Andersson,http://games.crossfit.com/athlete/17329,491 (3552),0,64.96,0,17329,132.0,591 (266),317 (423),284 (114),1663 (211),697 (10:13),16,,,269.0,601.0,,,0,,,187.39,132.28,363.76,288.81,31,491,3552,591,266,317,423,284,114,1663,211,697,613
591,31,Mel Cupitt,http://games.crossfit.com/athlete/8417,492 (3558),0,65.0,0,8417,143.0,86 (298),608 (344),2367 (90),397 (244),100 (09:00),16,CrossFit 2600,CrossFit 2600,,,,,,,,,,,,,492,3558,86,298,608,344,2367,90,397,244,100,540
592,33,Merisa Downs,http://games.crossfit.com/athlete/24731,493 (3560),0,69.0,0,24731,148.0,1600 (241),637 (344),595 (107),189 (254),539 (10:00),16,Team CrownTown,CrossFit CrownTown,,,,,,,,205.0,150.0,315.0,250.0,20,493,3560,1600,241,637,344,595,107,189,254,539,600
593,31,Lindsay Marshall,http://games.crossfit.com/athlete/503037,494 (3575),0,69.0,0,503037,165.0,224 (284),5 (430),2619 (89),188 (254),539 (10:00),16,DEEP,CrossFit Deep,,,,,,,,235.0,185.0,335.0,330.0,,494,3575,224,284,5,430,2619,89,188,254,539,600
594,24,Courtney Wood,http://games.crossfit.com/athlete/238146,495 (3578),0,65.0,0,238146,148.0,655 (264),238 (424),1135 (101),483 (240),1067 (10:37),16,CrossFit South-Central MA,CrossFit South Central Mass,,,135.0,,,80.0,,205.0,165.0,310.0,265.0,30,495,3578,655,264,238,424,1135,101,483,240,1067,637
595,30,Lisa Turner,http://games.crossfit.com/athlete/324726,496 (3581),0,60.0,0,324726,130.0,556 (267),1112 (341),1182 (101),442 (242),289 (09:36),16,CFGR,CrossFit Grand Rapids,,,,,,,,185.0,138.0,,240.0,,496,3581,556,267,1112,341,1182,101,442,242,289,576
596,23,Michela Greco,http://games.crossfit.com/athlete/252447,497 (3603),0,67.0,0,252447,145.0,380 (273),423 (347),1161 (101),572 (237),1067 (10:37),16,Danbury Mad Hatters,CrossFit Danbury,173.0,477.0,147.0,,,,1206.0,200.0,165.0,335.0,250.0,,497,3603,380,273,423,347,1161,101,572,237,1067,637
597,32,Crista Jorgensen,http://games.crossfit.com/athlete/18766,498 (3622),0,65.0,0,18766,126.0,128 (292),1081 (341),119 (119),399 (244),1895 (11:14),16,Northstate CrossFit,Northstate CrossFit,156.0,,,,0,,,0.0,0.0,0.0,0.0,0,498,3622,128,292,1081,341,119,119,399,244,1895,674
598,31,Ashley Shaeffer,http://games.crossfit.com/athlete/120875,499 (3623),0,64.0,0,120875,135.0,934 (255),920 (342),266 (115),1201 (217),302 (09:38),16,SLC 1,Salt Lake City CrossFit (SLC),,,,,,,,,,,,,499,3623,934,255,920,342,266,115,1201,217,302,578
599,26,Amber DAriano,http://games.crossfit.com/athlete/262990,500 (3632),0,62.0,0,262990,149.0,775 (260),472 (346),1407 (99),153 (257),825 (10:22),16,The Crossfit Squad,The CrossFit Squad,166.0,,,,,87.0,,210.0,160.0,325.0,255.0,41,500,3632,775,260,472,346,1407,99,153,257,825,622
600,29,Stephanie Pizzignacco,http://games.crossfit.com/athlete/685277,501 (3636),0,61.42,0,685277,110.23,231 (283),1575 (339),952 (102),562 (238),316 (09:39),16,Team CrossFit Nordic,CrossFit Nordic,,,,,,,,,,,,,501,3636,231,283,1575,339,952,102,562,238,316,579
601,26,Chelsea Potter,http://games.crossfit.com/athlete/286150,502 (3637),0,64.0,0,286150,129.0,748 (261),1300 (340),222 (115),683 (234),684 (10:12),16,Koda CrossFit,Koda CrossFit,182.0,544.0,113.0,,377,52.0,,165.0,135.0,240.0,205.0,45,502,3637,748,261,1300,340,222,115,683,234,684,612
602,27,Brittanie Williamson,http://games.crossfit.com/athlete/76439,502 (3637),0,64.0,0,76439,135.0,525 (268),1628 (339),262 (115),699 (233),523 (09:59),16,CrossFit Diligence,CrossFit Diligence,,,,,,,,0.0,0.0,,,,502,3637,525,268,1628,339,262,115,699,233,523,599
603,24,Alice Tucker,http://games.crossfit.com/athlete/114798,504 (3650),0,,0,114798,150.0,616 (265),375 (423),1980 (91),257 (250),422 (09:51),16,Schwartzs Crossfit Melbourne A,CrossFit Melbourne,,,,,,,,,,,,,504,3650,616,265,375,423,1980,91,257,250,422,591
604,22,Nina Escobedo,http://games.crossfit.com/athlete/259338,505 (3654),0,68.0,0,259338,145.0,775 (260),631 (344),217 (116),508 (240),1523 (10:58),16,Code 3 San Diego,CrossFit Code 3 South,,,,,,,,,,,,,505,3654,775,260,631,344,217,116,508,240,1523,658
605,25,Lindsey Wehseler,http://games.crossfit.com/athlete/72252,506 (3668),0,65.0,0,72252,,194 (286),933 (342),876 (103),781 (230),884 (10:26),16,CrossFit Ridgeline,CrossFit Ridgeline,175.0,,,,,,1166.0,0.0,170.0,,,,506,3668,194,286,933,342,876,103,781,230,884,626
606,27,Carole Castellani,http://games.crossfit.com/athlete/330326,507 (3678),0,66.93,0,330326,143.3,337 (275),1900 (339),314 (114),673 (234),454 (09:54),16,CrossFit Lyon,CrossFit Lyon,,,,,,,,,,,,,507,3678,337,275,1900,339,314,114,673,234,454,594
607,24,Oksana Pikmulova,http://games.crossfit.com/athlete/135385,508 (3683),0,66.93,0,135385,127.0,748 (261),1275 (340),390 (113),266 (250),1004 (10:33),16,Idol,CrossFit Idol,180.0,,,,,,,165.35,136.69,308.65,264.55,50,508,3683,748,261,1275,340,390,113,266,250,1004,633
608,30,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,509 (3684),0,62.0,0,13383,138.0,495 (269),1027 (342),410 (112),685 (234),1067 (10:37),16,CrossFit Reston,CrossFit Reston,150.0,520.0,119.0,1176.0,0,,,220.0,185.0,330.0,275.0,47,509,3684,495,269,1027,342,410,112,685,234,1067,637
609,34,Camas Barkemeyer,http://games.crossfit.com/athlete/1659,510 (3685),0,68.0,0,1659,150.0,1796 (238),424 (347),336 (114),192 (254),937 (10:30),16,Spokane Valley,CrossFit Spokane Valley,189.0,,,,,60.0,1431.0,215.0,175.0,310.0,300.0,50,510,3685,1796,238,424,347,336,114,192,254,937,630
610,38,Robin Leafblad,http://games.crossfit.com/athlete/246114,511 (3690),0,67.0,0,246114,155.0,1175 (248),140 (426),433 (111),772 (230),1170 (10:43),16,,,189.0,514.0,115.0,,324,3360.0,,235.0,165.0,425.0,330.0,,511,3690,1175,248,140,426,433,111,772,230,1170,643
611,35,Kate Stewart,http://games.crossfit.com/athlete/105643,512 (3691),0,62.99,0,105643,132.0,1980 (235),511 (346),607 (106),258 (250),335 (09:41),16,,CrossFit St Kilda,195.0,,,,,,,198.42,149.91,315.26,275.58,0,512,3691,1980,235,511,346,607,106,258,250,335,581
612,27,Kirsten Palmer,http://games.crossfit.com/athlete/243488,513 (3701),0,64.17,0,243488,129.0,473 (270),1277 (340),484 (109),1026 (221),441 (09:53),16,Zaks Pack East Tamaki,CrossFit East Tamaki,,,,,,,,182.98,163.14,,110.0,,513,3701,473,270,1277,340,484,109,1026,221,441,593
613,30,Laura Vazquez,http://games.crossfit.com/athlete/487746,514 (3713),0,66.93,0,487746,130.0,105 (294),617 (344),36 (129),2034 (208),921 (10:28),16,Team Tigran Soul MX,CrossFit Tigran,,,,,,,,175.0,140.0,285.0,215.0,52,514,3713,105,294,617,344,36,129,2034,208,921,628
614,31,Meaghan Gonzalez,http://games.crossfit.com/athlete/43782,515 (3716),0,64.0,0,43782,149.0,319 (276),246 (424),185 (116),2363 (205),603 (10:05),16,Invictus,CrossFit Invictus,144.0,,,,,,1290.0,225.0,170.0,350.0,315.0,,515,3716,319,276,246,424,185,116,2363,205,603,605
615,29,Molly Hitt,http://games.crossfit.com/athlete/9298,516 (3723),0,68.0,0,9298,148.0,1137 (249),422 (347),969 (102),725 (232),470 (09:55),16,Work Hard Live Fit,CrossFit Industrious,,,,,0,,,0.0,0.0,0.0,0.0,0,516,3723,1137,249,422,347,969,102,725,232,470,595
616,26,Jennifer Martin,http://games.crossfit.com/athlete/264491,517 (3726),0,61.0,0,264491,135.0,556 (267),233 (424),1811 (93),466 (241),660 (10:10),16,Bell City CrossFit,Bell City CrossFit,,,,,,,,200.0,130.0,335.0,280.0,,517,3726,556,267,233,424,1811,93,466,241,660,610
617,25,Brooklynn Linsky,http://games.crossfit.com/athlete/207068,518 (3729),0,69.0,0,207068,155.0,775 (260),437 (347),584 (107),1410 (214),523 (09:59),16,CrossFit Argyle,CrossFit Argyle,207.0,,,,,57.0,1290.0,215.0,165.0,280.0,275.0,23,518,3729,775,260,437,347,584,107,1410,214,523,599
618,27,Lindsey La Dew,http://games.crossfit.com/athlete/123553,519 (3736),0,67.0,0,123553,139.0,451 (271),340 (423),1147 (101),861 (227),937 (10:30),16,EndGame Athletics,CrossFit EGA,175.0,533.0,177.0,1358.0,367,70.0,1343.0,210.0,165.0,300.0,265.0,26,519,3736,451,271,340,423,1147,101,861,227,937,630
619,27,Christine Lee,http://games.crossfit.com/athlete/45211,520 (3743),0,64.0,0,45211,132.0,194 (286),1292 (340),395 (112),580 (237),1282 (10:48),16,Caffeinated CrossFit,Caffeinated CrossFit,,,,,,,,170.0,130.0,260.0,190.0,50,520,3743,194,286,1292,340,395,112,580,237,1282,648
620,27,Brittany Mack,http://games.crossfit.com/athlete/242067,521 (3744),0,64.0,0,242067,,655 (264),557 (345),1033 (102),878 (227),621 (10:07),16,Team TAS,TAS CrossFit,305.0,,197.0,,298,,1559.0,155.0,110.0,270.0,235.0,,521,3744,655,264,557,345,1033,102,878,227,621,607
621,27,Kate Jasinski,http://games.crossfit.com/athlete/186751,522 (3757),0,64.0,0,186751,150.0,319 (276),614 (344),990 (102),1009 (221),825 (10:22),16,CrossFit  over the mountain,CrossFit Over the Mountain,,,,,,,,,,,,,522,3757,319,276,614,344,990,102,1009,221,825,622
622,30,Kristen Roles,http://games.crossfit.com/athlete/46171,523 (3758),0,64.0,0,46171,138.0,495 (269),558 (345),911 (102),1291 (216),503 (09:57),16,CrossFit St Louis,CrossFit St. Louis,,,,,,,,,,,,,523,3758,495,269,558,345,911,102,1291,216,503,597
623,26,Tricia Wasielewski,http://games.crossfit.com/athlete/273154,524 (3768),0,,0,273154,140.0,775 (260),523 (345),417 (112),860 (227),1193 (10:44),16,CrossFit Bound,CrossFit Bound,,,,,,,,,,,,,524,3768,775,260,523,345,417,112,860,227,1193,644
624,30,Christine Anastario,http://games.crossfit.com/athlete/94386,525 (3769),0,63.0,0,94386,155.0,250 (281),131 (426),2649 (89),334 (246),405 (09:48),16,Team TAS,TAS CrossFit,142.0,,117.0,,,,,220.0,160.0,345.0,310.0,,525,3769,250,281,131,426,2649,89,334,246,405,588
625,25,Nicole Capurso,http://games.crossfit.com/athlete/109871,526 (3770),0,68.0,0,109871,145.0,319 (276),651 (344),262 (115),1400 (214),1138 (10:41),16,#TeamDensity,CrossFit OverTake,151.0,473.0,,,0,77.0,,230.0,180.0,340.0,270.0,0,526,3770,319,276,651,344,262,115,1400,214,1138,641
